ID	3.3_con_rep1	3.3_con_rep2	3.3_con_rep3	3.3_bap_rep1	3.3_bap_rep2	3.3_bap_rep3
midn	101.7833089	73.57689961	83.69314304	73.3617418	82.50334907	90.89836207
phf8	101.7758638	98.29609023	105.0288975	92.29349061	91.96131012	95.40322492
DHX29	101.6790773	82.78696133	81.3326394	77.51527455	74.1041185	76.44779771
psmd2	101.5931721	90.49927029	83.18691862	59.52019721	79.38607994	69.40700426
tbc1d23	101.5542284	78.87655625	99.07977517	86.41438252	88.35723072	97.23818858
ENSDARG00000029805	101.5479287	72.60911252	88.0903694	89.93601444	113.2420732	112.2183123
pa2g4b	101.5341839	135.5866989	136.5713526	144.6659173	108.2168445	84.87789501
ranbp10	101.5267388	103.636094	101.342863	91.64554922	80.9774491	93.17357266
madd	101.4666052	62.84564016	74.64417036	52.22660342	99.89757992	58.76304224
si:ch211-145c1.1	101.4018899	85.42152314	90.89234127	87.03704787	63.03748572	52.64739885
asnsd1	101.2942221	103.5728471	117.0223057	114.6598634	112.8179263	113.8295439
TRAPPC8	101.2884951	76.02063017	91.77077297	65.47173085	92.7633078	84.99291855
socs6b	101.2575693	145.5339145	99.93455678	120.2740593	86.92532582	101.3312221
cds2	101.242679	98.86640308	130.8840705	124.5233493	106.368275	126.056771
WDR81	101.2306523	108.5251909	85.5586842	125.8892272	89.98507559	114.1624355
enah	101.1596374	98.46020511	89.315669	98.35973855	101.6848891	102.7935997
rps3a	101.0296342	98.67393612	82.77529453	91.4336194	66.8529371	83.84899823
gba2	101.0015718	116.9184948	99.09103711	96.11843492	96.16677087	75.61511754
fasn	100.9517469	116.468133	89.49191843	124.44023	98.24915903	90.71883514
sfswap	100.9477379	87.91923169	86.15950896	92.90205971	96.40058943	87.38856555
C14H4orf29	100.9420109	118.1256388	92.33837499	98.21926214	109.0483034	73.26773532
rpl36a	100.9179575	82.92872169	67.52662123	76.81337856	63.19367652	76.73377779
tdh	100.7971175	97.55566495	96.90790911	88.22064673	78.23662786	85.76154639
si:zfos-905g2.1	100.7868089	77.40715556	90.7431205	82.08537577	121.004382	80.62292643
fem1b	100.7593193	122.3184741	110.6469187	115.2669743	104.6122975	112.9562672
pafah1b3	100.7524469	56.11256816	82.29835117	75.26473545	92.88723164	86.37906489
ENSDARG00000060357	100.7513015	98.91111211	102.7827026	109.129759	121.1250324	105.3196067
unc119b	100.6699779	100.6847523	108.176048	109.8856097	85.44431901	96.11952833
zgc:101663	100.5193575	139.6295954	105.5080933	117.2715582	27.5531332	148.9338241
C2H1orf21	100.4786957	106.8371521	105.6392949	100.0226099	106.2331278	92.09911754
ankha	100.4489153	113.2218207	88.98400472	123.7125719	87.89193177	88.93709806
znf574	100.3532742	112.9753758	111.7466476	115.3938406	133.0951401	115.9595091
crp2	100.2129624	87.5855496	93.26354376	74.24057003	76.79303203	80.98062706
sh3gl1a	100.1934905	91.42834589	89.66704168	70.20661236	80.99942805	91.39138451
pik3r4	100.1837546	129.2412869	106.7412762	105.0199733	120.3782159	130.3135439
gosr1	100.1299207	114.039669	96.61171996	100.0274707	105.5246576	100.8941326
cnn3a	100.1173213	64.02497733	73.88624148	66.60915234	55.60205528	57.56589535
spopla	100.1156032	112.4808502	134.6089587	125.0031078	118.0044898	151.6357494
luc7l	100.0709325	102.4485784	95.95514857	95.59395724	115.7055856	111.9111318
mtfr1	100.001063	97.56984099	99.40806086	103.9209519	99.64318532	96.35769471
GGT7	99.99991757	87.62916817	99.54939827	96.55104395	85.85864551	89.44049517
ugp2b	99.99991757	87.45087726	89.08648842	92.83595316	82.29338	71.25730439
NCOA5	99.96154659	99.86908503	100.6085842	87.95573446	128.2733336	107.9989784
ripk4	99.93863855	97.65326151	96.32172488	105.607155	113.1784745	94.12939567
fam113	99.93462964	89.88370317	89.09155629	96.49854758	95.31894474	66.04696387
MRS2	99.90141297	90.64484727	78.54136637	98.44042743	102.1642171	134.4052241
ELMSAN1 (1 of 2)	99.88537734	100.1346131	91.57481513	78.27938848	105.5541187	85.44399123
ntmt1	99.88136843	88.25782086	88.19397929	101.5012578	43.11614379	42.77107232
im:7148400	99.84528826	97.88934704	109.6462949	97.87706354	109.4312982	101.6244193
COG4	99.84471556	85.22687526	87.6404547	78.44611308	68.64024622	66.65140126
otud5b	99.82753453	80.78704975	87.94959509	77.56874308	79.49316884	73.87352593
ube2nb	99.77255522	105.2723358	89.23570919	83.35452428	57.8149142	85.20086305
gtf2b	99.76110119	102.1176225	104.7023011	98.57555699	111.2700474	102.6745165
paf1	99.64598827	83.51702719	91.91379967	86.65547699	105.7294826	88.69487203
hmha1	99.38197304	108.8883155	82.97744644	79.50819255	75.40835847	71.18829027
hmgcrb	99.34073856	98.95473069	129.4143867	107.2335705	99.55526954	88.50993223
trib3	99.28690466	96.09171659	95.81493736	103.4708441	107.9638529	117.1291405
si:dkey-90l23.1	99.24051586	96.39486568	99.37258573	98.462787	85.80065851	68.84090804
MAN2B1	99.22734374	99.85436376	93.9696677	102.8535256	78.69397698	68.96991483
cited2	99.19183627	73.3479021	95.39430372	88.28821151	141.0098986	78.46770117
DAPK1	99.19011816	114.07729	69.52111166	66.16293314	77.42153633	81.12767676
sod1	99.08015955	98.91547397	107.0357761	86.62777057	68.4574001	99.14442172
tmem135	98.99368168	48.73323249	65.35869685	66.25771827	70.56644358	42.72840085
zgc:162944	98.98738196	110.2612101	98.73234417	97.30446417	77.04649135	94.16999221
arpc4	98.92152133	112.8407034	105.228234	119.5940368	110.53726	102.6041492
cog2	98.92152133	97.48314908	102.9589521	97.36522387	90.77070597	84.44937597
znf687b	98.91006731	111.6580949	104.0344678	104.9426869	90.52940521	95.53674243
spint1b	98.83847967	104.5482675	97.32685345	88.21286949	102.6327895	71.29699878
C18H12orf23	98.81156272	117.325238	102.6312295	102.5963906	77.08249941	97.92336798
ints9	98.74112048	62.76058394	56.04259084	48.86051632	93.18090776	61.76989272
FRMD4B (2 of 2)	98.73367536	109.3975623	122.8058774	105.0136543	87.47012308	108.9313456
MGRN1 (2 of 3)	98.66666933	55.32089106	74.19312947	44.07940883	67.82796052	13.73868146
smg5	98.63631617	85.99129075	95.77045268	102.8267913	104.419631	112.2498873
dpf2l	98.56071962	113.0206301	95.47538972	111.9115809	104.694134	89.52484576
si:ch211-210c8.7	98.47252364	119.1234137	122.9196231	120.1087929	111.3827479	91.77840486
abcb7	98.46622393	103.1006761	87.61117365	96.23363531	90.24134074	92.3260071
BRPF1	98.46507853	108.5268266	84.01298227	71.33090976	81.0592856	79.63507726
rae1	98.44675209	88.27635875	88.28069627	94.90324102	82.54964515	78.38876345
zorba	98.43300727	195.2432761	156.7814757	196.8594674	86.63632607	130.7682251
ppp2r2a	98.42899836	105.4026463	78.75534333	72.70748141	59.37962805	78.67203709
oep	98.32648486	84.7410734	86.57789021	89.33813904	130.2168335	89.67640618
timm10	98.25661532	101.6143732	88.16751372	95.69311706	79.2345655	88.25462509
si:ch1073-263o8.2	98.23828888	94.25537466	106.0908989	53.88558613	45.32133346	69.78545423
sipa1l1	98.21709894	73.83370396	82.26400224	68.6244299	136.5154381	93.82221518
usp20	98.18674578	137.0942658	124.633128	137.5137721	122.0266368	88.24515257
rpl32	98.15467452	86.92472822	89.18503044	78.10634486	76.18837721	81.41320576
TMEM54 (1 of 2)	98.06418774	97.54639601	93.66109041	65.95051725	85.76839155	120.7309559
MKL1 (1 of 2)	98.06361504	104.8939446	101.261777	96.96858458	51.86376403	119.0024454
rab43	98.03383458	84.91609293	76.93259755	86.40223058	77.13674532	58.84378425
CR376785.2	97.93246648	151.744654	120.1536894	137.3509361	106.9799443	106.5063789
arih1l	97.91528544	116.4921232	120.8772694	134.6152916	125.8210445	98.04876618
wu:fd16d01	97.86889665	145.823978	126.0239782	125.4274536	93.58260806	88.99979716
arglu1a	97.83854349	83.33110303	87.28288795	87.25675493	89.26772022	86.56535791
pes	97.78012797	65.41750028	74.84406988	73.45798516	72.18774153	67.61714786
ZNF800 (1 of 2)	97.75149292	89.04568134	107.7739966	107.2277376	138.2036082	108.7829427
mybbp1a	97.6936501	58.3812792	61.79710679	68.05523308	53.80492577	63.78844296
fxn	97.67933257	103.5624877	101.11143	120.6604909	81.1083875	92.81722525
sh3bp5b	97.50809494	101.7523169	91.80230642	60.70476822	78.02946461	80.95897558
stk38a	97.50809494	85.18325669	94.72196561	102.799571	113.1588338	134.305086
BX005076.1	97.50408603	79.12354642	90.60966646	90.29522576	107.3924003	120.1580936
tmem144b	97.49835902	104.7663603	118.4452524	107.2564161	85.39708766	102.5662591
arhgef7b	97.48461419	128.4736	112.8801624	110.6531261	99.46174212	103.918575
tbcb	97.46743316	102.0216616	106.2147803	118.2714197	112.7070963	136.5879648
adipor1b	97.38210069	106.2908295	114.2101981	109.7354117	101.4524734	82.79303709
utp3	97.37465557	87.36636627	85.73493364	81.28237564	85.20442116	89.82526016
hps5	97.37408287	91.58809892	89.65127495	82.8971253	83.13933558	100.6717538
cpne1	97.34258431	111.2382661	116.7351261	130.619248	118.0231953	138.6105747
pcyt1aa	97.28359609	99.06595805	103.9066447	80.8716401	100.4578092	99.39882671
calm2a	97.28302339	141.6524067	160.7068266	123.073866	181.8729667	235.3539366
m6pr	97.27042397	115.0292653	113.1605848	124.7984692	78.66498347	100.2297026
stil	97.24980673	169.0421444	143.3251409	124.584109	102.5023188	91.32507682
zgc:109744	97.2394981	101.9556885	102.5940651	129.5357811	108.8780835	103.9217325
spoplb	97.20857224	67.98063668	89.1720792	88.76456752	99.61045072	89.31960769
LENG8	97.20513604	90.6028644	105.0497321	95.67804865	98.012067	118.7151121
ESCO1	97.05279754	118.4118857	105.7012356	100.8601215	107.3858534	108.5375592
trmt44	97.04248891	115.6595537	103.7523561	116.1083746	98.35484502	101.6632116
wdr67	96.95486564	124.7398502	110.8935553	102.8734548	111.7143027	104.3516047
zgc:92287	96.89072311	167.7128684	120.7117188	168.8584835	106.2448188	135.0913057
C3H16orf72	96.83574381	76.32541495	84.52314837	80.08176407	87.75771992	92.22135824
tln2	96.80882685	64.92133901	66.87737011	87.89546084	88.57795545	73.26773532
galcb	96.7819099	110.5082002	79.23622837	94.15370943	88.82720604	44.7464098
tpp1	96.76816507	122.7175841	99.04936792	118.5625802	84.12511466	69.04434182
emc7	96.72864869	93.18453869	96.68717499	87.48958608	86.15933619	89.19917128
TRIP10 (1 of 2)	96.65591565	93.74830875	107.6112615	97.27286913	85.27596964	101.1999599
mcrs1	96.60093634	104.1524289	103.6746487	90.31661317	76.88843	92.20060889
tsr1	96.50472255	66.09631432	76.81153165	53.67073985	40.8716726	76.2646622
tmem168a	96.50243175	101.6628988	99.57473764	101.1255199	107.3124343	108.2565409
tmem106a	96.4795237	91.6453483	94.68761668	96.31237987	87.99387667	78.22953479
aup1	96.4778056	92.5455266	84.38237406	106.115106	77.67031929	72.43550623
csrp2bp	96.47036048	90.62031183	86.2518569	77.65332058	56.42743482	89.31103731
trim33l	96.47036048	119.1108733	124.9957626	124.8402719	109.8970648	135.043492
timm23	96.36040187	70.87909086	73.01738243	86.03913064	72.70354529	94.20472481
PPP5C	96.26819698	67.82688121	76.50126507	89.91171056	90.82074315	84.98750568
tdrd5	96.21379038	53.86817448	40.38916324	51.64525466	31.0044823	42.32306694
HYPK	96.21035417	58.59282928	67.021523	72.22480639	91.46608239	79.18941745
bin2b	96.15251135	94.61849929	113.4792978	91.35293053	89.73348681	83.81381456
FP236835.1	96.13762112	111.3920216	109.5218504	96.81109545	90.97412813	76.74325031
tsc2	96.13189411	78.17920431	79.54593185	81.40049249	88.48957203	82.02486032
ddx20	96.12960331	82.90527671	78.10609221	99.00038878	83.65934807	99.44573827
ankle2	95.92686711	88.22728786	76.30080245	73.98975401	83.00185026	74.70034215
ciao1	95.83752573	82.99033292	97.55941262	73.78365712	81.85193055	97.17323411
cdc16	95.75276596	79.99755357	94.05751087	85.608952	84.40102057	84.44486524
faub	95.73386683	89.23869352	73.58948923	81.03010139	61.59061642	59.48069887
mll3a	95.7218401	91.99647781	91.9076056	79.60297767	86.37491691	75.06525995
ubfd1	95.68862344	94.52908121	102.083899	114.3541207	106.0975131	101.7922183
trit1	95.65655217	83.049218	92.69537864	79.70262357	90.20486504	91.2659863
arfgap3	95.63364413	121.4706381	111.6492318	111.6194483	83.96050638	78.40409992
btbd9	95.61589039	111.747513	107.1844338	104.5509084	92.1474297	117.6762917
lrrc40	95.60787258	116.3956172	98.52962916	119.0574071	81.65131421	94.09556522
cax1	95.60271827	98.23066237	92.12270875	76.66901352	120.1149362	74.82032748
rltpr	95.58782804	87.38599463	90.69976202	97.14940543	99.3733587	99.70961579
ef1	95.53399413	87.2109751	94.04174415	102.0155279	101.6876949	88.30694952
SNX2	95.53342143	105.0378859	88.00421552	93.56118088	89.25556166	57.24698696
cog3	95.46240649	110.5747186	116.1219132	96.96129341	95.92593774	109.9007008
nudcd1	95.44121655	79.24840458	88.8657543	75.49562229	84.53289424	78.17179749
MON2	95.41200879	96.01920072	93.71233226	108.3948098	99.00766646	85.53465684
parp1	95.39940936	90.07944152	97.84490292	103.9146329	95.01731879	101.9288934
RNF111 (2 of 2)	95.35588408	115.9523434	113.3272616	99.62840098	87.88865831	99.75833164
NDST1	95.34958437	97.93351084	97.73228347	101.5600732	110.3085854	109.9106244
CLSPN (2 of 2)	95.26940621	152.6584631	119.2031813	132.2033747	111.5473562	115.1624636
myo1bl2	95.25394328	101.3526617	104.0519238	104.4177232	97.95641818	84.57612739
wrap53	95.23618954	96.70346708	93.91786275	92.41938469	77.00019528	93.88085462
acss1	95.22817172	81.70576594	84.86889008	84.37285677	99.47904469	96.65179409
glud1a	95.14226655	92.01174431	94.56260909	94.58145768	101.775143	87.6501877
SMPD2 (1 of 2)	95.13424874	90.12360533	99.13158011	86.37889886	83.38063634	86.05654793
rgnef	95.13253064	102.0669159	102.3936024	92.68915774	78.74869052	88.02277374
pcnxl4	95.12565822	75.55064004	85.32499884	80.08613877	99.13346085	102.4580016
ctage5	95.03631685	106.0460202	96.96365573	93.26370141	98.55218789	91.89523269
vars	95.01054529	89.52439518	88.58758426	92.8675482	72.3196152	73.9614851
gmfb	94.98534644	96.59660158	96.67647614	101.5795163	93.17342557	95.11318518
park7	94.91948581	74.45908525	60.11063055	41.53202216	45.57198697	59.22900032
pcca	94.88340564	93.77720606	97.53632563	103.25697	83.9745355	81.445683
vps18	94.88054214	127.5608814	111.7804335	110.5952829	65.63661291	95.459609
kbtbd8	94.85477059	91.19934838	90.6828691	80.3670916	112.5312647	103.6844682
CEP135	94.7602749	91.29749017	95.20172446	88.68339257	107.1230413	102.8129958
GUCD1	94.74939358	92.86666834	108.5961186	107.3813381	113.4029404	95.12581522
ccdc130	94.74653007	61.66575775	89.76107891	64.58658361	71.12480232	74.8564133
tra2b	94.73335795	111.4454543	104.2467555	98.91872775	105.2436076	116.4971877
trmt13	94.71961312	85.08402443	87.18321974	94.11919792	83.49754562	112.3432594
pum2	94.61767232	84.02627403	96.6443796	87.39868958	111.6637979	132.8440616
ppa1	94.56269301	90.48509425	98.8286338	94.32480873	81.28608961	96.20387892
rsrc2	94.54379387	72.63310273	87.63088205	58.13293185	58.66788433	98.09026487
FCHSD2 (1 of 5)	94.46877002	87.78783073	93.71571084	72.84212489	103.1649606	95.41224637
CD68	94.46418841	100.6542193	97.82068974	85.99684189	81.40112835	83.21659434
kiaa0947l	94.43039905	98.00657195	107.6810855	109.8399184	78.33623457	140.1243746
dph1	94.38744646	65.30245629	83.09119209	78.21279585	79.25935027	81.28645434
dock4b	94.29524158	90.62140229	101.3698916	105.594517	104.2522169	138.2916663
rbm4.1	94.2568706	116.8465241	99.91766386	90.25196485	95.43819221	139.2921456
AIMP2	94.24770738	60.66852813	81.40021107	67.68581414	90.24554947	71.23159324
arhgef18b	94.18127405	88.4720971	94.87681736	80.43757284	108.8991271	123.8050162
nucb1	94.16466572	77.60234868	106.8950018	97.35064154	104.33078	70.08271113
vdac3	94.1555025	67.90430418	88.79367785	82.88254297	71.80474671	63.1488219
xrcc1	94.11713153	129.370507	100.7955325	78.24487697	86.97816881	81.1930823
arf6a	94.1033867	115.6889963	112.3485986	115.8614472	89.96169373	78.34952013
pde12	94.06387032	82.57323032	79.75821951	67.56186436	68.37182251	85.26897503
FAM210B	93.99629159	113.2250921	108.234047	93.6127051	96.11860424	97.06001487
porcnl	93.97681975	96.16314201	98.6033949	100.3711275	108.7013166	81.35276203
derl1	93.91382262	120.923225	109.0054902	116.7738148	115.7219529	102.5838509
osbpl2	93.91382262	126.4180748	120.5067514	114.7381219	97.22363079	112.6373588
tada2b	93.90580481	80.24290805	85.25348549	87.09391895	85.65709391	96.42355132
hm:zeh0351	93.9000778	140.763133	124.9315695	122.3010027	102.1567349	93.61517282
dnmt3b	93.86915194	140.6295511	149.3705529	161.9970127	73.52284554	84.52290082
syf2	93.8496801	80.77014755	85.45225882	82.68519548	73.7515201	81.63829103
shdb	93.84280768	123.5986793	120.9594816	133.0335952	99.68199921	117.5526978
ube2i2	93.83593527	81.95820844	79.04421221	78.0990537	89.19102773	117.237849
CU694221.1	93.80558211	87.55774276	95.7462395	91.63193905	82.2643865	83.62301082
btbd10a	93.72654935	53.79429553	80.2514927	79.5699244	84.67318538	86.01008744
stk17b	93.63090826	91.29421878	104.2495709	100.1232279	81.65505531	99.68841537
asz1	93.62861746	86.00110493	105.9743378	85.54770623	81.96603401	93.61607496
si:ch73-382f3.1	93.62002694	80.90536513	87.71872522	80.95767583	65.6024754	82.74702768
rpl24	93.5455758	79.19388136	75.97814773	83.95871869	64.69900046	84.63747328
chia.4	93.35944793	113.7839551	96.4591206	172.2104744	58.76795868	80.73253709
slc25a44b	93.31477724	58.68006642	80.33652038	61.87038221	82.00484789	66.30091779
gabpb2a	93.2958781	109.2503496	111.9234602	105.6722894	91.7167359	154.047635
sepw2a	93.26552494	192.7902766	94.32272967	130.7655573	113.8139934	143.5552334
plod3	93.2454804	71.38615678	77.41066711	60.59199823	63.01363622	54.73541428
mms22l	93.23001747	81.96257029	81.41090992	83.89261214	79.73867834	68.95502943
chp2	93.20138241	91.16336306	97.63937242	110.5607714	84.13306449	76.00484434
adam17a	93.19851891	106.7886264	99.61190206	108.2946778	105.1229573	117.0339642
spsb4a	93.08856029	71.91121535	113.1172263	104.0507346	89.51697082	67.11735934
HEATR6	93.07767897	101.7179673	65.0827792	70.17258693	79.64140981	76.38058788
sec11a	93.07252466	86.44437868	93.75963243	107.7590203	78.42134453	81.22149988
srsf9	93.06393414	103.6720794	109.3371545	113.3970339	116.9452917	92.37472295
si:ch211-140b10.6	93.05706173	80.43482977	100.4250145	107.6574301	68.78989011	65.17188287
pgap2	93.04732581	95.6239074	96.6849226	95.58763823	104.3251683	70.58385288
DHX30	93.03873529	79.6436979	78.65004414	52.37582923	81.3955167	62.73383504
AFAP1L1 (1 of 4)	93.03014478	140.7773091	155.8320938	147.2513638	131.8778806	147.7186343
cops2	93.02670857	99.7567672	71.60062977	92.4388278	82.33780553	77.02968147
REV1	93.00952753	70.54868017	57.83233911	51.05321219	97.80958012	50.23145358
ivd	92.98203788	103.0586932	99.11130861	115.9460247	96.03489719	83.9437235
mon1a	92.97573817	87.36800197	85.20674842	107.0877472	84.64372424	79.45013746
zfyve16	92.97573817	88.29162525	97.36570716	90.12947331	91.32064724	97.60716603
cbr1	92.96886575	67.20531654	80.24642482	81.57402218	81.72145978	63.47810496
insra	92.94595771	93.83609113	177.3367774	174.6787762	144.2253715	129.9175021
zgc:158403	92.91674995	99.55830269	91.03987275	100.5791687	86.78596995	91.41529136
phactr4a	92.91274104	111.0414373	110.9600008	107.3176619	81.50120269	105.4174895
LGALS3 (2 of 3)	92.86119794	93.11529421	88.07291338	82.90879116	77.51786958	79.68649955
TBC1D8B	92.81309105	101.0838623	78.0661123	75.98996317	70.97936717	66.54945883
plch2a	92.80736403	103.0243436	57.83684389	90.04684012	63.36904045	57.96283931
vbp1	92.71172295	78.59848784	90.9480879	78.73727354	70.2330183	92.23083076
ENSDARG00000089062	92.70198703	138.4208156	116.2317172	158.0952681	82.63802857	103.5166692
tln1	92.70084162	92.52208161	88.65402974	99.45389914	95.31567128	83.96763035
slc25a11	92.69396921	100.925745	91.4796517	98.0121931	90.56681618	91.28944208
hexim1	92.67163387	113.6918108	70.73458621	89.63853497	58.14880711	134.2825324
gng5	92.64758042	101.2414344	107.8736648	113.5472319	101.2911386	102.6113663
maf1	92.64471691	94.84204447	95.64882367	97.54361433	100.7411973	94.94854366
camsap1b	92.64299881	96.41940112	83.15988995	64.60019379	95.67247842	76.63769931
dsg2	92.6378445	70.88617888	111.4493323	85.86317057	46.93393336	83.83411283
LUZP1	92.62524507	108.3011004	113.4849288	136.5581436	92.81755371	138.618694
phc1	92.62524507	97.92696806	95.68711429	80.28931919	94.98411655	85.19860769
sars	92.62352697	66.72932886	79.91025577	65.53054624	61.38205026	68.27887148
si:dkey-192l18.10	92.61894536	84.62003186	53.55054769	30.33123974	72.34346469	46.82134412
klhl18	92.54735772	95.84418119	104.9140257	101.8954667	99.65861735	100.0614525
dus1l	92.54277611	76.50479633	92.04725372	88.02232709	90.00611926	80.37979826
FAM168B	92.51242295	92.0455487	85.66848816	81.90844354	106.0259646	80.41588407
PLXNA1 (2 of 2)	92.4889422	50.72392964	71.37313849	48.96988377	66.64343566	101.1760531
psmb4	92.47634278	83.55355775	86.97881544	84.09968118	80.0127137	75.95342205
pxk	92.47118847	82.80277306	100.0364774	109.9419946	81.65318476	83.85801969
plxna1	92.41506376	73.89422473	75.08901718	66.05842647	73.83756534	72.06472448
rnf26	92.38127439	92.05154626	104.638108	80.11530342	103.9791168	102.3411738
ANAPC4	92.31369566	83.01050651	85.22026276	75.93698072	76.57183966	77.54029574
NOP14	92.27818819	80.85247761	93.34800834	48.01692871	61.12999385	70.69932748
eaf2	92.21232756	85.71431281	115.8837231	121.6958361	100.6355113	115.5603097
CR925880.1	92.18770141	67.9691868	73.22291293	98.35925248	92.36113987	102.9550837
asap2a	92.16479336	97.09821517	84.82215301	84.96635747	87.67681869	123.0661591
zgc:66483	92.12985859	81.20197142	73.97521084	111.9242189	148.0328731	110.8443449
si:ch211-12e13.2	92.06399796	98.24374794	104.1645433	91.85407649	67.3542441	95.28053315
mettl2a	92.04223532	99.50432471	88.66585478	98.55465565	91.53576032	93.26423827
SPATS2 (1 of 2)	92.04166262	61.75190444	74.72694566	47.13635061	68.94140454	78.23584981
uhrf1bp1l	92.03479021	64.46443445	72.79045424	68.42708242	71.83654604	68.67040257
pnpla6	92.01016406	66.60338023	73.88849386	64.27986867	93.821103	64.37077779
xpo1b	92.00901866	100.6029675	98.99699987	97.68992368	100.8871001	97.71407025
eno3	91.95690285	59.92265053	72.03477775	36.90748026	64.11351876	53.24687444
gpr63	91.95289394	126.4475173	124.250785	131.5875145	117.9006743	120.1756854
tbc1d25	91.94659423	95.96958459	91.64914397	87.18141291	91.20747906	94.99996594
UTP20	91.79540113	81.91786126	76.58967133	79.18495097	90.45692146	78.65895598
ERAP1 (1 of 2)	91.77077498	75.01903868	75.11773514	108.6728461	52.62507728	53.48684511
gripap1	91.73584021	71.63151125	93.25171872	90.86102004	83.73557292	88.54917555
btbd7	91.72209539	82.4407389	85.61330463	86.47076752	103.543279	109.4004612
cica	91.68716062	83.95921048	80.739698	90.69089289	80.02066353	83.87651367
kif13bb	91.66826148	74.27261585	74.44821252	79.23453088	98.7336311	103.5942537
ppp2r5eb	91.66597068	89.72176922	99.04204765	82.82664405	94.06708013	84.25812115
adka	91.64248993	82.09179032	92.71114536	96.03482958	107.65568	93.4717317
pgam1a	91.6293178	73.8904081	91.54666027	81.94587151	86.95759278	85.04253654
CR749182.1	91.6253089	85.50766982	91.04156204	90.91983542	90.51444082	73.7287316
MAP1S (1 of 2)	91.60297355	117.0460791	109.7662346	119.156567	81.8135843	113.6847495
igf1rb	91.58636522	65.72119459	71.26220833	79.82657335	93.2594708	90.40939928
per2	91.56861148	95.77711763	94.13915997	100.4600797	90.10712888	102.8459241
srpk1b	91.56460258	81.9745654	86.40614555	100.6345815	96.35195517	73.59927374
dlg3	91.55830286	44.69895066	50.99892885	57.15737419	64.55917695	101.0772682
si:ch211-89o9.6	91.55200315	121.6701931	117.6124316	128.9116575	95.38488158	124.2484206
C20H1orf198	91.54112183	76.19455923	81.11303148	68.91461821	68.42700369	98.3374527
rbb4	91.53482212	231.5742761	127.2864422	156.082907	95.53966947	115.2423035
sh3gl3	91.51935919	87.31893107	98.27229372	104.3686293	70.33683375	85.94197547
ndrg3b	91.4746885	85.58509279	87.58583427	102.3227289	88.0546695	86.45394296
DDHD1 (1 of 2)	91.43517212	45.05689557	37.92054493	52.17896782	40.05078238	44.16754823
pdlim2	91.38763793	83.56718855	84.68532038	95.38348565	74.47168129	79.24444832
usp39	91.36759339	85.09111245	89.36747394	88.03350687	65.40747071	75.07157496
si:dkey-265o13.4	91.33609482	82.21991988	91.97799276	78.41694843	79.9851231	91.67916888
rps8a	91.31719569	53.79669455	64.24038573	57.61282886	64.25568045	78.714889
reep3	91.31547758	120.0830223	112.7951347	114.2316291	114.8745944	113.4989076
CS (1 of 2)	91.31032327	59.95154783	79.85225675	57.73677864	101.5782678	68.25586678
slc9a7	91.2730977	87.51248849	97.86348513	91.13370955	95.83241032	110.0247458
marveld2a	91.26164368	91.62517471	98.99925226	88.08843363	90.26051386	78.74962159
ENSDARG00000061174	91.24217184	81.8524334	91.37491561	79.94517627	88.18981663	91.97777899
bard1	91.2244181	73.96783107	68.04748618	75.43583475	73.4971255	64.44971551
ADK (2 of 2)	91.21640029	84.45755268	89.09662417	91.40105221	86.28700113	82.70688221
fkbp8	91.18432902	88.98843196	100.5376339	109.6420848	88.21927777	87.11882409
zfx	91.16714799	69.87913507	86.12234454	53.26486509	115.7986454	76.33006774
hsf2	91.15855747	54.02400184	82.07874325	80.28105587	93.78743313	121.1423341
FAM84B (2 of 2)	91.14882155	78.98451221	76.08401001	69.23299901	50.05774941	83.88824156
nxf1	91.14423994	89.68305774	87.87188767	65.99815285	96.81725412	109.188006
zfand2a	91.14194914	102.7615417	93.7855349	87.53236091	84.60070162	88.35295894
arhgap28	91.13278592	88.45246874	92.26404615	93.81442729	73.66266905	96.71178676
prkrirb	91.10930518	82.22755313	92.26517235	110.6681945	90.12302854	78.70947612
gbp	90.95410317	81.50566574	102.2066542	112.9590781	82.95929528	84.78858262
CCDC86	90.95066696	66.27406001	77.03902293	61.09119988	77.82557482	77.39595248
PATZ1	90.94379455	93.58692003	78.30092385	72.13974282	86.57179214	106.2790383
PTGFRN (1 of 2)	90.918023	102.407686	99.91822696	96.1427388	85.05337437	91.77660057
BX000999.5	90.90828708	75.09646165	75.921838	74.42625166	64.07189906	71.41472875
tmem168b	90.868198	99.7873002	104.8481433	102.3348808	112.2651792	119.5495965
nr4a1	90.8670526	93.73249702	96.83301717	102.3927241	88.0598135	74.48698477
fbxl2	90.81150059	90.0908914	81.50776264	90.35112468	77.96118959	82.00546419
ctsz	90.67405231	118.5705483	104.5502649	95.98962437	66.9235503	85.04208547
erp44	90.6660345	96.13042808	95.01252379	86.35216459	88.34366925	77.87408952
qtrt1	90.66088019	103.2309865	98.603958	108.1498267	89.64603866	90.72695445
grip2a	90.65916208	118.9712939	100.1896398	117.8747804	86.38754311	127.025224
cog1	90.64369915	94.66375356	92.95271408	70.64311001	63.10014909	94.81547722
mdm2	90.54004025	107.0923207	99.53532084	105.5609776	123.901394	97.79977406
zgc:112962	90.50682358	48.26073429	54.84752956	45.74150244	127.7346156	79.1506252
fam110a	90.48906985	85.05730806	66.97703832	83.51347164	76.42219578	92.5339516
f2rl1.1	90.48047933	104.6076978	95.80536471	86.07850292	86.24491379	93.70989808
