ID	3.3_con_rep1	3.3_con_rep2	3.3_con_rep3	3.3_bap_rep1	3.3_bap_rep2	3.3_bap_rep3
si:ch73-138e16.6	31.56969181	25.18972598	30.66757091	30.7170881	46.20067833	54.53784445
AL929007.1	31.56402206	33.04897501	33.50428588	21.04409605	37.87973022	33.82413594
tpd52l2a	31.55583244	25.95555908	32.39459015	35.57178773	33.03472892	40.46559475
arl5c	31.5557179	29.41974615	33.09001524	26.59364356	32.90893453	31.94555355
pcbd1	31.5446075	17.36482658	30.77275747	28.28694334	26.20563679	33.3459989
METTL22	31.51872141	27.06685127	34.59956633	29.85916121	26.69796517	21.50822793
limch1a	31.51064632	13.79470089	22.29865077	18.29600796	22.02575579	21.84075871
TTC7A	31.49873414	28.67904826	27.21865661	36.36550378	25.86024	11.81814931
hmbsb	31.49850506	35.34582002	38.96627282	34.293744	41.76930208	41.03390122
sez6l	31.49850506	34.24494176	30.85772885	22.46441468	16.69469246	10.89597632
rwdd	31.4715881	24.99824044	30.78689121	25.18397002	26.14091581	24.70795709
fam160b2	31.45297531	27.98589461	26.86925477	26.45306993	26.26395114	24.53835376
banp	31.44656106	29.98776902	30.25943803	28.51559423	31.58977694	35.01379502
polr1e	31.44650379	21.42756952	23.00618246	12.35730677	30.85170525	16.82501094
plk4	31.44421299	42.74472954	39.89679101	27.16167379	36.44197985	36.11585579
zgc:162946	31.43413345	46.44113099	40.59204717	41.22336291	35.46906079	37.68825005
cxcr4b	31.40670106	0.872371462	8.052290557	1.70127146	75.33493944	11.27681699
wbscr22	31.39404437	23.64148473	26.37367289	21.37987843	25.12460003	22.82423247
eif3s6ip	31.3939871	24.21534158	30.52842958	26.35940278	29.61485179	22.73406304
cks1b	31.3840221	27.17169942	25.90247312	25.83978587	21.80255259	23.87365306
polr1b	31.3840221	34.63680012	29.01865326	33.10188183	27.1229538	26.25242994
gas8	31.37674879	27.16008597	31.11033427	25.89869847	26.14199138	23.14002845
si:ch211-226h8.14	31.35653244	22.80182719	26.56692786	29.04959903	16.53915635	30.04040298
ufsp2	31.35137813	24.20023865	26.91610446	23.47749753	23.58209894	24.93669604
brat1	31.34828555	33.16739943	29.58771933	25.03299433	26.37473438	27.20816274
ENSDARG00000086520	31.33969503	28.13397967	35.90961206	37.96265743	36.99664425	31.76061375
TMEM150A (2 of 2)	31.33505615	42.45150368	37.7304433	28.94796022	31.05110572	39.29095638
tbrg4	31.33310897	29.66062972	25.96289345	27.53328009	27.96456035	25.53066855
leng1	31.32675199	23.15939045	28.23735583	26.87911691	25.46719099	27.60321219
CABZ01059627.1	31.32543477	34.68603458	26.33701526	18.18226581	24.7676526	60.45230942
nudt22	31.3154125	33.85291983	33.2791033	32.46784226	34.05712399	29.60841068
EML4 (2 of 2)	31.30126678	35.56560311	30.80141912	35.04619207	39.29110585	31.90888134
cep78	31.30052227	31.29627169	30.18184323	31.64355193	30.96136616	30.40820765
CENPA	31.30023592	7.86655514	13.89211574	28.09226928	6.97078618	7.513923587
mrps27	31.26948187	36.69156205	34.48328675	33.68775111	27.35677236	33.46959281
usp22	31.26948187	50.04506107	42.47740936	34.99758431	34.42370474	41.03557019
dohh	31.26226584	27.23581872	31.82698813	22.20436319	26.79874097	27.6939229
fam49bb	31.25401894	28.53178105	30.03217198	27.47436749	23.43109891	19.53401813
glcci1	31.23580705	21.54735703	26.14229623	19.93627669	29.32412179	29.20005458
prkca	31.2255557	24.21932177	30.765944	27.33753665	21.79189046	32.56744745
CWF19L2 (1 of 2)	31.2012159	25.51910073	42.15374106	41.76509635	28.25926527	23.70256119
si:dkeyp-55f12.3	31.19978414	27.33423313	28.09697569	31.58702111	27.21115016	25.78313393
si:dkey-12j5.1	31.17836512	25.53578483	30.93290233	26.6246067	26.60869324	26.25242994
rbbp9	31.16817104	27.99914375	33.96371692	28.93114193	31.39140527	26.63651833
dnajc24	31.1647921	20.23569201	23.31222581	24.62906388	20.67096425	21.33573774
il6st	31.13982234	41.25820856	35.55480449	28.48404779	52.82569361	47.24219493
ostc	31.12991461	26.79657969	28.44986873	29.02898935	24.17959891	23.86174474
PACS1 (1 of 3)	31.1243594	28.67921183	31.93696102	32.65264895	33.81395268	41.62016038
far1	31.11216087	24.32504229	28.1786811	25.91527371	23.4428366	30.06133275
TBCC	31.09749972	28.31101655	26.60397966	14.64896803	21.66703135	23.45577933
zgc:153681	31.08570208	37.77270291	30.28781813	32.58707708	21.42605793	26.25166312
ssh1b	31.08238041	27.37179962	21.36182589	16.86693994	39.3790684	31.18400755
fam222ba	31.07745518	29.33299972	28.34907432	25.2972261	37.56566512	29.09418782
TMSB15A	31.06766199	41.23792593	42.00125433	53.92447234	44.90335939	68.1151321
SGTA (2 of 2)	31.06754745	35.84099987	36.63735894	38.30830718	30.04788378	32.82347631
RBMS2 (2 of 2)	31.05391717	25.46675844	33.17183327	26.86137508	39.8070499	42.80594024
wdr91	31.04372309	27.55456144	15.93565194	12.55898035	16.60509319	15.65542459
txndc9	31.04166136	23.79349545	25.75054948	23.21336299	29.55784683	20.38316245
CSDE1 (2 of 2)	31.03725156	35.12211127	25.2318243	34.43334548	36.12973853	32.5726799
ENSDARG00000087363	30.99968237	31.83278014	34.06873456	27.70530293	15.41163646	28.25970337
MB21D2 (1 of 2)	30.99573073	42.47478509	41.40178101	37.75967144	37.47017361	50.01087904
ikbke	30.99000372	46.94797881	49.31667584	45.47736789	35.63385611	49.10873368
FRRS1 (3 of 3)	30.98313131	32.92482564	29.420761	34.73398445	38.11425024	27.72540778
tbc1d2b	30.96497668	36.98778668	36.11508624	38.98064966	29.32529088	34.86787301
si:ch211-199c19.4	30.96451852	28.15551634	34.28254258	31.5292751	35.42795548	33.20152032
gtf2h2	30.94693659	34.77289006	35.02447951	30.96406411	26.28120695	30.17658182
rpl27	30.94264134	31.05495194	24.21318139	29.76184848	19.96810564	25.50576934
ZBTB24 (2 of 2)	30.93634162	19.48408948	39.2493418	27.94605715	26.46049903	28.71709106
klf2a	30.93588346	2.562591171	8.971997282	3.062288627	50.23919262	12.72024956
epb41l3b	30.92694932	34.01779804	30.06939271	30.34907878	30.30531802	28.29633047
CT573256.1	30.92551757	28.81808246	35.07048455	25.96602021	31.29783108	29.10781022
TAOK1 (2 of 3)	30.91538076	26.05359182	26.6319656	34.30774304	30.16675714	35.10455085
cyp26a1	30.91486533	77.69612861	102.5585899	68.81643054	120.0620932	219.4572332
rbmx2	30.89396174	52.65530553	35.62581105	28.83674567	33.3934066	48.80155319
SLC41A2 (1 of 2)	30.88565757	46.86793873	29.71751324	31.42185196	17.30509921	28.10322625
twsg1a	30.87729614	24.1221614	28.32384757	25.47430415	26.09433915	27.85824868
myo5aa	30.86887743	31.29638074	16.56192869	9.235473638	22.39981874	46.65399616
ZNF507	30.86859108	33.53259594	31.90137327	21.97867738	33.16225357	35.04834719
si:ch211-191a6.3	30.8677893	32.80160318	29.41676301	29.82737174	29.27024999	35.25787045
mxtx2	30.84797384	0.272616082	9.377708844	0.97215512	50.09936912	7.532913746
xpr1	30.82214502	15.66506531	22.63346839	25.8311823	26.89460658	10.28445709
lars2	30.80765568	22.76093478	27.31015991	28.53916899	28.69987298	27.21303432
wdr55	30.77873427	26.38449322	24.33509195	23.53154936	25.91588882	25.41266794
ctps1b	30.77392358	49.16587421	31.43693067	25.57375562	41.30891332	41.55619827
krr1	30.75399358	22.08446524	23.1454364	16.61330466	22.62208667	23.41482193
ssr1	30.74643393	45.45300674	30.7451094	30.7997699	25.72004239	20.1178415
CU928117.1	30.73893154	31.57788411	29.76852985	29.43345448	32.85669946	30.74159546
C12H17orf70	30.7144772	26.92650851	27.17450979	23.83247998	20.16783346	26.661192
timm9	30.70668847	28.89725017	28.5962177	32.39254884	24.55090279	22.57411267
zgc:193690	30.70668847	37.52238682	39.60966773	44.15149413	24.74165198	48.09336908
mex3b	30.69763979	3.053698138	14.87849318	13.3358295	155.4510009	6.089616494
lsm8	30.69678074	34.24843125	28.36698082	29.16990323	23.56891157	30.28037365
cux1b	30.69145462	36.39746382	35.06271381	35.93454742	42.48703155	39.31387088
irf5	30.67644985	29.78957713	31.37071043	33.00466632	37.2365421	24.13491436
CABZ01079490.1	30.65062103	28.31761386	26.74711898	19.15408068	25.81356982	30.33373555
usp47	30.64661212	29.67038938	27.38223636	26.76673577	27.73088207	27.65670941
CDC42EP4 (1 of 2)	30.61539991	32.82412126	33.76443681	33.48048764	36.14030713	35.61954053
mogat3a	30.59924974	33.35910306	30.6941491	27.9889778	24.1723973	32.65233933
ndor1	30.58544764	25.57994864	30.8111607	25.46540893	48.7390127	52.59913408
ldlrap1a	30.57891885	23.45381582	20.93837677	10.79228285	35.63418346	17.77519554
arpp19a	30.54329684	27.86528925	31.70468341	15.26283538	38.30275477	20.65912872
8-Mar	30.5249704	32.57102449	28.11781029	26.39780291	29.55770654	23.92530088
tceb1b	30.52491313	29.47181583	32.04023305	34.16191977	28.12341668	25.45795563
tyk2	30.48018517	31.74946867	21.17583487	27.27245087	26.06015488	29.95127102
HDX	30.47617626	17.02198459	26.25581664	16.93678928	26.88913523	31.30444395
obfc1	30.46930385	23.95079493	25.57525731	21.87567754	24.66332276	20.99386975
sh3glb1	30.46775756	32.68285161	35.28204018	43.34616083	32.79899304	39.12239052
impad1	30.46770029	20.5066724	28.26748153	22.9953572	27.54144227	30.77524548
vash2	30.45160738	21.20953118	31.21400047	23.2723242	30.30690799	33.82336912
ttyh2	30.4423869	26.29109495	35.27049669	23.87612974	35.56721782	49.94998423
ZNF462	30.42142603	24.00171962	24.16436086	17.27330078	21.56999664	28.19204246
hook1	30.42085333	31.91614614	31.444082	28.38765861	31.75256143	28.60842765
ABI2 (1 of 2)	30.41856253	28.76917514	32.60293613	20.17868357	31.14458639	36.32835613
mpp6b	30.41054471	38.29934266	36.45041065	37.00318893	38.34619826	48.67525284
DNAJA3 (2 of 2)	30.41043017	28.52676492	25.00714851	30.29206189	22.11928322	26.35365065
si:dkey-153m14.1	30.39181739	28.01997162	68.97434424	33.93370636	27.5910118	52.52019636
map2k4a	30.36524405	27.75466165	32.47500043	25.40727406	27.49711027	22.62657242
phf10	30.3649577	39.23757816	33.88037853	32.91036727	29.41442252	23.66403959
arl9	30.35585175	26.78022273	27.60122488	30.78309744	26.22532432	20.29827057
ENSDARG00000092000	30.35482089	0.240851947	2.689211652	0.270257665	81.62606181	11.67754995
dpagt1	30.34663127	26.11662066	29.69724174	30.03176735	22.92661197	20.75656042
ttc21b	30.33998793	25.13520276	32.49459622	29.45630013	27.27839638	15.4717929
si:ch211-250e5.16	30.3388998	38.13179281	32.58790143	19.10416051	21.47950886	26.34499006
ssbp1	30.31622084	32.82848312	31.12334182	29.14759227	28.24528292	26.79579209
TANC1 (1 of 2)	30.3122692	23.66422091	33.40551863	28.82935729	33.43605511	64.96574265
pot1	30.29588995	33.29329354	31.8754708	36.78406517	25.34593268	24.17289468
ENSDARG00000086529	30.28901753	57.84477075	38.05962995	32.75462802	23.08383157	45.0318937
eefsec	30.24732489	21.44943333	26.12771202	21.01775065	22.35305502	28.2108973
PDE4DIP	30.24554952	26.66327043	40.6037596	40.03218125	6.406722269	8.21110152
AP5Z1	30.24509135	37.36759541	37.05776734	36.81677819	23.80436687	34.28905655
traip	30.19744262	56.7319519	40.91430773	40.91353708	28.5828234	33.60491462
hmox2b	30.18988297	24.43763273	36.77126346	31.06648065	50.32944659	58.45901925
dhcr7	30.16176334	15.54511423	18.75113815	16.33225462	30.16278222	26.75600748
si:dkey-241l7.5	30.16033159	20.64314401	14.66586766	10.47851978	12.28997153	9.864553534
si:dkey-77f17.1	30.15214196	41.92295562	54.70241941	39.21790412	34.5625462	40.37398189
MAPKAP1	30.147274	29.00809587	26.03756015	26.59670584	29.08702976	31.12401488
hbxip	30.10392053	31.09655315	24.18260521	20.55111619	21.72787094	26.07560945
pdcd10b	30.08714038	30.82360993	39.94504844	31.70591568	36.43028892	25.17143427
arl6ip1	30.03909076	97.13201956	39.24725834	39.81043266	30.79189446	39.92778079
FAM59A	30.02895395	36.79870017	39.81097499	40.97142891	32.08481761	24.40736225
klhl11	30.02116521	49.93437894	41.81779725	41.9145652	24.83153184	36.41884131
kif3a	30.01188745	21.83758411	26.2550283	24.79880217	21.11213312	40.33920418
dynlt3	30.01154383	33.72702573	27.02754141	24.521981	24.64447698	30.49251313
CU638692.2	29.97088205	22.80449883	17.09985549	15.69437504	18.43696813	33.7369887
arnt	29.96710222	19.19811521	26.1970856	15.26283538	22.44658245	28.35988661
ccdc101	29.96567047	34.02117848	40.00997356	31.92124804	26.60859971	36.53923261
RNF4	29.95226927	40.13819265	30.4162043	34.89370954	19.1263588	15.51690017
prkacbb	29.93944076	23.31118308	29.72162385	26.72736349	34.8534165	42.31630085
camlg	29.93863898	29.33152759	32.36829351	27.79692855	34.28505033	26.9305275
cdc42ep1	29.92563866	24.70267009	39.36821163	30.41042177	36.5867603	28.30927625
ccni2	29.92386329	37.24317343	47.27736287	43.03920285	31.43873014	49.51109051
TNRC6C (3 of 3)	29.91985438	22.58586073	25.92195628	30.36244592	34.81315294	30.87533851
si:dkey-100n23.5	29.91011846	29.76967616	30.22818613	29.88808283	25.76675934	29.50006302
dscr3	29.90273062	10.9591665	19.76921796	10.80341402	12.90678491	16.01308012
gramd1a	29.90244427	27.43035756	39.2076163	39.27181012	24.31713099	39.02473329
AZI1 (2 of 2)	29.90198611	25.75802146	32.88358379	25.73639717	38.6263129	23.02044909
mri1	29.86126706	23.88618492	27.33623132	18.25473998	40.88911547	22.68900088
lias	29.84448691	21.81751957	25.66484608	23.28530247	23.73347308	16.91522548
MCOLN2	29.83772904	41.41654398	31.0861774	21.38741263	27.43627068	30.59946246
tceanc2	29.8370418	25.21895042	30.34992775	28.01182344	36.76450918	43.87800468
TBC1D4	29.81390467	21.42865999	21.34138546	26.78365127	20.76505284	11.59256786
mmd	29.78469691	64.0871338	40.27046234	34.13902552	35.18366184	50.93061623
nudcd3	29.78045893	21.64953354	20.38569682	15.94183712	23.99450813	22.82932959
SIPA1L2 (1 of 2)	29.77937079	35.54733783	24.67638519	33.04768418	37.08329741	28.15681369
mapk8b	29.75050666	27.22289672	40.05057287	30.28642339	45.58241527	53.91716844
tspan15	29.73773542	28.51575123	30.95221656	27.82298231	33.01836162	29.41002891
zgc:66014	29.73080574	79.81053894	45.50011535	33.00792304	32.15842369	34.28774844
st6gal2l	29.72610959	30.14893965	36.3209546	38.30310615	25.36403024	42.03997372
dclre1a	29.72576597	17.99331569	12.82622897	14.29612433	26.13394802	11.89424527
C2H7orf25	29.723017	25.51686528	24.05191034	14.00554716	28.26801008	14.61836339
RAPGEF5 (2 of 2)	29.71900809	24.64171313	36.84367777	30.96260588	33.18816066	35.21555983
marcksa	29.70188433	28.77669934	33.53593195	25.78636594	38.81865205	49.67167239
psmd3	29.68498965	21.72946457	20.95115907	17.35296889	18.56519424	20.81483901
cyp2v1	29.67387924	29.80375317	27.87342608	27.10839969	25.57970449	34.73318271
KLHL29 (1 of 2)	29.66935491	24.42640095	30.80958403	28.29719958	34.94137905	28.4175788
mbd3b	29.6659187	21.2640544	26.3146603	21.2712401	27.73088207	22.21505882
cox11	29.66288338	28.37257326	26.29816155	29.9362045	20.22689603	41.88615794
fam8a1	29.65068485	31.75830143	33.81308841	29.52872569	29.36756528	32.63325896
mak16	29.6459887	23.79376807	26.49017771	22.34051351	29.92882337	30.7908526
si:dkey-154p10.3	29.63207206	22.58193506	26.62436378	21.15482452	22.13920456	31.78091202
dhdds	29.6310412	29.80789693	26.2712455	21.87105981	21.91469197	27.4816481
fbxo44	29.62285157	28.30212926	27.93339594	17.47434245	0.233818567	20.80270515
rundc3b	29.61678094	25.96951702	24.51460735	23.49125353	28.86359274	33.03859287
vwa8	29.60859132	23.00994231	16.38607342	18.32512401	34.00680623	18.58690083
galk2	29.58837497	22.68165802	25.92336403	18.32512401	25.78139638	32.44326715
C12H17orf62 (2 of 2)	29.58190344	24.50104323	18.28883531	23.61491166	27.27984605	15.74518806
ENSDARG00000013784	29.55137847	37.05125171	37.38886851	35.85113651	40.30138912	34.35004158
trappc4	29.54330339	37.19164899	29.75653588	30.00522752	21.55423727	23.60846743
mul1b	29.52749684	40.70027249	44.32357998	41.37351227	34.24095215	33.48177178
prdm2a	29.51197663	26.55275187	29.57628845	29.35903601	11.27005494	16.51219204
stra6	29.50888405	28.40654122	24.80555969	25.56772826	19.1263588	20.93311026
ENSDARG00000087822	29.49387928	7.852924336	22.4540093	21.79654412	29.84408752	47.45555231
pja2	29.48769411	21.46780766	25.24241053	15.51972737	17.38104348	18.5420191
AIFM2	29.47956175	28.79883577	31.96894494	22.96857433	30.29661997	18.04809451
BABAM1	29.46753503	30.50644838	27.96357795	23.64359024	26.14082229	28.46115242
zgc:110540	29.46346885	30.42395475	32.63137254	27.80363643	31.14093882	44.09199356
CABZ01079241.1	29.456081	24.21037997	28.01543921	20.0598376	32.94148208	41.29060668
tmem59	29.45058307	29.03535748	31.1168662	32.2324835	25.58092034	26.94225539
ABCF3	29.43683825	21.59991741	23.77390924	18.56816279	24.66842	25.07964098
ERICH1	29.43260026	26.71637604	28.09855236	25.77713047	21.90417014	29.41693033
npm2a	29.4022471	26.45428294	27.47897647	20.27920441	21.46459123	20.3883949
appb	29.39818092	31.14524238	27.76700071	15.95291969	19.59399593	33.05090715
atp6v1e1b	29.39365658	23.19537577	22.97436746	17.47983513	20.18555691	18.2770139
arhgef16	29.38592511	32.86441392	37.09059591	36.08406487	27.69884893	29.11380948
psmb1	29.37956813	21.5911937	19.87862776	15.70030518	18.62636117	23.73684272
ulk1a	29.37951086	44.69229883	39.92348182	37.57005258	32.31377275	32.43208054
hey2	29.35792003	24.33829143	28.68755208	24.10930115	21.86563684	29.03451091
chmp6b	29.34869954	26.42505849	26.75246841	27.73373847	30.23849268	32.47727803
rnf113a	29.34406066	32.01188891	25.40497671	25.7152528	19.38781472	26.52307355
fancf	29.33466836	31.03919473	33.00994281	31.56101596	22.54773236	21.60638134
fmnl2a	29.32430247	17.50195247	25.56461477	8.265311436	16.50759084	12.72038488
URB1 (2 of 2)	29.3125621	27.80438682	29.1161817	35.60970178	20.93003522	30.95481752
INO80E	29.29881727	28.61029448	25.00906304	23.48498313	21.66095207	31.15243246
TSHZ3 (1 of 2)	29.29372023	17.82909176	32.90554459	22.67712222	31.20173165	39.07394532
PICK1	29.29280391	22.46356516	21.96220017	20.91329258	22.2220231	22.35015509
pargl	29.28587423	22.9927675	29.25932102	25.01199578	32.90262143	16.40199498
TMEM138	29.27968905	70.0083551	71.36638132	67.15744783	64.31460273	60.67513933
fam173b	29.26519972	20.17364459	39.63979343	41.86294377	35.72761736	37.40096186
MEX3C	29.26502791	29.98776902	28.04224264	29.68004163	37.37248422	40.28079027
cdk7	29.26313799	23.63559622	24.50942685	18.61492345	24.24586309	16.8551877
ssh2b	29.22934863	13.68767182	25.74829709	16.43326154	22.92633139	34.10109456
mlh3	29.2284323	23.5131916	31.65558133	32.15928022	22.91997152	34.68509836
med31	29.21554653	35.39679923	43.21039304	37.7124247	29.82547556	44.50255991
gna13a	29.2144584	34.7290534	37.68246742	35.18448113	39.60680768	51.51791286
tmem198a	29.20775779	29.89180816	35.98191375	29.95205063	44.23847291	61.71170434
hccsa	29.20283256	46.19741221	24.24195566	19.26884359	26.74879732	23.38054041
INO80B	29.19979725	25.91559356	25.68021864	34.35955891	31.21842629	30.50618063
urm1	29.18708328	31.42489196	32.65958371	27.55097331	27.8454064	25.46318808
ppapdc2	29.1807263	41.18378437	43.84843852	37.13992255	30.9575783	51.62481709
rnf217	29.17906547	28.89714113	30.10959785	29.66886185	32.04081296	38.06611363
DUSP8 (1 of 2)	29.15060222	30.86014049	31.6658297	30.24846073	34.93272776	48.16869822
igf2bp1	29.15048768	48.28456094	42.65517916	45.39925523	56.52750917	66.32978644
efcab7	29.11549564	30.43175157	31.77095995	34.79561909	37.41101752	27.330223
sptssa	29.11492294	27.10310921	26.21369696	27.78035331	21.69420107	26.61328809
AMOTL1	29.11463659	24.71226617	27.3917527	28.55890374	22.22712034	48.40866888
fam63b	29.11343392	25.08067955	25.69553488	25.45126407	28.80644748	28.11125535
TWF1 (3 of 3)	29.10776417	31.24796412	27.82984236	28.78794348	30.27847565	30.13842108
DENND4B	29.10701966	46.37466719	31.71059593	36.12941591	23.52635659	32.47732313
trim13	29.09968909	36.20914063	34.21823688	35.60770886	32.4513516	31.9359457
HIST2H2AB (28 of 30)	29.07105403	17.77456855	43.13324872	43.80487223	63.46210024	87.42284707
qki2	29.06658696	20.12724534	23.17105733	21.69262073	30.09357193	35.0502868
ppap2b	29.04373619	23.50490407	18.30066036	14.82959445	17.67733837	14.25628736
il12rb2l	29.03846734	15.97726524	36.66382451	28.74618942	22.35305502	42.26767521
TST	29.03600472	28.24520703	33.14790164	39.37830971	33.26850072	27.78648302
C8H5orf43	29.02426435	29.52933782	29.31011239	33.51548522	28.90418364	27.75382536
mnat1	28.9929376	36.47941221	31.64341843	34.3225198	23.70920271	31.23736944
nsd1b	28.98961593	12.1597132	18.69482843	21.97070571	25.26433	14.5258935
C10HXorf26	28.98165539	27.0659789	22.32207562	34.70885424	18.68897779	20.97487959
HERC4	28.98131176	24.49302832	26.24033146	21.38911391	20.99690733	23.7293098
sybu	28.98073906	44.60010007	36.72142935	36.56518444	26.69034268	37.40159336
ENSDARG00000088160	28.97867734	28.94179564	24.38211057	27.56511817	24.03654871	23.26060018
mfn1	28.97340849	27.33259743	28.60742334	29.701186	26.79673013	23.35618248
gtdc1	28.92942504	20.73185328	25.78979736	25.03299433	29.04021928	24.22512889
rsu1	28.92352622	26.0075197	29.52898829	28.14359907	31.61774164	43.10761765
si:ch73-353p21.5	28.90875053	29.54918427	39.69796137	21.0286874	54.59289434	42.3824281
rtn4b	28.88899234	18.77365197	29.48517932	26.13896661	24.55988143	17.50161996
pbxip1b	28.88893507	20.80169752	22.14087093	22.70968942	20.87578932	34.19536875
pim2	28.88555613	8.560144976	8.67231693	4.326090283	52.48104505	14.16368213
dgcr2	28.88074545	17.3404547	26.1907226	21.44885284	26.8948404	41.10395281
BX000348.1	28.87897007	24.10869417	23.70639388	25.43993847	25.82736511	25.44040891
aimp1	28.87370122	20.5693741	21.84817298	18.32512401	22.45864749	20.25961365
cables1	28.86442346	27.47970107	33.0799358	21.8283822	27.26614429	35.42233155
polr2eb	28.86419438	38.63117095	30.32346218	37.26878171	28.44365459	26.80896341
dnal4b	28.86413711	27.79010174	25.95394021	23.6233208	25.30389211	22.01234676
si:ch211-210g13.5	28.86402257	15.04840773	29.57657	26.36168734	28.92073799	11.0975607
zgc:174563	28.84810148	34.6402896	26.40920433	32.22247031	32.35735653	32.57881449
zgc:193711	28.83876645	31.70454154	30.65951862	25.39346945	20.62279763	11.86321147
man1a1	28.83819375	26.88359874	32.43417588	28.83387781	37.05481831	41.6569228
ARHGAP32 (2 of 2)	28.82370441	25.70060852	22.70013911	26.35118807	39.09446444	15.78754378
rnf115	28.806867	23.7271407	27.442713	18.44610871	24.50418584	18.2398004
zp3c	28.806867	29.40142635	61.54146065	54.12570845	69.54512408	31.07890761
si:dkey-91i10.2	28.78665065	18.05738047	19.5395306	19.51115325	34.07049841	19.17058888
MAPKBP1	28.77479574	23.71885317	29.2910797	25.32784898	28.81411673	33.26439985
zgc:173548	28.77456666	22.19094908	33.14193281	33.15048958	22.77392845	23.09492119
kbp	28.77387941	35.98930302	30.47223247	37.9136122	28.59264378	27.06805956
ift80	28.76116545	21.64631667	24.35057712	24.06278352	24.78462783	18.6786039
esd	28.76047821	19.25498292	26.85979474	18.88280079	23.63765423	21.20262619
si:dkey-88l16.3	28.75515209	26.22566709	32.95295737	27.28110305	25.51741522	27.65098079
rcor3	28.74959689	37.14028812	32.26338849	23.8382643	30.9971404	28.27458876
jam2a	28.73636749	34.73128885	25.50836136	37.91725778	18.14801515	19.04988183
nutf2	28.72285174	20.538623	25.51528746	19.75044924	18.4971998	25.30522242
RSF1 (3 of 3)	28.71437577	23.33593662	26.95377567	37.71592446	27.89287157	23.66079186
ppp2r3a	28.70360898	13.9579434	14.02112132	21.15409541	18.47166681	17.10133807
atp6v0b	28.7028072	20.50072937	24.71996891	21.79498867	33.15701603	27.56054071
thyn1	28.69673657	23.95204897	32.20257399	33.88086973	24.13493956	23.51139659
ephx2	28.69398761	22.48199401	27.08801805	21.63876334	24.84345658	26.98555837
sntb1	28.69221223	15.26650059	17.68694067	17.7459626	18.41246395	27.10933271
WDR7 (2 of 2)	28.69186861	36.71544322	17.62494367	15.07657046	11.55274159	15.24792553
rab11fip4b	28.67531755	42.67335864	31.0427626	32.33130307	16.36734647	28.92120145
dph5	28.66907511	20.44620615	24.35502559	21.49823832	27.36425456	27.06440587
adcy6a	28.65384126	20.2826365	14.43961519	8.510197311	12.76649377	23.38279577
pard6a	28.65000416	41.11050517	48.14481417	44.55270255	39.42181043	46.24622646
nbr1	28.6451362	34.1520342	36.41105015	33.53410199	32.46238783	30.17779972
pop5	28.63505666	29.87872259	28.15486209	29.07915255	26.61486605	20.80721588
harbi1	28.60069459	34.74622821	33.0776271	31.24419061	28.94664509	25.4912899
3-Mar	28.58156637	40.56085663	37.43943465	29.16572296	30.41619479	29.99958091
UBA6	28.58047824	23.66307592	24.44467067	25.32702265	26.14615335	20.52380691
erc1b	28.57830198	16.13887206	17.91116599	10.15945847	19.54980422	18.04290718
CCRN4L (1 of 2)	28.57778655	30.3002961	22.46757994	19.34588688	9.633324969	7.848664622
zgc:55764	28.57778655	24.86253216	28.83057878	24.7200576	40.9951288	24.00031427
zgc:171679	28.56673341	13.30404647	15.03041682	26.8051359	21.24545647	25.97610282
tecrb	28.53471942	28.35757938	30.24896442	22.82372322	33.73805517	28.28234721
f2rl1.2	28.5261289	17.72004533	18.21225409	44.21619106	53.87179788	37.03870539
snf8	28.52051643	19.49319485	25.55307128	17.06268337	29.56126058	20.07273423
CABZ01073118.1	28.51908468	18.48337036	25.73354395	19.16331615	32.58953837	25.53071366
BPHL	28.49142322	26.63671762	26.93491191	25.90812837	28.47910148	23.59110113
gnmt	28.48901787	23.49950627	23.12781146	22.38076074	21.79189046	21.48359936
acad11	28.48603982	32.34148175	34.80425217	28.82444791	28.96268505	19.26653203
phf5a	28.46330359	33.85466458	31.47296889	34.55010131	26.80323029	32.32792786
ppifa	28.46227273	21.32948226	27.99747641	23.74770805	28.71366827	18.13312171
nat15	28.45832109	40.09233863	30.97795011	32.18509094	29.33263278	37.52924693
mrpl15	28.41725842	29.57055737	27.581066	31.54643364	20.99690733	25.30517732
mpc2	28.412505	27.04356986	27.81694743	24.52027972	19.17316927	26.49325765
arl6ip6	28.40597621	32.04776519	32.6085671	24.92970285	23.61567529	51.22697098
PRKCD (1 of 2)	28.40597621	27.86801542	36.37782742	31.91497764	37.74093551	54.62805899
cox7c	28.39881744	23.87271769	22.74912857	19.31059765	16.04238542	28.01071125
CR356227.1	28.39228865	0	3.645041065	2.37E-05	20.23016949	6.134047153
snx21	28.37694026	25.03488004	38.6563441	29.41031719	35.13876868	33.17332828
aamp	28.35718207	13.96399548	22.00111019	11.571611	15.15738215	16.9823902
sfmbt1	28.35695299	22.84522767	27.36652595	26.57327691	28.11453157	34.69132317
ST3GAL1 (5 of 5)	28.35517762	24.97163311	16.66767836	16.96410684	19.17312251	23.27535026
mrps16	28.33960014	26.96074909	19.94783241	23.56533175	16.88170055	37.52924693
si:dkeyp-89c11.2	28.33496127	23.67708839	23.68600976	21.86362282	18.27698947	23.5753587
hnmt	28.31279773	25.16622647	28.77837966	30.37571583	26.25385018	25.18284641
si:dkey-258f14.3	28.28341816	21.93621661	28.25013814	29.65209217	24.84789914	24.02616073
