ID	96_con_rep1	96_con_rep2	96_bap_rep1	96_bap_rep2
C13H6orf203	12.69092442	12.10230512	13.98001372	15.47341854
C18H11orf58	12.69092442	12.9009344	13.3559305	15.15255748
cd151	12.69092442	14.12959481	13.3558666	17.01835747
dcp1b	12.69092442	12.87832704	12.07779324	14.07955287
gclm	12.69092442	12.0408721	13.67551275	13.45637568
irx4a	12.69092442	12.71884692	11.0091322	7.406660561
josd1	12.69092442	14.84313935	14.6451231	11.13826054
kcnk6	12.69092442	12.96242885	16.61495366	15.54833324
l2hgdh	12.69092442	15.05115156	13.48373784	11.92981205
mgat1a	12.69092442	12.53233627	14.31474114	19.69329272
pappa2	12.69092442	15.91115242	12.58902258	11.25133933
ppp1r18	12.69092442	11.85675734	13.43293442	10.79902418
qpctla	12.69092442	12.77819122	13.80319227	12.83444235
si:dkey-65j6.2	12.69092442	12.3623511	14.89652013	13.96523022
sspn	12.69092442	17.21813994	13.10025193	9.5568537
twistnb	12.69092442	14.92822409	11.9499859	11.25133933
UBA6	12.69092442	14.682492	10.03287587	7.915515103
zgc:110699	12.69092442	9.461115255	9.329935518	12.49520598
zgc:113025	12.69092442	12.40947023	12.39731158	12.26904841
ANAPC15	12.68849263	11.47728557	13.55249818	12.89098174
PLA2G4C (3 of 5)	12.68051331	6.33134857	7.919581567	7.854848334
apoob	12.67147007	10.80213667	12.38568111	16.86830192
tmem203	12.65839918	9.337819182	11.05546236	9.894393879
twist2	12.65269966	15.11301461	17.07250393	16.33988475
si:dkey-183c16.7	12.63970476	10.07188235	10.69063632	13.98484939
zgc:158263	12.62936964	14.43737425	12.71682992	14.58716355
hddc2	12.62800176	10.5398791	13.5475776	13.73907264
asf1ba	12.62450605	16.22568949	12.84463725	16.28334536
ENSDARG00000086945	12.62435407	17.38646642	13.03634826	10.68594539
dph2	12.61964247	13.75393189	14.34522319	14.67338612
snx30	12.6180466	12.28758712	14.4587161	13.2867575
mcee	12.61645074	13.02386187	12.01388957	17.21471879
mep1a.1	12.61591878	13.88386273	12.65292625	15.54833324
NBL1	12.61576679	7.187663449	11.24704556	8.989763582
si:ch211-267e7.3	12.61500686	12.83950138	9.649453858	9.169163078
aldh3b1	12.61493086	12.47090325	12.6572078	15.83103021
ARHGAP32 (2 of 2)	12.61493086	11.48797491	13.61148127	12.38240989
CLCN5 (1 of 2)	12.61493086	18.96787524	11.69437123	5.653933706
commd8	12.61493086	11.24224283	14.41532551	16.11378371
gdpd3	12.61493086	10.87364471	15.9221101	15.20915342
gna13b	12.61493086	16.83289347	14.70870725	13.74257809
gpr37b	12.61493086	12.34803721	9.074320847	4.523151488
jagn1a	12.61493086	12.0408721	9.90506853	9.046585672
MRPL1	12.61493086	11.98238787	12.71682992	12.55530736
ormdl2	12.61493086	11.67258114	14.31442162	15.12779323
POLRMT	12.61493086	14.56030172	12.14169691	10.40324842
prox1b	12.61493086	13.61650622	12.02219705	9.159381763
si:ch211-214j24.14	12.61493086	11.13246202	9.841803899	13.2867575
si:ch73-269m23.4	12.61493086	13.26953252	14.70123052	21.31602986
slc43a3b	12.61493086	12.40947023	11.9499859	17.24451505
slx4	12.61493086	14.0741208	10.58417281	10.17709085
thbs3b	12.61493086	19.41480047	12.39731158	7.706884741
zdhhc8a	12.61493086	13.95573937	9.521646522	8.085133284
zgc:112484	12.61493086	16.95557521	22.94141679	24.59463621
zgc:113531	12.61493086	12.28660419	11.63168173	7.745896923
si:dkeyp-55f12.3	12.58924504	11.1245986	15.45075664	21.23721394
smpd4	12.58339354	17.04459166	16.07886579	13.56945446
ANO1 (2 of 3)	12.57518623	12.69224642	11.44923676	12.76716047
wdr91	12.56986668	19.83758252	13.35791152	13.51365008
kif2c	12.55307211	11.79514002	9.457742854	9.61186653
dmtf1	12.5484365	11.24224283	12.65931662	10.12055145
ntng1a	12.54243301	15.36409137	12.90854092	8.424369646
ZCCHC2	12.54030519	13.82242971	10.28849054	6.341910701
SCO1	12.54007721	13.94769164	14.9586984	12.60828477
tmco7	12.53946926	9.772457805	8.563091503	10.45978782
YIPF7	12.53946926	10.5664796	12.14169691	15.55195176
hmcn1	12.5390133	15.91256538	11.7582749	8.593987827
rin2	12.5390133	13.57669763	14.12283842	16.50950293
DBNDD2	12.53893731	15.23643355	9.841164862	11.30787872
gnptg	12.53893731	11.48797491	11.18314189	12.94752113
GZF1	12.53893731	11.67227398	11.15591893	8.539201154
il12rb2l	12.53893731	13.33096554	10.99143088	13.73907264
kcnc1a	12.53893731	16.58691565	13.22805926	5.880096934
mavs	12.53893731	13.76339258	12.65292625	17.31202308
numb	12.53893731	19.73480508	14.63393996	8.725894232
pfkfb3	12.53893731	12.75183645	15.93361276	23.91616349
si:ch211-89f7.1	12.53893731	12.17749914	12.71682992	16.90527869
si:dkey-71h2.2	12.53893731	13.94529575	13.70631431	11.42259715
slc25a1	12.53893731	10.93507773	14.57003629	12.83444235
zdhhc16a	12.53893731	14.26241301	12.33545283	11.81673326
zgc:92664	12.53893731	10.5664796	13.16415559	14.25510769
zdhhc18a	12.52936212	14.86390371	13.96422952	12.78723195
PAPD4 (2 of 2)	12.52343462	11.82745379	12.7809892	14.38073822
SLC6A5 (1 of 2)	12.52335863	18.59774129	6.690202803	3.397514355
RPAP3 (2 of 2)	12.51332748	13.75780217	13.67059216	11.74357129
GUCY2C (1 of 2)	12.49919267	13.65355034	12.78073359	18.03606656
pigf	12.49752082	14.21117787	14.1904485	16.46268831
si:dkey-177p2.6	12.49014944	15.47381075	12.36095039	6.274289586
kcnj11	12.48672973	18.28191413	13.48367393	9.894733116
C19H6orf228 (2 of 2)	12.48255008	15.26850159	11.53780725	11.61166488
CA10	12.48201813	12.47090325	11.41990498	10.91232912
TUSC3	12.47897839	13.0244762	11.0578907	10.19659694
MAP3K15 (1 of 2)	12.47403881	11.17583374	12.47744678	14.7001858
SON	12.47396281	12.90154873	14.12271061	12.09943023
C10H21orf59	12.46636346	11.85688021	15.40084788	16.3966503
wdfy1	12.46567951	16.57229459	10.54410521	5.823670619
mrc1b	12.46499557	14.93258583	8.243573164	10.629406
ints12	12.46370368	10.38291773	11.82230638	10.75989892
aftphb	12.46294375	14.6240692	10.35252201	8.486280282
CAMKV (1 of 2)	12.46294375	13.26953252	13.99490328	13.62599386
cblb	12.46294375	15.97258544	10.35239421	10.79902418
ccnd2a	12.46294375	18.06130815	10.54704478	7.576278742
CECR5	12.46294375	13.02380044	11.13693954	10.85556357
coa5	12.46294375	10.33567574	12.46147086	15.75792477
dll4	12.46294375	14.13936267	13.22805926	14.58716355
FRMD4B (2 of 2)	12.46294375	14.74392502	15.40078397	12.43866659
gas5	12.46294375	14.80548091	10.28849054	10.00747267
kif26aa	12.46294375	10.44754527	11.05539846	9.385539337
lhfpl2a	12.46294375	12.48343559	11.9499859	8.425726591
LRIG3	12.46294375	16.83264774	17.21686231	12.77790295
mpdu1a	12.46294375	8.355812342	12.33340791	13.34329689
pdzrn4	12.46294375	15.17113025	12.78073359	10.79902418
praf2	12.46294375	12.28660419	13.99490328	15.83103021
rfng	12.46294375	13.17308268	14.47347785	13.62599386
rgs6	12.46294375	14.32980503	12.52511892	12.94752113
rtn4ip1	12.46294375	14.14157425	12.83032283	14.07876132
SEMA4C	12.46294375	16.35703329	14.1904485	7.802436316
sfxn5b	12.46294375	13.35541589	10.67191255	16.17026657
si:ch211-106a19.2	12.46294375	14.80535805	15.17584306	15.37888468
si:ch211-136a13.1	12.46294375	16.58808288	9.649453858	11.13826054
si:dkey-238c7.16	12.46294375	15.48112128	13.2077379	11.81673326
SRPK2	12.46294375	14.72205487	14.8263539	7.519739348
TESK1 (1 of 2)	12.46294375	11.74150899	11.18314189	12.3821272
UNCX	12.46294375	11.68308619	12.71682992	11.76019387
uvrag	12.46294375	10.64621966	10.41629787	8.820145401
parp2	12.4410576	15.01146583	13.10050754	13.56091701
ENSDARG00000078690	12.4280627	8.795734205	12.01388957	12.49520598
si:ch1073-219n12.1	12.42304713	18.2159965	9.619227423	6.037389527
znf526	12.40382076	13.43976342	11.29701822	10.31442503
ing1	12.40192092	13.27051545	13.48367393	13.51297161
plekho1a	12.39675336	8.416323868	10.09677953	9.739475941
ELMO1	12.39226974	11.68075173	14.12271061	13.56945446
ENSDARG00000034480	12.38778612	15.67789124	10.48020154	6.558569657
ece1	12.38725416	15.30130682	13.86709594	13.96528676
shisa9	12.38717817	11.48803635	10.10061375	11.36441811
brd1	12.38695019	12.9009344	9.968972198	7.180502987
BX957362.1	12.38695019	15.3650743	14.76615665	17.49871616
emilin2a	12.38695019	18.37762678	8.243573164	6.049715115
ENSDARG00000091628	12.38695019	10.15199101	9.994405858	10.17709085
evx2	12.38695019	10.44361356	9.969036101	9.950933273
igf2a	12.38695019	11.18492582	13.03634826	14.92639991
LRRN2	12.38695019	15.5425543	13.67538494	8.425952749
med16	12.38695019	12.23383322	11.82217857	9.611696911
neurod6a	12.38695019	11.85675734	12.78073359	14.41754537
pitpnb	12.38695019	18.03808647	12.14169691	8.989763582
rbl1	12.38695019	19.67245056	13.03634826	9.724775699
si:dkey-12l12.1	12.38695019	14.99088577	13.48450468	15.49179385
snapc3	12.38695019	11.11937679	11.43875656	15.69759724
stoml2	12.38695019	15.35825523	15.72030231	15.94410899
map6	12.38611426	10.39704733	8.523599036	7.699478081
rltpr	12.36187231	14.43460976	12.86131611	12.59324529
ANXA1 (4 of 4)	12.34849745	4.400232274	8.530372825	10.9681335
rbm22	12.34682559	19.45626776	6.83283579	17.84812961
c1d	12.3443178	11.18560159	10.22458687	13.68253325
zgc:194125	12.33550255	9.600813945	12.68372782	13.53603968
dnajb1a	12.32136774	11.57994015	11.1833336	10.40324842
tnk1	12.31984787	14.3753269	18.05451159	18.77102213
nxnl2	12.31931592	9.31336884	11.9499859	11.92981205
dgkh	12.31878396	14.62566646	8.946513511	9.668349384
anapc2	12.31688412	15.02706982	12.14169691	10.34670903
BX000348.1	12.31468031	17.32804362	10.41629787	4.636230275
nenf	12.31278047	14.682492	19.49061872	24.48155743
TAMM41	12.3124005	14.28483606	12.58902258	15.49179385
BX296538.3	12.31133659	14.25927992	17.14886881	17.52907781
ddhd2	12.31133659	16.96085845	15.23827694	8.763606007
ipo13	12.3112606	13.33096554	8.946513511	5.598457253
edil3	12.31118461	14.62105898	8.307476832	4.862387849
arhgef16	12.31110861	15.35825523	17.25437376	14.41754537
C17H10orf137	12.31095663	12.28660419	11.31094922	13.01774306
CABP2 (1 of 2)	12.31095663	11.0581895	11.43907608	13.45637568
ccdc120	12.31095663	10.67226726	9.202128183	6.340214519
cecr1a	12.31095663	11.13362925	11.50266023	13.90869082
chp2	12.31095663	9.153520119	12.90860483	14.70024234
chst10	12.31095663	9.403921112	11.72849579	12.66482417
CHSY3	12.31095663	14.32747058	10.73581621	10.74248478
cyb5r2	12.31095663	15.66542034	12.71682992	24.29757824
fahd1	12.31095663	10.68934564	11.05578188	13.85226451
GPN1	12.31095663	11.733707	13.73928861	13.45637568
HDX	12.31095663	13.51526461	13.67538494	11.42095751
id2b	12.31095663	13.14678935	12.07964645	11.76019387
mknk1	12.31095663	12.77806835	16.35933899	12.89098174
NHS (1 of 2)	12.31095663	13.64316816	7.348921812	4.183915126
NRG3 (1 of 2)	12.31095663	12.66343434	11.05533455	11.08172114
polr2m	12.31095663	12.10230512	10.99807687	9.724775699
PSD2	12.31095663	10.93507773	8.882609843	7.293638313
qdprb1	12.31095663	12.16373814	13.73928861	14.70024234
si:ch211-194e15.5	12.31095663	9.096510276	9.90506853	11.83872709
si:ch73-334d15.4	12.31095663	14.14132852	13.61148127	13.34329689
stag1a	12.31095663	15.11270745	10.1606832	5.145084817
STX2 (1 of 2)	12.31095663	10.63264296	10.79971988	13.11713931
tchp	12.31095663	12.3498802	12.62889847	14.13507456
TTBK1 (2 of 2)	12.31095663	15.34947031	12.53789965	7.694785311
zgc:171558	12.31095663	12.40947023	11.88608224	12.3255878
hyi	12.30974073	9.706417308	11.29324791	10.34670903
si:dkey-242k1.4	12.3006215	5.822412852	8.789757813	7.704510087
DLG4 (2 of 3)	12.29051436	16.82546007	11.43875656	4.975466636
CU682355.1	12.28549878	14.85751468	12.18655728	8.714190577
BX470149.1	12.27531565	11.85823173	12.36740466	14.57596875
AP1M1	12.27128799	20.71128295	11.11923822	7.459411815
map7d2a	12.23777483	12.04136357	9.830109527	5.597399966
krit1	12.2369389	14.25246086	14.54306894	11.99302309
rgs7bpb	12.23526704	10.50633667	14.71407516	10.17709085
ERGIC1	12.23519105	15.05115156	11.82217857	12.32847131
irg1l	12.23519105	11.09369779	8.499187835	38.58044677
rab4a	12.23519105	12.83974711	12.0979229	11.02518175
bnip1b	12.23511505	12.47164045	11.31094922	11.70602913
h2afy	12.23503906	14.46538771	15.52859131	18.99729279
WDR26 (1 of 2)	12.23503906	20.82603983	12.07856008	6.784727232
C11H1orf50	12.23496307	16.40832986	26.89871533	30.36165436
C17H15orf57	12.23496307	11.48797491	13.41977027	13.85215143
cbx8b	12.23496307	10.50504658	12.97244459	8.989820121
ccbl1	12.23496307	17.38652785	16.80666467	22.05138121
dhdds	12.23496307	9.910374937	11.43875656	11.36441811
EFHA2 (1 of 2)	12.23496307	11.42654189	13.41977027	10.79902418
evi5b	12.23496307	17.59976187	11.00203889	11.13826054
fbxo3	12.23496307	13.63880641	11.88608224	11.25133933
hoxb2a	12.23496307	9.21495314	7.924054824	8.141672678
INPP1	12.23496307	11.05794377	10.80559902	8.317114416
med19b	12.23496307	11.42654189	10.12317175	14.63267776
mllt3	12.23496307	12.28660419	11.1867844	10.00758575
narfl	12.23496307	12.84466175	11.85892318	13.6718473
nkx6.1	12.23496307	10.68940708	13.16415559	12.04289084
nrm	12.23496307	10.62791262	13.16415559	15.09601809
rit1	12.23496307	12.87519396	12.58902258	13.11713931
RRP8	12.23496307	11.11937679	8.635813877	11.25179164
slc6a6a	12.23496307	13.69956367	13.94039345	10.68594539
slitrk2	12.23496307	15.42712165	12.65292625	9.724775699
ssbp1	12.23496307	15.72685336	17.19008667	17.41413323
tmem70	12.23496307	11.61084096	11.88608224	13.62599386
clica	12.20008202	15.15706209	16.16762799	23.12523391
si:ch211-235f12.2	12.19666231	13.72260105	10.05102451	5.747907832
si:ch211-207g17.1	12.188531	12.71780256	12.76552451	10.14469377
E2F2	12.18427536	12.25754637	8.946513511	9.894393879
gpatch4	12.18055168	15.33355916	10.43655534	10.27603479
tnk2b	12.18001972	15.9343741	11.31114094	8.876684795
GPR37 (2 of 2)	12.17865184	9.706417308	9.010417179	8.933224188
TMEM45A	12.17394024	11.81381566	9.521646522	10.79902418
SEC14L1 (1 of 2)	12.16892466	13.10397053	10.16074711	7.293581774
tmem57a	12.16862069	15.54396726	12.01427299	8.085133284
inpp5f	12.16451704	12.90990362	8.243573164	5.484321179
si:dkey-226l10.6	12.16406108	9.907426152	11.18314189	9.046302975
bcl6ab	12.16314915	10.68934564	12.68008531	15.49185038
faah2a	12.16155329	12.71798686	15.3368803	16.67912111
rabif	12.15988143	11.30367585	13.16645613	17.13143626
rab39b	12.15972944	14.25246086	14.64921293	12.60828477
CLIC5 (2 of 3)	12.15919749	14.62105898	14.60262716	15.26637128
azi2	12.15896951	15.72722196	11.24704556	14.04512038
cacna2d4b	12.15896951	12.16373814	10.86368745	7.576278742
CCL25 (2 of 2)	12.15896951	11.42678763	9.841228766	13.2302181
cdk2	12.15896951	13.08879657	11.50266023	17.41413323
dak	12.15896951	11.56132594	13.67538494	11.02518175
fam69a	12.15896951	10.0753226	11.18314189	9.215921156
fbxl4	12.15896951	10.19788148	12.52511892	11.42095751
GCGR (1 of 2)	12.15896951	11.51107373	11.37485289	13.62599386
git2b	12.15896951	15.3591153	10.54410521	7.973185285
hspbp1	12.15896951	14.49819294	15.33719982	17.24451505
lbx2	12.15896951	11.61114812	10.09677953	11.13826054
lcmt1	12.15896951	14.02012117	16.58913658	15.94665327
mfsd5	12.15896951	14.27230372	12.33340791	15.60487263
minpp1a	12.15896951	14.43688279	16.06448747	15.37871506
ms4a17a.8	12.15896951	3.092446124	0.702940347	13.36755229
phf5a	12.15896951	9.399252203	12.78073359	12.79311205
rnpep	12.15896951	18.62090154	13.29285758	11.4774969
scamp5	12.15896951	15.06233237	8.563155407	2.600812105
si:ch211-161h7.5	12.15896951	15.05532901	13.67538494	19.11031504
tbcd	12.15896951	13.77543345	11.63046756	8.989763582
tm2d1	12.15896951	12.65526375	13.48367393	13.51291507
tmem176l.2	12.15896951	11.30386015	24.02509519	37.03335934
tmem238	12.15896951	13.99266061	17.06227934	21.11955547
TPPP2	12.15896951	13.82242971	13.99490328	8.660647772
vgll4l	12.15896951	16.54342107	14.88955463	18.52383191
dnajb1b	12.14954631	10.18577917	26.30894838	22.06817341
smn1	12.13883121	9.829283349	10.54410521	11.92981205
dlx1a	12.13130785	13.51526461	12.34791404	9.555157518
CABZ01036415.1	12.12530436	12.29287035	11.41651808	9.965859673
ccdc51	12.10493809	11.61090239	12.46121525	12.43974084
PTPRU (2 of 3)	12.08510377	16.072967	11.85822024	4.527708563
EFNA2 (2 of 2)	12.08419185	10.68946851	9.521646522	11.25133933
ddx20	12.0835839	10.5664796	11.70670464	11.59057569
fam207a	12.08320393	13.51034996	12.01388957	16.00748965
ACP2	12.08297595	15.457531	13.29196293	17.81205748
azin1a	12.08297595	13.12584069	10.92752722	10.45978782
C8H22orf39	12.08297595	10.56912122	12.52511892	13.21286051
fam160b2	12.08297595	11.79520145	11.21547714	10.91210296
glra4a	12.08297595	11.85657304	14.50613262	12.49520598
gna15.1	12.08297595	13.69956367	17.70131602	17.18797565
hint2	12.08297595	10.07501543	10.41629787	15.54833324
HNRNPH3	12.08297595	15.78853211	13.73928861	12.60828477
osgep	12.08297595	11.8120341	10.85301554	11.4774969
relb	12.08297595	13.63819208	13.2391785	16.33988475
tnr	12.08297595	13.57669763	10.03306758	3.335824222
zbtb8b	12.08297595	13.39270573	15.46468764	12.94752113
RGS9BP	12.06876515	18.73731712	10.49975606	7.350121168
traf3	12.03563196	12.79096929	12.65292625	10.53436328
lnpep	12.02514485	15.97258544	14.76174729	9.159381763
commd3	12.02172514	7.577394534	8.818706175	11.34779553
ap4b1l	12.01655758	13.69956367	15.72055793	13.45637568
RP1L1 (1 of 2)	12.01473373	11.85657304	9.968972198	8.820145401
igsf9a	12.01412578	15.97258544	14.18661428	17.30105444
gfpt1	12.01131402	16.87589658	10.77652285	6.997202273
cwf19l2	12.01108604	14.00169127	12.46945882	10.12620539
ANAPC4	12.00971816	11.97943908	12.02890693	10.34744404
CCDC80 (2 of 2)	12.00888223	14.3753269	14.83568384	14.19263166
elac1	12.00736236	12.2914574	12.46460214	9.159381763
ARHGEF2 (1 of 2)	12.00698239	17.07837982	8.115765828	4.579690881
barhl1b	12.00698239	12.65999409	12.1433584	7.359393628
chrac1	12.00698239	11.36547747	13.5475776	15.49179385
emc4	12.00698239	13.08117888	13.57224442	13.00406053
impad1	12.00698239	17.50914816	13.29196293	10.29016963
mfi2	12.00698239	21.97342436	11.7582749	13.51291507
PARP8	12.00698239	13.26953252	9.521710426	6.615109051
PCDH8	12.00698239	15.17395617	13.22805926	6.841266625
pdss2	12.00698239	12.65520231	14.10059994	12.72226819
tmem204	12.00698239	17.56984399	10.54410521	8.028593891
tnfsf10l	12.00698239	16.71027316	10.99143088	9.102842369
vps33b	12.00698239	10.99651075	10.03300367	9.046302975
WDR61	12.00698239	12.70821901	10.99143088	11.36441811
zgc:110727	12.00698239	14.49819294	11.63046756	18.84932919
zgc:91890	12.00698239	13.45407732	11.88608224	12.1603797
KLHL14	11.98281644	10.13644845	11.43875656	8.763719086
GTF2H1 (1 of 2)	11.96343808	12.29594201	10.18656419	11.03128801
si:ch211-225b11.1	11.96229818	14.43774285	14.63393996	15.03959178
FP928982.1	11.9419319	10.55640459	12.82604129	15.14831703
tnfaip2a	11.93813222	12.16982001	14.69784362	14.53062415
zgc:112992	11.93630838	9.70199413	8.690898839	24.65117561
penkb	11.93532046	10.38218054	10.48020154	11.30787872
ccdc101	11.93448453	9.772826403	11.31094922	12.3255878
C24H11orf54	11.93182476	7.986292721	11.5665639	12.09943023
g2e3	11.9313688	11.86124195	9.649453858	12.43866659
itsn2a	11.9313688	11.62540058	12.07779324	7.293581774
cdhr1a	11.93114082	15.79154233	13.41977027	12.2698965
sema7a	11.93106482	13.8839856	13.29196293	12.74392278
dennd3a	11.93098883	16.54348251	16.55105	12.09943023
derl3	11.93098883	8.969282489	8.882609843	14.70024234
GALNT9	11.93098883	15.85868862	13.3558666	9.442078731
hoxb4a	11.93098883	9.829283349	10.28874615	8.707066614
PRPSAP1	11.93098883	12.9009344	14.05880695	12.72221165
pus1	11.93098883	13.33121127	12.71682992	11.53403629
sh3gl3	11.93098883	10.62778976	13.24052048	16.75539275
slc1a2a	11.93098883	12.10230512	7.476729148	6.275872689
tmem41ab	11.93098883	18.9300325	21.08821042	18.43433005
TSPAN2 (2 of 2)	11.93098883	11.95480444	12.78073359	7.23704238
zgc:153129	11.93098883	9.829283349	11.31094922	12.32604012
lancl1	11.92407342	12.22572406	12.34216271	13.73907264
fkbp14	11.88820446	11.86689379	9.649453858	12.09954331
timm44	11.88463276	12.63578948	11.63398227	9.989549679
fam122b	11.87961718	13.83195183	12.07779324	9.781315092
ANK1 (1 of 2)	11.87756536	17.10891203	7.829541299	3.534384919
NARF (2 of 2)	11.87262578	14.81359007	11.98034015	6.273498035
kdelc2	11.8723218	12.53233627	12.78073359	14.02176961
wu:fk08b02	11.86533039	12.96629913	12.14195252	11.02518175
arhgap28	11.85727508	13.88386273	14.37832529	15.20604375
fzd9b	11.85689511	19.10665244	21.21601775	14.58716355
ENSDARG00000090725	11.85674312	11.67227398	9.266031851	9.285747307
atg4c	11.85499527	12.12343808	11.7582749	16.17021003
CEP85	11.85499527	13.6996251	13.10025193	12.3258705
clk2b	11.85499527	11.05812807	12.58902258	13.11713931
CR391998.1	11.85499527	11.62220607	11.5665639	15.94416553
hivep3a	11.85499527	14.68562509	7.476856956	4.410072701
mier1a	11.85499527	11.733707	10.48020154	13.51291507
osbp	11.85499527	17.56978255	10.28849054	7.180502987
pi4k2a	11.85499527	14.31991431	13.86709594	11.59057569
RNF214	11.85499527	12.34963447	9.90506853	11.36441811
TMEM185B	11.85499527	15.23538919	12.52511892	8.9936648
gcga	11.84473614	11.34139573	13.11034871	18.25402592
zgc:112265	11.84466015	8.583175953	10.34447015	14.61831675
med11	11.82436987	7.974251849	9.820587881	13.23242314
zgc:113263	11.82307798	13.92262697	14.93927168	19.00469945
pet112	11.79769613	13.30147769	11.63947798	16.49491577
utp11l	11.78956482	14.31389388	14.18661428	16.17026657
foxa1	11.78074956	13.14715794	13.86715985	12.21250902
glmna	11.78074956	11.92808108	13.86703204	12.66482417
exosc7	11.7802936	13.14666648	10.99143088	11.92981205
IRS4 (2 of 2)	11.7790777	13.45432305	10.48020154	4.975466636
abrab	11.77900171	11.42420744	13.64298578	9.894393879
arl9	11.77900171	13.14666648	11.75840271	10.29039579
C25H15orf27	11.77900171	12.22517117	12.20560058	8.989763582
c7a	11.77900171	17.57365283	8.754802507	14.30446658
ect2	11.77900171	11.30367585	11.63046756	10.5728666
ftsj1	11.77900171	14.14151282	12.46121525	11.81673326
glmnb	11.77900171	11.24224283	12.26950424	11.02636908
ITGAL	11.77900171	6.880498345	5.87913745	7.632818135
kif21a	11.77900171	16.70978169	10.1606832	5.371287623
nfatc1	11.77900171	15.4888004	13.22997637	10.34704826
rab11fip1b	11.77900171	15.05950645	12.52614137	9.895072352
recql	11.77900171	12.96414897	11.6346213	13.85215143
si:ch211-196i2.2	11.77900171	14.68218484	8.478994276	5.731737565
skiv2l	11.77900171	15.11258458	13.41977027	11.70365447
slc26a1	11.77900171	12.0408721	7.221114477	12.49520598
snupn	11.77900171	12.61932543	11.5665639	12.09943023
spred2b	11.77900171	17.01700823	7.540632816	6.502030264
STARD10	11.77900171	10.81909218	10.28849054	10.12060799
tnfaip1	11.77900171	11.61084096	14.44983349	14.92639991
trub2	11.76646277	10.13644845	10.99143088	11.76516933
GAS7 (1 of 2)	11.76015531	10.07501543	10.92752722	7.802436316
afmid	11.7437407	9.444651205	9.585358479	11.31980853
si:ch73-303g23.4	11.73963705	15.13887792	10.50231221	11.3450251
osr2	11.71615504	9.568008711	10.99149479	10.34670903
uncx4.1	11.71607904	12.22517117	13.3558666	11.30787872
spire2	11.71433119	8.477756889	10.84298266	9.724775699
nprl3	11.71349526	8.912334079	9.333705835	10.29016963
SURF2	11.70528796	10.68934564	11.31094922	12.05080635
C14H8orf40	11.70490799	10.62791262	11.91177151	13.36444262
her8a	11.70437604	13.76099669	12.65292625	11.53403629
mogat2	11.70384408	13.15065963	13.77878107	17.57447895
NPTN (2 of 3)	11.7036161	14.01846248	13.22793146	8.363137483
CDH26	11.70316014	13.21123258	14.31442162	17.69745213
bola1	11.70300815	11.59363971	12.58902258	13.62599386
cdx1b	11.70300815	10.9995824	11.05533455	14.9829393
chmp3	11.70300815	13.39375009	13.43983602	15.71795142
cnih2	11.70300815	11.76804806	12.33340791	9.668405923
comta	11.70300815	14.90008776	15.27297664	15.37871506
eefsec	11.70300815	10.50504658	10.41629787	12.3821272
efr3ba	11.70300815	13.39239856	10.79971988	5.767018147
gpd1l	11.70300815	17.64774106	13.03634826	12.7214201
iqsec3a	11.70300815	17.87700909	12.52511892	6.897806019
neil1	11.70300815	11.4916609	10.87078076	17.71379201
plp1a	11.70300815	10.5664796	8.376173275	11.13826054
si:dkey-27m7.4	11.70300815	14.88454521	10.1606832	15.09601809
smfn	11.70300815	11.733707	11.5665639	11.98635144
spryd7b	11.70300815	12.0030908	12.46121525	14.36100597
tmem237b	11.70300815	9.338064914	10.67191255	10.54940275
tmem30c	11.70300815	11.61090239	11.43875656	14.9829393
trappc6bl	11.70300815	10.68934564	11.50266023	13.73946842
ttc36	11.70300815	8.924927848	11.45594665	16.00081801
tusc2a	11.70300815	9.153520119	12.52511892	13.06059992
acap3a	11.68416175	12.13382026	10.67191255	10.17709085
her4.2	11.67663839	15.07228452	11.90033275	14.98158236
itgb6	11.66835509	13.63935931	13.99490328	12.89126444
si:dkey-6n6.2	11.65657609	10.99651075	10.83608107	14.62691074
STXBP1 (3 of 3)	11.6492807	16.08242768	5.7613566	0.779067612
VKORC1	11.64730487	11.64438339	8.313931102	19.3239774
gemin2	11.64327721	13.33612592	13.16415559	16.7921999
si:ch211-222n4.10	11.62944639	14.74392502	14.18661428	11.92981205
cog1	11.62701459	15.3115047	13.80319227	11.30787872
commd4	11.62701459	10.62791262	13.61148127	13.39983628
ctsh	11.62701459	12.40953166	11.18314189	19.05377564
cyba	11.62701459	11.733707	16.5511778	17.80990898
dhrs3a	11.62701459	10.19788148	10.86362355	11.53403629
DNAJB14	11.62701459	9.583551266	9.474293904	10.85556357
efnb3b	11.62701459	14.80572664	8.946513511	4.014296945
FAM217B (2 of 2)	11.62701459	10.81227312	12.59649931	9.950933273
FCF1	11.62701459	13.39239856	12.97244459	18.15168962
NOP9	11.62701459	15.13580626	13.22805926	13.92503071
nuak2	11.62701459	11.54940794	18.5320637	17.6402908
OSBPL2 (2 of 2)	11.62701459	16.40261659	9.010417179	6.106254508
pecr	11.62701459	12.77806835	12.84482897	17.18797565
prc1a	11.62701459	11.24230426	11.24742898	13.45637568
rrp36	11.62701459	14.81432727	12.17882494	15.49179385
scn8ab	11.62701459	15.8558627	10.16087491	4.805848456
si:ch211-129c21.1	11.62701459	11.61084096	20.68120796	18.65799989
THEM6 (2 of 2)	11.62701459	11.89558301	9.521646522	11.42316254
trpc1	11.62701459	12.16373814	10.30095175	5.432287975
zgc:174624	11.62526674	12.4936949	10.53809826	11.09653447
