ID	96_con_rep1	96_con_rep2	96_bap_rep1	96_bap_rep2
pole3	25.15493208	24.28570184	20.73118063	29.17540134
kidins220a	25.15402016	28.38998053	21.15211409	27.98699983
arhgef9a	25.15386817	25.80942505	23.36931575	17.75336959
KIF13A	25.15386817	19.17103424	18.47365575	16.28345843
luzp2	25.15386817	23.59298309	20.51307741	20.98001624
pank4	25.15386817	27.74444235	24.19552627	24.94427582
pdgfra	25.15386817	29.31172158	19.74623339	14.02176961
syngr1a	25.15386817	32.05181861	27.41467354	13.8251256
TAF2 (1 of 2)	25.13312193	21.926981	23.03171267	19.74576128
hsp70.3	25.12461065	26.68736436	45.84008202	78.71527455
pcsk5b	25.11678331	26.5352562	19.76399861	16.83160786
mthfd2	25.11511145	27.03900697	36.75189408	23.35902431
MNF1	25.10918396	26.36183078	27.54248088	32.81393748
pcdh7a	25.08486602	31.94517089	22.49473015	11.93094284
fam126a	25.07871054	26.78590292	28.29616074	23.97270288
CXXC5 (2 of 2)	25.07787461	23.59064864	25.89517213	23.41415022
isoc1	25.07787461	21.04424992	21.9189581	23.12461198
ldb2b	25.07787461	27.22035725	19.62187685	15.71795142
rap1gap	25.07787461	27.03052921	25.49756351	29.29628257
rnasen	25.07787461	22.66890759	18.78767837	16.05718778
twf1b	25.07779862	27.29536696	30.23084429	32.93645835
nrgna	25.05006097	24.17721112	27.30648463	30.53127254
CABZ01088509.1	25.02551505	24.9613422	20.41939463	17.98563342
gtf2e2	25.02445114	24.86489236	25.52683139	26.97488815
CU855779.1	25.0214114	17.13981284	13.5475776	29.7142783
SENP2	25.01153223	27.97561481	24.98633416	22.9549938
ddx46	25.00796054	30.38096331	21.83620285	12.59183181
phactr3b	25.00279297	24.05465224	21.54639972	17.58375141
fa2h	25.00203304	48.53134934	37.70405873	36.92022402
C18H15orf59	25.00188105	25.35924388	22.65180537	20.61595909
MTFP1	25.00188105	27.64485942	28.02150277	25.03960124
SHROOM2 (1 of 2)	25.00188105	26.3386091	22.23847644	18.31876353
tpst1l	25.00188105	20.51905902	21.88125494	27.30852711
efna1b	24.99618153	25.70400599	33.30199066	35.39366039
syt13	24.97596725	31.57657276	26.58392586	23.57692713
ypel3	24.95970463	18.36847326	25.62671282	30.02298339
cnot8	24.9340188	28.01837219	24.85852683	27.71261415
BX248120.1	24.93189098	21.68868231	22.81884955	21.93728472
znf259	24.92976316	23.41482733	24.09334431	24.31188271
socs5b	24.92824329	26.35507315	24.02777914	20.46726048
phf17	24.9280913	27.75230577	24.21942624	25.83861595
cdk5r1b	24.92588749	25.44967328	20.64088474	10.06401206
gpatch1	24.92588749	25.01884351	23.08782009	25.27310894
lrrtm1	24.92588749	27.21488971	26.94849629	18.34771169
mylipb	24.92588749	30.91567632	34.38017335	28.22288218
rragc	24.92588749	27.03188074	29.08096169	27.76796622
lonrf1	24.89700994	36.67545206	28.6927469	20.86320586
wfdc1	24.88188722	20.03957429	22.77239159	26.63005438
gpsm2	24.87086815	27.77227151	26.84158545	22.84191501
pard6a	24.86410473	25.13046731	27.47857721	25.53579096
PRR13	24.85171778	26.20063053	34.82749902	29.23086649
als2b	24.84989393	26.88419576	29.47134919	26.74499897
C3H16orf72	24.84989393	27.90766988	33.69448699	29.12044505
farp2	24.84989393	24.18630321	18.60484998	21.6759031
EPS8	24.83287137	26.05054966	26.91098483	21.43023943
pin4	24.82595596	22.07921202	24.02931283	25.89504227
ccdc28a	24.79890225	18.75095525	24.67263106	30.36216322
rb1	24.79350671	31.0908833	26.27022275	30.15635982
LTN1	24.78324758	26.97050915	24.02784305	24.08629053
ldhbb	24.78172771	26.36895701	27.80308004	21.71712032
vps8	24.77732008	25.13968226	26.26536608	23.91622003
LINGO2 (1 of 2)	24.77435633	22.79165077	20.00197587	16.45296354
ufl1	24.77405236	28.71747997	24.37132526	24.36847864
C8H17orf59	24.77390037	29.61262051	24.60284825	25.00471644
csrnp2	24.77390037	22.73027918	22.81360945	19.78963585
dohh	24.77390037	25.91939016	24.49485105	26.05968498
hmg20b	24.77390037	22.67363793	22.54898436	25.52584003
tollip	24.77390037	24.33693698	30.35424227	32.78301043
vps26b	24.77390037	26.40815128	26.75589063	30.41938108
SLC4A8	24.76250134	26.44064934	24.92243049	19.53741361
col14a1	24.76219736	22.09493888	19.29890772	16.41106785
fam65a	24.7369675	29.94687758	24.55293949	22.79843622
smarcc1b	24.72944414	21.08694587	19.26305776	18.37530292
KBTBD2	24.72199677	27.58631375	29.0132877	27.04669318
retsat	24.72176879	24.01269349	30.61024036	35.42345665
ppapdc1b	24.70071857	23.46815119	23.38893418	25.33750731
ostf1	24.69790681	26.47793919	24.53900849	30.47473315
pacsin3	24.69790681	25.88474194	26.59600365	24.91498842
phf20l1	24.69790681	30.16619347	23.27518565	22.10695944
slmapb	24.69790681	26.28202928	28.32223344	25.49949267
stk17a	24.69790681	23.34061624	19.23500405	16.22680596
dnajc2	24.67472878	23.02208603	22.11079691	24.25794413
adcy7	24.63992373	20.27670576	15.59511503	17.80990898
trpm1b	24.63680799	30.52520804	31.06344518	28.10007862
enc1l	24.62434505	24.57320837	22.04676544	19.16685443
FBLIM1	24.62198925	27.9181135	27.32041563	26.77315559
nr2c1	24.62198925	23.11712291	20.44923764	19.90220578
chordc1	24.62191325	23.41710035	24.21949015	27.33566602
dctn4	24.62191325	26.78596435	23.77216447	16.45313315
ipmkb	24.62191325	22.30884866	25.11957331	30.6823458
mesdc2	24.62191325	27.47057394	28.7431669	32.95624713
notch1b	24.62191325	30.66926847	16.67911295	7.519739348
PAQR4 (1 of 2)	24.62191325	26.3507114	25.24290739	19.4495514
SLC19A1	24.62191325	19.43722352	21.35507214	20.01494533
stx4	24.62191325	19.47426764	21.43744396	27.99446303
elk3	24.56886975	24.14047417	25.43365984	22.91304157
arfip2b	24.55215117	24.14317723	24.92243049	25.32959179
dvl2	24.54797152	26.84629158	20.89649941	24.99041197
upf3b	24.54736357	22.11588754	24.15571429	31.7508838
TTBK1 (1 of 2)	24.54652764	25.92473483	22.81380116	16.50950293
pwp1	24.54614767	26.55104448	29.59487498	29.68318164
smarcad1	24.54599569	28.34857468	23.19703146	24.48155743
cdc25	24.54591969	27.21495114	21.73676874	29.90933921
fkbp1b	24.54591969	28.6256376	30.22643493	40.93587791
mff	24.54591969	27.3999874	27.48784324	31.94475738
sdk2b	24.54591969	27.52125618	18.14864169	15.20909688
SNAP47	24.54591969	23.72057948	22.94793496	24.34360131
mpi	24.53148092	27.6952345	24.29195691	23.98208842
phf12a	24.49789176	24.76162345	21.92093912	17.13143626
skib	24.49310417	25.61744686	20.85234198	18.94069685
memo1	24.48915251	31.17381787	27.04952799	26.4604362
klf5a	24.48786061	25.13532052	34.64339256	39.3015502
lepre1	24.48634074	30.95333476	23.58045347	24.4673095
coa3	24.48033725	24.91004563	27.41467354	29.41693763
CHORDC1 (1 of 2)	24.47653757	22.85351382	22.94141679	26.34752703
zgc:161969	24.47053408	24.10109561	23.32477489	25.32993103
ARHGAP35 (2 of 2)	24.47000213	28.70421043	19.50167405	11.36441811
adarb1a	24.46992613	25.2489716	21.7272471	18.65799989
mospd1	24.46992613	23.40598098	29.52349459	30.53262949
PCOLCE (2 of 2)	24.46992613	29.75434649	23.19703146	22.78475369
RNF8	24.46992613	24.53303118	25.75317818	24.53809682
si:ch211-113e8.11	24.46992613	19.65936533	20.98040493	21.59827451
snx7	24.46992613	22.79165077	23.88725498	28.72201195
sap30bp	24.46985014	23.59120153	26.58539565	25.78190694
agk	24.44294842	27.37455413	22.62189845	26.85632504
C11H19orf6	24.42326609	28.42733181	24.53900849	22.27324179
chic2	24.412551	25.25744936	24.02445615	25.11389401
tmem48	24.40745943	26.62113956	21.59995099	29.45702406
rab5ab	24.39454052	28.56064146	30.35705403	29.57038555
POLD4	24.39400857	16.52978294	24.03889838	23.78861062
cept1b	24.39393258	21.59290823	20.46975072	23.58122412
lmbr1	24.39393258	21.0155607	24.16836721	24.82356422
mtmr6	24.39393258	26.13698592	27.67207752	24.65287179
ndst2a	24.39393258	26.53906504	22.43932567	17.92558858
ppp2r2ba	24.39393258	24.20461025	24.41145677	19.05377564
utp6	24.39393258	21.21122487	18.3403527	23.11607453
xpo4	24.39393258	27.89065294	22.81360945	20.97611502
zgc:66427	24.39393258	25.25155179	27.73419188	21.37189078
yif1a	24.39385658	20.33144258	23.96496184	28.49568475
sox14	24.38899299	24.82969124	26.71192491	20.36096642
TCIRG1 (1 of 3)	24.38884101	19.22208509	21.61541568	20.24918804
acy3.2	24.38443338	19.96622327	26.5184246	32.65986763
cdk5rap3	24.36862672	23.22180478	21.34382509	22.78531908
acat2	24.36019143	28.25968109	25.01534643	27.47967185
atpaf1	24.35426394	25.57364512	27.86199922	31.60557756
kdelr3	24.3500083	25.52677172	24.29796385	20.41343498
cib1	24.32743821	24.94708974	28.22069051	31.54790738
casp7	24.32675427	27.52199338	24.69902327	27.02588668
shroom4	24.3216627	26.10934106	22.62349604	21.25881199
epc1	24.31824299	26.69055887	25.36975617	14.1348484
homer3	24.318167	25.06467254	25.17804517	30.96979208
nppa	24.318091	27.21476684	17.50966892	23.63346652
cthrc1a	24.31793902	24.54931093	23.01727044	24.42620536
galnt12	24.31793902	22.02115782	23.13312779	25.95158166
MAT2B	24.31793902	19.37419324	23.89997181	24.31188271
pou2f1b	24.31793902	28.02347113	18.02083436	10.51632721
tp53inp1	24.31793902	29.00363498	32.27767877	20.12802412
sort1a	24.31786302	29.37161877	20.96046699	14.759326
pak1	24.29825668	25.40611727	28.2519394	28.68978449
asb2b	24.26018391	28.44957056	26.00892066	25.05198337
ift172	24.25699218	24.02037262	19.81013706	18.8730192
CD81 (2 of 2)	24.25646023	23.79786222	25.68927451	19.56302596
smad6b	24.24764497	27.68945979	27.2240489	24.14232107
c4	24.24209744	19.10579238	21.40772876	23.35076956
CABZ01034848.1	24.24194546	35.32650579	27.4052158	24.707715
otud7b	24.24194546	24.75965759	21.28011313	25.89504227
polr3e	24.24194546	34.91214006	35.03691134	23.29423016
rapgef1b	24.24194546	24.28594757	21.53553609	20.29781192
SYNPO2L (2 of 2)	24.24194546	36.12261631	29.33402021	17.17406696
fmo5	24.23913369	18.81054528	23.86041544	23.91593733
snx18a	24.22233912	24.33890283	22.11367258	22.91519007
AKR7A3	24.21709556	27.53323562	28.35846682	31.31439968
nf2b	24.21170002	27.09460385	24.34729748	32.51020786
nfs1	24.20638047	28.36798751	32.78258165	29.51367654
mn1a	24.18441833	28.46406875	24.47625509	16.07867275
MRPL32	24.18327843	21.62442337	24.9276706	29.11795732
phax	24.16845968	23.34712814	21.47188804	24.99041197
acaa1	24.16648385	24.75928899	25.88379727	26.91275135
celf3b	24.1659519	21.46408318	19.42729019	16.39648068
fpgs	24.1659519	27.0712593	26.45835515	24.36847864
kifap3b	24.1659519	24.45458121	23.83606814	17.41413323
mrps18b	24.1659519	23.23925176	22.02887241	26.96307141
soul2	24.1659519	28.81392981	29.34513945	40.48412815
txnl4a	24.1659519	24.20651467	25.75388112	31.97783293
vps72	24.16192424	23.97700091	21.85505443	20.35418169
igbp1	24.15310899	26.39752336	25.11439711	25.89605998
ZXDA	24.13578245	23.54045786	22.69506815	20.11920397
slkb	24.12909502	25.92547203	24.02777914	22.89924596
MTA1	24.12651124	24.69607442	23.19703146	20.01494533
AIM1L	24.12476339	30.41075832	35.4386098	30.9270483
C21H17orf85	24.11473224	28.86184757	24.35170684	19.02618442
yipf6	24.10006548	25.45587802	25.93217235	30.62682412
BX294110.1	24.09778567	25.49494942	23.1977983	21.7686277
pdxdc1	24.09596183	26.35488885	26.68981424	27.64962927
cadpsa	24.09299808	20.77197877	17.63869042	13.56956754
myl9a	24.09003433	25.56651889	30.03453222	39.44906148
AL929286.1	24.08995834	25.57020487	24.16255198	24.08945673
CCDC88C	24.08995834	26.79272199	22.28039725	19.05383218
dmap1	24.08995834	23.94481	23.44555282	24.7642544
heatr5a	24.08995834	30.59573315	23.26087122	19.27993322
KPNA6	24.08995834	31.14654161	24.09820099	24.71212507
mrps11	24.08995834	22.69225214	24.53900849	28.83509073
mrps24	24.08995834	21.96697389	21.09338662	22.28522814
nos1apa	24.08995834	25.80186879	23.13536442	20.07148473
prickle2	24.08995834	24.51189822	19.81013706	19.05439758
TBC1D8B	24.08995834	28.58589043	25.28642579	20.63699174
xpc	24.08995834	24.57007529	22.04695715	21.9480272
gcsha	24.08828648	23.98351281	26.44416854	28.59016208
pelo	24.03250721	28.99798314	28.44914612	28.60893316
TMEM134	24.03197525	24.11534807	27.73438359	28.6089897
baxa	24.0242999	26.49655339	29.71565292	27.3650665
bcl11ba	24.02391993	27.64731674	18.27657684	9.442078731
bdnf	24.01898035	22.95162235	23.07638134	17.77604189
ubr3	24.01480071	29.22854127	24.53900849	19.05468027
brox	24.01396478	24.45058806	22.23847644	27.25204425
ddx39b	24.01396478	23.83736365	22.75187851	21.1457332
fkbp7	24.01396478	22.2942276	19.17218674	22.72877969
impdh1a	24.01396478	24.72851105	24.28345772	25.92783512
rnf103	24.01396478	23.41009699	27.67028822	25.16003015
si:ch211-11k18.4	24.01396478	27.47911313	21.66724155	25.27684054
si:dkey-11e23.5	24.01396478	32.14605686	25.24194883	14.19941639
reep5	23.98964684	20.86050375	20.41696629	20.22063565
slc8a1b	23.98007165	29.54928307	20.20391146	10.06401206
matn3b	23.97292826	42.57210058	27.05272317	40.54355106
ptplad1	23.96327707	25.84855789	29.56605443	32.73630889
EML4 (1 of 2)	23.96038932	29.3930589	19.17333701	15.15255748
mycl1b	23.95051016	22.6073517	25.24194883	28.2131574
uchl5	23.94655849	17.13981284	18.97938938	29.83459413
sorbs3	23.94435468	25.40839029	19.52825798	26.08801122
polr2c	23.93842718	24.30443891	26.77576467	30.66069121
C20H12orf57	23.93827519	22.94977936	24.66681582	26.5169756
cyp20a1	23.93797122	24.22617324	25.43365984	24.48155743
ENSDARG00000087867	23.93797122	27.57980185	26.77678713	18.2656165
foxn2b	23.93797122	25.19374332	22.40762945	23.12472506
LSM12 (2 of 2)	23.93797122	21.62442337	25.89031545	27.76395192
phf16	23.93797122	24.95655042	22.08977261	17.6402908
scg2a	23.93797122	33.60570544	21.40772876	15.26563627
zic5	23.93797122	24.86157497	22.56962525	20.05118708
chmp7	23.91008158	25.55951552	26.71333079	25.16025631
fam132a	23.90932165	21.08018824	17.58002686	21.77722169
znf648	23.90081037	20.70292805	26.39483491	19.16747636
cldnc	23.86440945	21.87015545	22.28256997	33.24601153
ENSDARG00000062397	23.86395349	30.40934536	27.1195025	24.99109044
CNKSR2 (2 of 2)	23.86197766	28.42456732	23.57272112	17.69993986
lect2l	23.86197766	17.89457894	18.14864169	32.11861602
myeov2	23.86197766	19.17828334	26.2500292	32.96246647
smcr7a	23.86197766	25.86582057	22.68612164	23.76141517
tssc1	23.86197766	30.65507745	28.63031302	25.12107451
usp22	23.86197766	24.57345411	20.21828979	16.7356605
slc1a1	23.83325209	23.22168191	24.92268611	23.06807259
AP3B1 (2 of 2)	23.83264415	24.51109959	21.7516583	23.05286349
smad6a	23.82390489	26.55104448	29.39453698	27.06602965
ccdc22	23.80528646	26.82159551	22.74970578	22.89845441
cers5	23.79951095	22.59021189	26.7117332	26.29901623
KAT5 (1 of 2)	23.79198759	17.87713196	23.92355226	24.07560458
eif4ebp3	23.78757996	21.30128568	23.90016352	33.35824222
OSGIN1	23.78636407	25.09072014	30.59151659	23.01147665
ATP6AP1L (1 of 2)	23.7859841	19.59713368	22.56943354	21.60070571
cyp51	23.7859841	53.60448821	41.47239413	28.9578943
rcc1	23.7859841	27.73160285	24.50111361	22.84191501
srp68	23.7859841	30.96224255	21.34382509	16.62258172
srsf2b	23.7859841	27.66728247	27.58165383	27.61140864
zgc:136851	23.7859841	24.02319854	24.22728639	28.43931498
C3H22orf32	23.75558668	21.93158847	28.22433302	28.42608476
hoxa3a	23.72093361	22.8570155	23.71311748	23.71674905
rx1	23.71569006	23.28968827	18.59596737	19.61916958
igsf9b	23.71219435	20.94866014	15.1451693	15.8875696
pank1a	23.71006653	29.99117079	29.26787991	25.26355378
stx12l	23.71006653	20.64167933	19.61842606	18.56753686
zgc:55764	23.71006653	24.38890931	20.25746274	22.44630888
C2H2orf82	23.70999054	20.88218961	21.70858723	25.22069692
clic1	23.70999054	22.31241177	26.00879285	28.10861607
FAT2	23.70999054	23.65177449	20.06581564	23.46673185
mkln1	23.70999054	25.76255166	25.68972184	25.84647493
si:dkey-6n6.1	23.70999054	24.5807032	29.9069805	24.42501803
TTC31	23.70999054	25.86760212	27.79835117	35.1113592
stxbp1b	23.68772443	21.09222911	17.88299415	14.33132279
elmod2	23.68506465	22.98608628	22.84549738	32.17074534
C19H1orf85	23.6821009	22.72198572	25.35007384	23.01153319
selm	23.64904371	19.98686476	30.16253127	25.21668262
cpvl	23.64759983	30.72990287	32.93249966	28.85188293
capn5a	23.64030445	25.31046606	24.11999214	24.87733318
fam195b	23.63886057	20.2743713	26.60935952	28.4989075
mtap	23.63688474	27.3743084	26.96734787	32.32221437
sphkap	23.63445294	24.94297373	22.24045745	13.51291507
zgc:65772	23.63399698	24.65810881	22.50699965	10.18404519
zgc:101000	23.62525772	19.72104408	23.91939852	23.83186326
homer1b	23.61667045	23.01428403	21.4031916	27.45558607
epdl1	23.60002786	16.77465496	24.09308869	24.707715
USP31	23.56940246	23.74410832	24.79500658	19.61916958
uchl3	23.55845938	27.27718279	27.35083378	35.82833525
dyrk1ab	23.5582314	26.23392723	19.49061872	14.02176961
pitpnab	23.55807942	34.1451488	25.37614654	16.62258172
C7H7orf43	23.55800342	20.4192918	17.76521969	19.4495514
CABZ01117349.1	23.55800342	29.63037466	24.34729748	16.22703212
fam184a	23.55800342	22.48890884	20.3213664	15.66141203
flii	23.55800342	31.20797463	23.13312779	17.06206242
gmeb1	23.55800342	24.81924762	25.18302965	17.07489687
TMEM179B (2 of 2)	23.55800342	20.71011572	25.30591641	23.63380576
ttc27	23.55800342	28.20254838	25.1924874	24.38080423
si:dkey-227h16.2	23.54303269	14.74116054	10.82508964	17.76326398
si:dkey-181m9.5	23.51514305	24.31832277	22.79041242	29.22170711
znf423	23.50761969	15.3326991	17.58641722	25.31884931
7-Sep	23.50526389	27.28535338	21.31372646	17.68529616
stk10	23.50306008	29.52974737	28.48205651	31.81878761
suz12a	23.50085626	24.96349236	22.17629817	18.14914534
IQSEC2	23.49386486	29.39410326	25.43385155	23.23769077
dgcr2	23.48725342	17.07844125	18.91606084	29.28740588
fam84a	23.48611351	26.23214567	26.96734787	22.67229683
cldn5b	23.48254182	20.93643497	24.56834027	31.61767699
bag6l	23.48200986	32.73820975	23.07293054	17.01903595
BSN (2 of 2)	23.48200986	32.75326084	17.63817919	6.106254508
disp2	23.48200986	23.29202272	23.64442104	16.17043619
eaf1	23.48200986	21.4546225	25.14884119	26.43080956
exoc5	23.48200986	27.95233169	25.62549865	22.16344229
pgp	23.48200986	27.74874266	27.92686144	26.33096099
pak1ip1	23.4732706	21.22148418	19.10719671	26.94910618
sh3bp4a	23.45495616	24.27138794	21.80802133	21.76766653
twsg1a	23.45412023	27.4061307	22.62573267	25.17795314
MRPL18	23.45374026	26.40851987	23.13306389	26.91054632
gadd45ab	23.44804074	18.49146217	19.61842606	18.48838171
vps53	23.44750879	25.74043577	25.1141415	22.78537562
lin7b	23.44082135	15.05354745	6.965499805	25.83844633
mkrn2	23.42805443	25.1916546	22.01385505	21.25881199
shha	23.42661056	23.24699232	22.95119405	25.05758077
ints8	23.42471072	18.01468049	15.01736196	18.37569869
C6 (1 of 2)	23.41277973	26.53224598	16.90565145	26.16009894
EDEM3	23.40822012	33.92122544	27.73419188	24.05949085
haao	23.40738419	27.16347027	24.28339382	35.34379265
FARP1 (1 of 2)	23.40708021	31.39233513	19.49982085	12.55174538
ajuba	23.4060163	24.19078782	25.1141415	23.97292904
C13H20orf194	23.4060163	27.53182266	18.500687	11.13826054
DVL3 (1 of 2)	23.4060163	22.36247968	21.02737413	19.08792544
dync1i1	23.4060163	27.11352522	24.07730449	21.18977739
ENSDARG00000015557	23.4060163	22.91451681	29.33171968	30.93298493
fstl3	23.4060163	25.92473483	31.42341454	29.96474782
impg1a	23.4060163	26.92173133	22.50367666	20.52379988
npdc1	23.4060163	29.57477777	27.94092025	24.42501803
pcnxl2	23.4060163	28.25986539	25.75062203	14.24804027
tapt1b	23.4060163	20.45922326	23.64486837	23.01153319
ARL14EP	23.39841695	21.6510853	21.11211039	21.59804835
rpf1	23.38169836	22.91764989	19.74623339	22.84191501
mau2	23.35114895	19.8420057	25.30732229	18.99723625
AGAP2	23.34932511	24.71505722	22.30238011	18.82761807
cyp1c1	23.33427838	25.97799726	179.6114833	214.2565974
fzd10	23.33040271	26.23276	23.65790471	19.52129989
rab8b	23.33032672	21.99369726	20.22282695	25.92291619
clec16a	23.33002274	26.35888199	20.90921624	18.03606656
H6PD	23.33002274	30.76141801	28.97884362	30.19282773
htatip	23.33002274	17.3242962	20.99471935	19.2800463
lman2lb	23.33002274	26.41798056	27.0951552	31.49244223
rnf121	23.33002274	26.68564423	33.54968128	28.32623619
SLC36A4	23.33002274	28.46271723	24.28339382	24.93573838
mrps2	23.31307618	26.416199	23.89997181	23.63346652
prpf18	23.30061324	23.91513785	30.80156794	27.64776347
PPID	23.27659927	29.12760681	26.25143508	22.70774703
vps41	23.27652328	25.70978069	26.00872895	19.27987668
cacng1	23.27363552	27.16568186	31.63231563	34.94626417
strumpellin	23.26580819	24.75750744	24.60291215	20.07148473
POLR2L	23.25798085	23.55575468	26.00879285	30.81419567
junbb	23.25653697	100.1395101	61.4727085	37.48561795
tmed1b	23.25646098	24.32747629	20.89649941	24.31193925
vasnb	23.25418117	26.06357346	24.16255198	25.44272712
EPB41L3 (2 of 2)	23.25410518	29.86345154	25.76480865	14.36100597
mrpl17	23.25410518	15.66542034	19.10726062	25.7824158
ASAP1 (1 of 2)	23.25402918	31.50979507	20.3213664	9.216203853
hopx	23.25402918	21.90191632	28.94229073	31.26628466
hspb11	23.25402918	28.32062265	37.19858072	30.47473315
pcolce2b	23.25402918	32.41992527	24.71825828	24.19886046
ubfd1	23.25402918	18.80470914	27.93683041	30.64457749
WIPF2 (2 of 2)	23.25402918	29.90098711	27.54433409	26.6398357
wu:fb59d01	23.25402918	21.85276991	43.39059053	68.40079298
mmrn2a	23.2291033	22.27186598	17.18401583	15.87111664
C2H1orf21	23.22271984	25.04169659	27.22385719	25.6701851
wdr45	23.21831221	20.39711448	25.88098551	27.16135507
SGMS1 (2 of 2)	23.2113968	21.51838997	25.17804517	29.34394528
lhx9	23.1819113	24.94186793	22.04676544	16.56604232
tbc1d17	23.18107537	27.03046778	23.52926663	29.96638746
fundc2	23.17856758	24.8632951	29.77942878	33.18873712
MRPS35	23.17856758	25.37232911	22.16747947	27.59122407
znf687b	23.17826361	31.17000903	25.56146717	17.41407669
bcas3	23.17811162	28.11611212	21.88847605	20.98934524
aftpha	23.17803562	28.09835798	25.74640439	20.8331269
cenpf	23.17803562	22.4242813	18.27676855	19.11031504
kcnip1a	23.17803562	20.37641155	23.00532046	13.2867575
SLC27A5 (4 of 4)	23.17803562	24.77280426	23.83747402	20.80649684
slc51a	23.17803562	33.37705174	21.33366441	33.07554525
nosip	23.17165217	19.04736957	20.54375117	24.20083934
c3b	23.16306489	22.59789102	13.5666848	30.31325664
fibpa	23.15341371	21.6257749	22.04676544	26.38789616
cnot6l	23.13737907	25.92792935	20.62535615	29.00482199
slc10a3	23.1299317	28.25587225	27.90315318	15.43779872
RIN3	23.11967257	21.80927533	20.72408732	19.27993322
hand2	23.11860866	23.2434292	23.03375759	22.89845441
UGT8	23.11009738	23.61577474	25.89408577	30.8705089
kctd5	23.10257402	25.69933708	20.82070966	22.84191501
wnt9b	23.10227005	24.55950881	23.96477013	27.34573003
cry1b	23.10204207	26.416199	19.17704342	19.16685443
nup88	23.10204207	27.57771313	24.81366645	30.60714841
pef1	23.10204207	25.50066269	27.0951552	24.7151782
sema6dl	23.10204207	28.87351984	21.7446928	17.90857022
si:ch211-288d18.1	23.10204207	24.39628127	21.66347124	22.50437483
trim35-28	23.10204207	24.36071155	21.98298958	21.4314833
icln	23.05492606	22.7917122	24.2847997	21.96046587
smtnl	23.04132321	30.25754437	28.48416533	13.65579012
im:7158374	23.02779636	26.60277109	26.77985451	24.82085033
dlg1l	23.02620049	29.31897067	21.73140084	15.8875696
tmem181	23.02620049	23.70743281	24.53900849	20.46726048
CIT (1 of 2)	23.02604851	33.305728	16.67885733	8.424369646
ENSDARG00000060661	23.02604851	27.03519812	21.21601775	11.92981205
gc	23.02604851	20.45805603	31.44060462	31.71859981
MTR	23.02604851	32.2363634	27.99114853	19.16685443
parp16	23.02604851	21.55801427	24.70228236	27.83988433
slc39a13	23.02604851	20.08859785	23.10507408	20.46726048
slc4a2b	23.02604851	27.7078897	27.28686621	28.43931498
tppp3	23.02604851	24.36906645	19.9379444	19.98888067
zc3h7a	23.02604851	27.95202452	22.74983359	24.59463621
zgc:158340	23.02604851	22.20054224	25.1141415	23.69006246
zhx3	23.02604851	21.32708755	20.96046699	24.93596453
sept9b	23.02597251	23.40598098	22.55799478	23.66597667
gmpr2	23.00279448	25.42178269	28.2640811	21.39959508
AEBP1 (1 of 2)	22.99929877	33.50692114	21.4537394	21.77213315
fam63a	22.98235221	23.34614521	24.02777914	24.21254299
rbm15b	22.97931247	26.02757371	21.66558006	16.92348437
hmga2	22.97558878	31.67941164	13.80319227	9.753441171
fam65b	22.96836939	22.07650897	17.3630739	14.7182784
si:dkey-12h9.6	22.95621042	19.16710253	21.34861787	17.69728251
pnpla8	22.95104286	23.36850683	22.34462043	19.67966673
znf131	22.95035892	23.85026458	20.40795587	18.48838171
gpr126	22.95020693	23.41378297	24.66681582	18.71453928
amt	22.95013094	23.52884702	21.62755738	23.40730895
rrm2b	22.95013094	23.28311493	24.66732705	24.77810655
BRD1 (1 of 2)	22.95005495	24.08174421	21.98298958	16.67912111
mob3a	22.95005495	23.52872415	24.28339382	27.7608988
mogs	22.95005495	27.53489431	24.60297606	26.96929075
zgc:153675	22.94997895	22.38649999	23.84872107	23.74654531
tarsl2	22.88378856	19.68522863	21.08827432	22.44659157
znf654	22.88325661	22.05445452	18.85771679	21.82697636
pptc7	22.88196472	26.62083239	26.24894283	28.51841359
zgc:110789	22.88021687	15.4368895	13.22805926	16.7359432
AUTS2 (2 of 2)	22.87892497	19.74721455	19.98357161	17.6402908
gcshb	22.87664517	19.080912	24.47580776	40.02989067
bhlhe23	22.87406139	22.48454709	24.28339382	20.18456351
ctps1b	22.87406139	24.6984703	35.21092103	34.99788464
cyb5r1	22.87406139	22.89780703	25.88168845	24.71625245
ENSDARG00000061719	22.87406139	24.70387641	20.19355907	21.03265442
kif23	22.87406139	21.44012431	18.30117975	22.1156665
KLHL29 (1 of 2)	22.87406139	23.53443742	22.30238011	14.64370294
rabggtb	22.87406139	24.14311579	24.41171238	24.87727664
smx5	22.87406139	22.85308379	26.26440752	30.36165436
SYNGAP1 (2 of 2)	22.87406139	24.94352662	24.73071949	25.66888469
slc27a1b	22.87398539	28.51763835	31.58962798	30.92789639
NEDD9 (1 of 2)	22.85802675	27.34242466	18.33121447	20.67102846
FP245444.1	22.85171928	21.30527883	21.09709303	21.06092411
agfg1a	22.85004742	29.80294001	25.18469115	26.77061132
rcl1	22.84176412	23.64126945	20.76869208	25.16534485
paf1	22.81212664	27.13404385	22.69379008	16.905731
frem1a	22.80437529	22.73021775	18.91548571	11.87332919
zgc:163023	22.79882776	21.15175771	21.90950036	25.50616432
lamb4	22.79814382	29.25907348	21.9904024	21.68449709
aldh8a1	22.79806783	21.37973565	23.61649514	35.99212987
