sample_SRR5892254	sample_SRR5892255	sample_SRR5892257
ENSGACG00000016426	2.07029848526208	1.35683100957968	0.9944474156455
ENSGACG00000016428	0.376417906411286	0.67841550478984	0.764959550496538
ENSGACG00000016431	0.376417906411286	0.135683100957968	0.305983820198615
ENSGACG00000016437	19.4796266567841	17.9101693264518	15.9876546053776
ENSGACG00000016443	179.833654787992	188.599510331575	174.56376942331
ENSGACG00000016447	227.074102042609	227.811926508428	237.825924249374
ENSGACG00000016449	119.042162902569	125.642551487078	138.610670549973
ENSGACG00000016452	24.5612683933364	24.4229581724342	28.074015503223
ENSGACG00000016458	20.7970893292236	21.9806623551908	20.0419402230093
ENSGACG00000016464	2.72902982148183	1.89956341341155	1.14743932574481
ENSGACG00000016470	0	0	0
ENSGACG00000016472	77.3538797675193	78.5605154546634	74.8130440385614
ENSGACG00000016474	29.6429101298888	32.0212118260804	30.5983820198615
ENSGACG00000016479	2.1644029618649	2.17092961532749	1.52991910099308
ENSGACG00000016483	0	0	0
ENSGACG00000016488	86.6702229511987	80.8671281709489	89.500267408095
ENSGACG00000016495	0.188208953205643	0	0.229487865148961
ENSGACG00000016496	0	0	0
ENSGACG00000016498	0	0.271366201915936	0
ENSGACG00000016501	0	0	0
ENSGACG00000016511	0	0	0
ENSGACG00000016513	0.564626859616929	0.67841550478984	0.229487865148961
ENSGACG00000016524	30.9603728023283	25.7797891820139	25.5496489865844
ENSGACG00000016536	2.25850743846772	2.98502822107529	3.59530988733373
ENSGACG00000016544	15.9036565458768	17.5031200235779	15.0697031447818
ENSGACG00000016550	0	0	0
ENSGACG00000016556	0	0	0
ENSGACG00000016558	0	0	0
ENSGACG00000016571	0.188208953205643	0.271366201915936	0.229487865148961
ENSGACG00000016577	22.3968654314715	22.7947609609386	21.2658755038038
ENSGACG00000016581	0	0.271366201915936	0
ENSGACG00000016587	18.1621639843446	20.0810989417793	21.1128835937045
ENSGACG00000016609	148.779177509061	161.191523938066	161.25347324467
ENSGACG00000016624	98.0568646201401	100.948227112728	96.6143912277128
ENSGACG00000016634	0	0	0.152991910099308
ENSGACG00000016641	45.0760442927515	39.6194654797266	43.755686288402
ENSGACG00000016642	2.1644029618649	3.66344372586513	2.29487865148961
ENSGACG00000016645	45.1701487693544	40.2978809845165	40.9253359515648
ENSGACG00000016649	1.50567162564515	0.814098605747808	0.382479775248269
ENSGACG00000016652	80.8357454018237	92.4001917523762	81.6211840379806
ENSGACG00000016656	0	0	0
ENSGACG00000016658	0	0	0
ENSGACG00000016664	186.703281579998	175.302566437695	197.053580207908
ENSGACG00000016665	2641.13624033479	2639.03631363248	2685.3905020181
ENSGACG00000016673	4.7993283067439	5.69869024023465	5.20172494337646
ENSGACG00000016676	123.088655396491	118.994079540138	121.781560439049
ENSGACG00000022533	0	0	0
ENSGACG00000016683	0	0	0
ENSGACG00000016686	2.634925344879	3.12071132203326	3.51881393228408
ENSGACG00000016689	0	0	0
ENSGACG00000016691	0	0	0
ENSGACG00000016692	0.0941044766028216	0.407049302873904	0.0764959550496538
ENSGACG00000016693	4.23470144712697	3.25639442299123	3.28932606713511
ENSGACG00000016695	59.4740292129832	55.087338988935	61.3497559498224
ENSGACG00000016697	0.0941044766028216	0	0.305983820198615
ENSGACG00000016706	4.61111935353826	5.97005644215059	4.20727752773096
ENSGACG00000016709	0	0	0.0764959550496538
ENSGACG00000016712	13.5510446308063	11.2616973795113	12.5453366281432
ENSGACG00000016715	14.4920893968345	15.0608242063344	13.7692719089377
ENSGACG00000016720	15.1508207330543	12.3471621871751	13.6162799988384
ENSGACG00000016721	9.50455213688498	9.22645086514182	9.02652269585915
ENSGACG00000016725	15.7154475926712	14.6537749034605	18.5120211220162
ENSGACG00000016731	22.0204475250603	19.2670003360314	19.0474928073638
ENSGACG00000016734	29.4547011766832	29.443232907879	28.7624790986698
ENSGACG00000016736	13.8333580606148	13.7039931967548	12.3923447180439
ENSGACG00000016744	0	0	0
ENSGACG00000016745	24.1848504869251	24.2872750714763	22.4898107845982
ENSGACG00000016749	165.812087774172	172.453221317577	166.531694143096
ENSGACG00000016750	415.283055248252	424.281056695566	435.41497614263
ENSGACG00000016751	254.364400257427	272.858716026474	279.133739976187
ENSGACG00000016755	0.941044766028216	0.407049302873904	0.535471685347577
ENSGACG00000016757	32.183730998165	31.7498456241645	30.3688941547126
ENSGACG00000016763	1.41156714904232	0.814098605747808	0.841455505546192
ENSGACG00000016772	391.568727144341	399.993781624089	398.543925808696
ENSGACG00000016791	1.50567162564515	2.44229581724342	1.45342314594342
ENSGACG00000016794	5.45805964296365	5.56300713927669	5.43121280852542
ENSGACG00000016796	0	0	0
ENSGACG00000016798	209.758878347689	216.143179826043	209.598916836051
ENSGACG00000016803	79.2359692995758	86.8371846130995	76.0369793193559
ENSGACG00000016808	192.255445699565	184.664700403794	192.922798635227
ENSGACG00000016810	0.846940289425394	0.814098605747808	0.841455505546192
ENSGACG00000016811	0	0.542732403831872	0.152991910099308
ENSGACG00000016814	1.59977610224797	1.76388031245358	0.917951460595846
ENSGACG00000021401	0	0	0
ENSGACG00000016819	2.72902982148183	2.30661271628545	3.13633415703581
ENSGACG00000016821	47.8991785908362	43.5542754075077	47.9629638161329
ENSGACG00000016824	1.78798505545361	1.76388031245358	2.44787056158892
ENSGACG00000016828	0	0.135683100957968	0
ENSGACG00000016829	82.1532080742632	77.2036844450838	82.6921274086758
ENSGACG00000016847	0.188208953205643	0	0.152991910099308
ENSGACG00000016848	929.469915406069	934.178150095609	936.616473627961
ENSGACG00000016854	0.188208953205643	0	0.0764959550496538
ENSGACG00000016856	0.282313429808465	0.67841550478984	0.535471685347577
ENSGACG00000016859	73.8720141332149	68.3842828828158	71.8297017916249
ENSGACG00000016862	0	0	0.0764959550496538
ENSGACG00000016868	14.3038804436289	12.2114790862171	14.0752557291363
ENSGACG00000016876	96.0806706114808	87.5156001178893	87.9703483071019
ENSGACG00000016877	19.7619400865925	20.4881482446532	21.9543390992506
ENSGACG00000016886	6.39910440899187	4.74890853352888	5.50770876357508
ENSGACG00000016892	316.002832432275	319.398019655056	307.743227164757
ENSGACG00000016896	1.50567162564515	1.49251411053765	1.91239887624135
ENSGACG00000016900	0	0.135683100957968	0.0764959550496538
ENSGACG00000016901	0.470522383014108	0.407049302873904	0.535471685347577
ENSGACG00000016902	1.88208953205643	1.76388031245358	2.14188674139031
ENSGACG00000016903	3.57597011090722	3.12071132203326	2.60086247168823
ENSGACG00000016915	8.75171632406241	7.86961985556214	7.42010763981642
ENSGACG00000016919	1.97619400865925	1.62819721149562	0.9944474156455
ENSGACG00000016922	8.93992527726805	8.14098605747808	7.34361168476677
ENSGACG00000016923	0	0	0
ENSGACG00000016924	0.0941044766028216	0.135683100957968	0.0764959550496538
ENSGACG00000016927	5.17574621315519	6.51278884598246	4.58975730297923
ENSGACG00000016930	0.564626859616929	0.407049302873904	1.14743932574481
ENSGACG00000016933	0.0941044766028216	0	0.0764959550496538
ENSGACG00000016934	113.584103259606	106.782600453921	114.208460889133
ENSGACG00000016958	24.9376862997477	22.1163454561488	22.1838269643996
ENSGACG00000016967	132.781416486581	127.949164203364	137.998702909576
ENSGACG00000016971	0.188208953205643	0.135683100957968	0.305983820198615
ENSGACG00000016974	0	0	0
ENSGACG00000016977	97.586342237126	90.6363114399226	98.5267901039541
ENSGACG00000016978	0	0	0
ENSGACG00000016980	165.812087774172	166.483164875427	171.503931221324
ENSGACG00000016999	0	0	0.0764959550496538
ENSGACG00000017001	24.7494773465421	21.4379299513589	25.3966570764851
ENSGACG00000017004	11.8571640519555	9.63350016801572	9.33250651605777
ENSGACG00000017006	15.9977610224797	17.096070720704	17.900053481619
ENSGACG00000017010	22.3968654314715	22.9304440618966	23.1017784249955
ENSGACG00000017013	9.50455213688498	10.0405494708896	9.944474156455
ENSGACG00000017014	0.470522383014108	0	0.305983820198615
ENSGACG00000017015	0.376417906411286	0.542732403831872	0.688463595446884
ENSGACG00000017017	0.658731336219751	0	0.611967640397231
ENSGACG00000017018	220.204475250603	225.640996893101	228.952393463614
ENSGACG00000017022	1.69388057885079	1.89956341341155	1.68291101109238
ENSGACG00000017027	122.524028536874	133.51217134264	117.421291001219
ENSGACG00000017029	18.7267908439615	21.166563749443	20.5009159533072
ENSGACG00000017031	7.15194022181444	7.73393675460417	7.19061977466746
ENSGACG00000017032	829.060438870858	776.243020580535	831.970007120035
ENSGACG00000017040	114.431043549031	109.224896271164	110.842638866948
ENSGACG00000017049	0.188208953205643	0.542732403831872	0.229487865148961
ENSGACG00000017051	196.301938193486	204.745799345574	208.680965375456
ENSGACG00000017059	2.91723877468747	2.44229581724342	3.21283011208546
ENSGACG00000017062	6.39910440899187	6.51278884598246	6.9611319095185
ENSGACG00000017064	32.8424623343847	29.9859653117109	30.8278698850105
ENSGACG00000017074	0.282313429808465	0.135683100957968	0.305983820198615
ENSGACG00000017076	0.376417906411286	0.542732403831872	0.0764959550496538
ENSGACG00000017077	3.95238801731851	4.34185923065497	3.74830179743304
ENSGACG00000017078	0	0	0
ENSGACG00000017079	177.010520489907	186.021531413374	190.168944253439
ENSGACG00000017080	346.963205234603	384.797274316797	374.830179743304
ENSGACG00000017081	191.314400933536	213.02246850401	196.135628747312
ENSGACG00000017083	6.9637312686088	5.29164093736075	6.11967640397231
ENSGACG00000017103	193.290594942196	206.238313456111	203.708728297228
ENSGACG00000017106	77.0715663377109	74.4900224259244	76.4194590946042
ENSGACG00000017113	0	0.135683100957968	0.0764959550496538
ENSGACG00000017117	0.658731336219751	0.135683100957968	0.305983820198615
ENSGACG00000017122	0.188208953205643	0.135683100957968	0.152991910099308
ENSGACG00000017127	39.6179846497879	40.1621978835585	41.99627932226
ENSGACG00000017128	110.102237625301	117.5015654296	121.399080663801
ENSGACG00000017135	5.55216411956647	5.02027473544481	5.27822089842611
ENSGACG00000017138	40.5590294158161	40.7049302873904	42.9142307828558
ENSGACG00000017146	74.4366409928319	68.1129166808999	77.8728822405476
ENSGACG00000017153	52.3220889911688	47.0820360324149	54.9240957256514
ENSGACG00000017170	0.564626859616929	0.542732403831872	1.07094337069515
ENSGACG00000017174	5.45805964296365	5.29164093736075	5.12522898832681
ENSGACG00000017178	0.0941044766028216	0	0.152991910099308
ENSGACG00000017181	2.634925344879	3.12071132203326	4.13078157268131
ENSGACG00000017183	113.772312212811	104.204621535719	105.105442238224
ENSGACG00000017189	34.4422384366327	33.3780428356601	39.0129370753234
ENSGACG00000017190	0.0941044766028216	0.271366201915936	0.152991910099308
ENSGACG00000017195	0	0	0
ENSGACG00000017204	0	0	0
ENSGACG00000017211	4.04649249392133	1.89956341341155	2.14188674139031
ENSGACG00000017212	1.41156714904232	1.08546480766374	1.37692719089377
ENSGACG00000017216	0	0	0
ENSGACG00000017218	56.462685961693	58.7507827148001	59.2843651634817
ENSGACG00000017237	294.264698337023	282.492216194489	294.126947165919
ENSGACG00000017253	152.166938666763	134.054903746472	149.243608301875
ENSGACG00000017257	0	0	0
ENSGACG00000017258	0	0	0
ENSGACG00000017263	0	0	0
ENSGACG00000017265	25.2199997295562	23.0661271628545	24.3257137057899
ENSGACG00000017268	0.0941044766028216	0	0.0764959550496538
ENSGACG00000017286	33.8776115770158	32.1568949270384	28.9154710087691
ENSGACG00000017288	132.593207533376	131.883974131145	138.228190774724
ENSGACG00000017304	0.188208953205643	0.407049302873904	0.0764959550496538
ENSGACG00000017306	0.188208953205643	0.542732403831872	0.0764959550496538
ENSGACG00000017312	161.76559528025	155.357150596873	166.990669873394
ENSGACG00000017316	134.757610495241	137.854030573295	130.34910740461
ENSGACG00000017318	6.30499993238905	5.97005644215059	7.26711572971711
ENSGACG00000017320	36.9830593049089	37.0414865615252	35.8766029182876
ENSGACG00000017324	117.160073370513	114.923586511399	127.059781337475
ENSGACG00000017326	148.590968555855	148.165946246101	150.391047627619
ENSGACG00000017330	2.25850743846772	3.52776062490717	2.44787056158892
ENSGACG00000017332	528.490740601446	566.612629600474	527.516106022413
ENSGACG00000017334	207.970893292236	211.529954393472	224.821611890933
ENSGACG00000017346	2.1644029618649	1.22114790862171	1.83590292119169
ENSGACG00000017349	100.315372058608	98.9129805983586	97.6853345984079
ENSGACG00000017351	1.78798505545361	1.89956341341155	1.988894831291
ENSGACG00000017353	113.019476399989	108.003748362542	117.11530718102
ENSGACG00000017357	0.282313429808465	0.407049302873904	0
ENSGACG00000017362	0	0	0
ENSGACG00000017367	123.465073302902	104.475987737635	112.60204583309
ENSGACG00000017372	0	0.135683100957968	0
ENSGACG00000017379	0.0941044766028216	0.271366201915936	0.0764959550496538
ENSGACG00000017410	94.3867900326301	86.9728677140574	101.816116171089
ENSGACG00000017411	326.260220381982	321.026216866552	330.462525814505
ENSGACG00000017415	97.9627601435373	93.8927058629138	90.3417229136412
ENSGACG00000017418	0	0	0
ENSGACG00000017424	6.77552231540315	8.41235225939401	7.42010763981642
ENSGACG00000017428	89.3051482960777	87.9226494207632	88.9647957227474
ENSGACG00000017430	214.46410217783	221.02777146053	221.685277733897
ENSGACG00000017434	2.91723877468747	2.30661271628545	3.21283011208546
ENSGACG00000017435	53.1690292805942	57.6653179071364	50.1813465125729
ENSGACG00000017440	2.35261191507054	1.49251411053765	1.22393528079446
ENSGACG00000022795	0	0	0
ENSGACG00000017441	126.852834460604	128.22053040528	123.617463360241
ENSGACG00000017457	138.427685082751	137.311298169464	144.500859088796
ENSGACG00000017461	29.4547011766832	28.4934512011733	29.833422469365
ENSGACG00000017463	33.3129847173988	32.9709935327862	32.7402687612518
ENSGACG00000017466	0	0	0
ENSGACG00000017467	2.07029848526208	2.57797891820139	2.83035033683719
ENSGACG00000017470	0	0.135683100957968	0
ENSGACG00000017478	1.03514924263104	2.98502822107529	2.29487865148961
ENSGACG00000017482	14.0215670138204	13.4326269948388	13.8457678639873
ENSGACG00000017483	0.0941044766028216	0.135683100957968	0.0764959550496538
ENSGACG00000017485	18.6326863673587	22.7947609609386	17.5940696614204
ENSGACG00000017486	0.0941044766028216	0.407049302873904	0.152991910099308
ENSGACG00000017489	6.30499993238905	5.97005644215059	7.26711572971711
ENSGACG00000017493	90.6226109685172	86.9728677140574	86.1344453859102
ENSGACG00000017497	1.41156714904232	0.949781706705775	1.60641505604273
ENSGACG00000017504	66.5318649581949	59.5648813205479	64.0271143765602
ENSGACG00000017509	0	0	0
ENSGACG00000017510	0	0	0
ENSGACG00000017515	29.548805653286	26.1868384848878	29.603934604216
ENSGACG00000022671	0	0	0
ENSGACG00000017518	0	0	0
ENSGACG00000017521	44.6996263863403	44.3683740132555	48.8044193216791
ENSGACG00000017524	7.71656708143137	7.46257055268824	8.03207528021365
ENSGACG00000017526	13.2687312009978	13.0255776919649	12.3923447180439
ENSGACG00000017530	3.10544772789311	5.15595783640278	3.90129370753235
ENSGACG00000017532	20.8911938058264	19.5383665379474	22.10733100935
ENSGACG00000017551	0	0	0
ENSGACG00000021279	0	0	0
ENSGACG00000017554	20.044253516401	17.2317538216619	20.5009159533072
ENSGACG00000017557	66.3436560049892	68.2485997818579	66.6279768482485
ENSGACG00000017563	15.6213431160684	14.6537749034605	12.3923447180439
ENSGACG00000017564	0	0	0
ENSGACG00000017567	11.6689550987499	13.4326269948388	12.3158487629943
ENSGACG00000017569	94.0103721262188	92.4001917523762	93.248569205528
ENSGACG00000017574	1.03514924263104	0.407049302873904	0.458975730297923
ENSGACG00000017576	0	0	0
ENSGACG00000017578	9.41044766028216	7.5982536536462	9.40900247110742
ENSGACG00000017580	105.114700365352	103.254839829014	105.411426058423
ENSGACG00000017583	438.338652015943	414.64755652755	450.71416715256
ENSGACG00000017592	111.796118204152	119.401128843012	118.492234371914
ENSGACG00000017599	115.277983838456	117.230199227684	119.41018583251
ENSGACG00000021291	0	0	0.0764959550496538
ENSGACG00000017605	278.549250744352	272.723032925516	280.434171212031
ENSGACG00000017618	0	0	0
ENSGACG00000017621	47.0522383014108	50.2027473544481	49.492882917126
ENSGACG00000017628	0	0	0
ENSGACG00000017632	78.1067155803419	85.0733043006459	80.0912649369876
ENSGACG00000017637	10.7279103327217	7.73393675460417	9.71498629130604
ENSGACG00000017642	0.282313429808465	0.407049302873904	0.152991910099308
ENSGACG00000017643	44.2291040033261	47.0820360324149	46.8155244903881
ENSGACG00000017664	0	0	0
ENSGACG00000017666	0	0	0
ENSGACG00000017669	0	0	0
ENSGACG00000017671	0.470522383014108	0.135683100957968	0.305983820198615
ENSGACG00000017676	0.0941044766028216	0.542732403831872	0.152991910099308
ENSGACG00000017677	0.282313429808465	0.407049302873904	0.458975730297923
ENSGACG00000017681	0	0	0.152991910099308
ENSGACG00000017686	17.6916416013305	18.9956341341155	18.129541346768
ENSGACG00000017689	0.658731336219751	0.407049302873904	0.229487865148961
ENSGACG00000017692	0.188208953205643	0.542732403831872	0.764959550496538
ENSGACG00000017694	0.188208953205643	0.271366201915936	0.0764959550496538
ENSGACG00000017697	0	0	0
ENSGACG00000017702	343.19902617049	341.514365111205	334.746299297285
ENSGACG00000017706	69.7314171626908	67.841550478984	76.1134752744056
ENSGACG00000017715	79.141864822973	81.8169098776547	91.8716420146342
ENSGACG00000017717	0	0	0
ENSGACG00000017720	0	0	0
ENSGACG00000017723	0	0	0
ENSGACG00000017726	9.5986566134878	10.1762325718476	10.0209701115047
ENSGACG00000017728	23.714328103911	26.1868384848878	24.3257137057899
ENSGACG00000017733	9.22223870707652	7.1912043507723	7.03762786456815
ENSGACG00000017735	0	0	0
ENSGACG00000017740	74.8130588992432	75.5754872335881	73.4361168476677
ENSGACG00000017741	292.382608804967	284.527462708859	278.904252111038
ENSGACG00000017743	134.475297065432	123.878671174625	128.513204483418
ENSGACG00000017755	835.083125373439	912.197487740418	869.912000824663
ENSGACG00000017764	0.282313429808465	0.135683100957968	0.0764959550496538
ENSGACG00000017769	0	0	0.152991910099308
ENSGACG00000017773	20.2324624696066	19.9454158408213	26.5440964022299
ENSGACG00000017785	6.68141783880033	4.61322543257091	7.72609146001504
ENSGACG00000017788	0.0941044766028216	0	0
ENSGACG00000017801	325.883802475571	305.422660256386	315.775302444971
ENSGACG00000017810	0.470522383014108	0.135683100957968	0.535471685347577
ENSGACG00000017819	51.1928352719349	45.3181557199613	44.2911579737496
ENSGACG00000017823	11.1984327157358	15.6035566101663	14.3812395493349
ENSGACG00000017825	39.2415667433766	41.7903950950541	39.1659289854228
ENSGACG00000017830	179.080818975169	193.348418865104	186.267650545907
ENSGACG00000017832	103.232610833295	97.420466487821	99.1387577443514
ENSGACG00000017836	0.376417906411286	0.407049302873904	0.152991910099308
ENSGACG00000017837	0	0	0
ENSGACG00000017843	51.0046263187293	51.5595783640278	48.6514274115798
ENSGACG00000017844	4.04649249392133	2.71366201915936	4.20727752773096
ENSGACG00000017846	1079.94297349398	1093.87715992314	1078.66946215517
ENSGACG00000017848	4.14059697052415	4.61322543257091	4.81924516812819
ENSGACG00000017849	3.38776115770158	6.24142264406652	5.66070067367438
ENSGACG00000017851	6.21089545578622	5.83437334119262	5.73719662872404
ENSGACG00000017856	0.0941044766028216	0	0
ENSGACG00000017863	0	0.135683100957968	0
ENSGACG00000017865	3.85828354071569	3.7991268268231	2.90684629188685
ENSGACG00000017866	11.1984327157358	13.4326269948388	10.8624256170508
ENSGACG00000017868	66.8141783880033	65.5349377626985	70.5292705557808
ENSGACG00000017869	36.2302234920863	45.7252050228352	40.007384490969
ENSGACG00000017871	0	0	0
ENSGACG00000017874	42.1588055180641	40.5692471864324	40.0838804460186
ENSGACG00000022555	0	0	0
ENSGACG00000017877	0.941044766028216	1.89956341341155	1.68291101109238
ENSGACG00000017880	0	0	0
ENSGACG00000017881	0	0	0
ENSGACG00000017882	1.59977610224797	1.76388031245358	1.60641505604273
ENSGACG00000017883	0	0	0
ENSGACG00000017885	1.59977610224797	0.814098605747808	1.68291101109238
ENSGACG00000017891	0.188208953205643	0.407049302873904	0.305983820198615
ENSGACG00000017895	0.941044766028216	0.271366201915936	0.458975730297923
ENSGACG00000017896	250.317907763505	249.792588863619	247.846894360878
ENSGACG00000017901	0.188208953205643	0	0.0764959550496538
ENSGACG00000017905	0	0	0
ENSGACG00000017907	0	0	0
ENSGACG00000017910	0	0	0
ENSGACG00000017911	0	0.135683100957968	0
ENSGACG00000017912	0	0	0
ENSGACG00000017913	0	0	0
ENSGACG00000017914	0	0	0
ENSGACG00000017915	0.282313429808465	0.67841550478984	0.688463595446884
ENSGACG00000017917	0	0	0
ENSGACG00000017919	0.752835812822573	0.949781706705775	0.841455505546192
ENSGACG00000017920	0	0	0
ENSGACG00000022902	0	0	0
ENSGACG00000022828	0	0	0
ENSGACG00000022802	0	0	0
ENSGACG00000017921	0	0	0
ENSGACG00000017925	111.513804774344	105.425769444341	106.558865384168
ENSGACG00000017928	669.459246552473	654.263912819321	675.841762863692
ENSGACG00000017934	36.0420145388807	37.4485358643991	37.4065220192807
ENSGACG00000017939	0	0	0
ENSGACG00000017940	62.9558948472876	68.7913321856897	62.1912114553686
ENSGACG00000017941	22.67917886128	22.3877116580647	24.8611853911375
ENSGACG00000017942	31.4308951853424	29.443232907879	28.074015503223
ENSGACG00000017944	0	0	0
ENSGACG00000017946	39.5238801731851	40.5692471864324	36.1825867384863
ENSGACG00000017954	0.564626859616929	0.407049302873904	0.229487865148961
ENSGACG00000017958	1.03514924263104	0.542732403831872	0.458975730297923
ENSGACG00000017960	74.0602230864206	71.2336280029332	75.6544995441076
ENSGACG00000017962	6.39910440899187	5.83437334119262	4.58975730297923
ENSGACG00000017963	54.3923874764309	54.4089234841451	57.3719662872404
ENSGACG00000017966	23.3379101974998	22.2520285571067	21.648355279052
ENSGACG00000017969	19.2914177035784	15.4678735092083	19.5829644927114
ENSGACG00000017971	9.41044766028216	8.54803536035198	9.48549842615707
ENSGACG00000017972	276.102534352679	259.561772132593	275.614926043903
ENSGACG00000017976	612.243724777957	622.107017892283	641.724566911546
ENSGACG00000017978	6.9637312686088	8.00530295652011	9.33250651605777
ENSGACG00000017979	0	0	0
ENSGACG00000017980	36.9830593049089	38.3983175711049	41.3843116818627
ENSGACG00000017981	189.338206924877	178.423277759728	180.530453917183
ENSGACG00000017982	13.3628356776007	12.754211490049	11.5508892124977
ENSGACG00000017988	0.0941044766028216	0	0.152991910099308
ENSGACG00000017990	48.6520144036588	52.6450431716916	47.9629638161329
ENSGACG00000017993	90.1520885855031	88.3296987236371	99.1387577443514
ENSGACG00000017995	0.188208953205643	0.135683100957968	0.0764959550496538
ENSGACG00000017998	0	0	0
ENSGACG00000018002	0.470522383014108	0.542732403831872	0.152991910099308
ENSGACG00000018004	0	0	0
ENSGACG00000018005	0.188208953205643	0	0.305983820198615
ENSGACG00000018007	0	0	0
ENSGACG00000018011	35.1009697728525	37.5842189653571	33.0462525814505
ENSGACG00000018015	69.5432082094852	69.4697476904796	66.3984889830995
ENSGACG00000018016	0.470522383014108	0.814098605747808	0.688463595446884
ENSGACG00000018023	191.879027793153	176.659397447274	184.661235489864
ENSGACG00000018027	465.534845754158	457.659099531226	458.593250522675
ENSGACG00000018029	0.376417906411286	0.407049302873904	0.229487865148961
ENSGACG00000018030	0	0	0
ENSGACG00000018033	0	0	0
ENSGACG00000018035	161.200968420633	178.558960860686	166.608190098146
ENSGACG00000018036	0	0	0
ENSGACG00000018040	0	0	0
ENSGACG00000018041	0	0	0
ENSGACG00000018042	72.8368648905839	70.6908955991013	72.0591896567739
ENSGACG00000018046	228.485669191651	214.107933311673	211.052339981995
ENSGACG00000018050	0	0	0
ENSGACG00000018052	0	0	0
ENSGACG00000018053	109.349401812479	105.968501848173	118.262746506765
ENSGACG00000018062	0	0.271366201915936	0
ENSGACG00000018076	39.9002980795964	36.9058034605673	38.018489659678
ENSGACG00000018080	0	0	0
ENSGACG00000018081	1.69388057885079	1.76388031245358	1.60641505604273
ENSGACG00000018083	8.56350737085677	9.09076776418385	7.26711572971711
ENSGACG00000018086	2.07029848526208	2.84934512011733	1.60641505604273
ENSGACG00000018089	43.1939547606951	37.5842189653571	44.0616701086006
ENSGACG00000018091	148.779177509061	149.794143457597	147.713689200882
ENSGACG00000018098	1.41156714904232	0.67841550478984	1.30043123584412
ENSGACG00000018102	0	0	0
ENSGACG00000018103	25.2199997295562	25.508422980098	24.096225840641
ENSGACG00000018115	0	0	0
ENSGACG00000018116	619.207456046566	586.558045441295	625.43092848597
ENSGACG00000018119	42.3470144712697	43.2829092055918	45.3621013444447
ENSGACG00000018122	108.40835704645	108.682163867332	101.051156620593
ENSGACG00000018129	0	0.135683100957968	0
ENSGACG00000018131	480.026935150993	442.191226022017	463.106511870604
ENSGACG00000018133	200.536639640613	174.488467831947	187.262097961553
ENSGACG00000018137	0	0	0
ENSGACG00000018138	0	0	0
ENSGACG00000018139	0	0	0
ENSGACG00000018140	0	0	0
