X3.3_con_rep1	X3.3_con_rep2	X3.3_con_rep3
MAPKBP1	28.6248582231041	24.1580124962761	28.9092463984678
zgc:173548	28.6246303367768	22.6018189554342	32.7099004727284
kbp	28.6239466678468	36.6556521876486	30.0750018711881
ift80	28.6112989567825	22.0471025670677	24.0331473307545
esd	28.6106152978004	19.6114927928002	26.5096552364688
si:dkey-88l16.3	28.6053169307414	26.7112405790653	32.523388482929
rcor3	28.599790677355	37.8279480077515	31.8428087001142
jam2a	28.5866302121062	35.3743456328362	25.1758389014726
nutf2	28.5731848889482	20.9188997264788	25.1826747140658
RSF1 (3 of 3)	28.564753084888	23.7680061695102	26.6024110477927
ppp2r3a	28.5540423976583	14.2163775230923	13.8383444780525
atp6v0b	28.5532447955126	20.8803044883149	24.3977237951271
thyn1	28.5472057978896	24.3955259633101	31.782786967112
ephx2	28.5444711619613	22.8982526407192	26.7349034680204
sntb1	28.5427050329763	15.5491629120627	17.4563768594748
WDR7 (2 of 2)	28.5423632034853	37.3952370191713	17.3951880413321
rab11fip4b	28.5258983864898	43.4634644387905	30.6380946719605
dph5	28.5196884741213	20.824771759955	24.0375378112913
adcy6a	28.5045340035081	20.6581735850606	14.2513829364497
pard6a	28.500716897577	41.8716744231644	47.5172069416401
nbr1	28.4958743031726	34.7843659667483	35.9364021809451
pop5	28.485847284873	30.4319331347328	27.7878403189996
harbi1	28.4516642661336	35.3895615980846	32.6464330405183
3-Mar	28.4326357180074	41.3118490301444	36.9513808436424
UBA6	28.4315532579524	24.1012025192991	24.1260142939841
erc1b	28.4293883378425	16.4376865148949	17.6776792181125
CCRN4L (1 of 2)	28.4288755936059	30.8613121628707	22.1746965668436
zgc:55764	28.4288755936059	25.3228669322862	28.4547484864976
zgc:171679	28.4178800484671	13.5503735602111	14.8344829815561
tecrb	28.386032874531	28.8826256529409	29.8546443037491
f2rl1.2	28.3774871173592	18.0481355252944	17.9748423872307
snf8	28.371903892391	19.8541152644879	25.2199659909133
CABZ01073118.1	28.370479602845	18.8255936714068	25.398086051309
BPHL	28.3429622790767	27.1299017921167	26.5837931924105
gnmt	28.3405694626915	23.9346043444046	22.8263214262616
acad11	28.3376069304879	32.9402907747999	34.3505501334229
phf5a	28.3149891727058	34.4814904885586	31.0626928693353
ppifa	28.3139636842327	21.7244019043851	27.6325062907114
nat15	28.3100326351378	40.8346563253535	30.5741270660444
mrpl15	28.2691839313752	30.1180621738428	27.2215241327005
mpc2	28.2644552801346	27.5442869829863	27.4543306543628
arl6ip6	28.2579605098569	32.6411359937493	32.1834876231917
PRKCD (1 of 2)	28.2579605098569	28.3839973179771	35.9036125365402
cox7c	28.2508390422311	24.314725848741	22.452574979015
CR356227.1	28.2443442719534	0	3.59752495844728
snx21	28.2290758581766	25.4984058678707	38.1524268786465
aamp	28.2094206226501	14.222541658568	21.714307633479
sfmbt1	28.2091927363227	23.2682116448268	27.0097807886069
ST3GAL1 (5 of 5)	28.2074266172857	25.4339879082695	16.4504014715323
mrps16	28.1919303072336	27.4599327698095	19.6877960171619
si:dkeyp-89c11.2	28.1873156091045	24.1154744329931	23.377243152575
hnmt	28.1652675571929	25.6321842033804	28.4032298249352
si:dkey-258f14.3	28.1360410760215	22.3423700626331	27.8818743673697
dpm1	28.1048775610675	14.1093659605743	18.0620962088302
sept4a	28.0908625220912	34.5795057405676	41.7100484953965
enc1l	28.0883557724902	22.252851315354	34.9582702072118
bri3	28.0870454261079	30.4319331347328	31.0015040511926
POLR2H	28.0671053326722	26.4891096859961	23.9041005998649
kif19	28.0582177460094	18.7145282248722	21.2854856834259
atp5o	28.055540071715	28.2105130840327	25.6497883081178
CAAP1	28.0542866969145	17.0040647699021	15.6951835393304
polr3b	28.0393601126287	31.4627871072532	24.8190986069751
C17H14orf166	28.0386194820648	25.1563242868405	25.581930395371
CCDC171	28.0354290635338	20.4915754101661	16.9122353698017
sfxn2	28.0300737248929	23.5162763284159	24.8302693241522
si:ch211-223a21.5	28.0195339623567	1.41932203781569	5.54189572108894
men1	27.9867182715294	32.8379995006091	25.0555731316568
trib2	27.9731020336259	35.3188129044764	34.6890616042084
alg9	27.9679176097305	28.4339212359042	30.0977879032957
si:dkey-24l11.3	27.9619355836894	22.2105909094999	27.5413621721509
tnip1	27.9463253404215	25.9752653755989	26.651984551005
slc9a8	27.9294047408234	36.6082827771409	33.0530247179924
rnf11a	27.9283222807684	26.0897738618436	37.5200312002224
gfod2	27.9212008230905	22.8897561258042	23.2862101859201
gabarapl2	27.9161303423588	33.572752974722	36.5734662098007
braf	27.916073370777	24.3787550818306	29.8486977064017
ZNFX1	27.8723760779745	41.4381859713761	41.5214802052109
MYO9B (1 of 3)	27.8629757470751	26.8175302180091	22.6180793474591
rhogd	27.862292088093	41.6542082686034	46.1195341427639
acap1	27.860867798547	31.4315221840995	32.6045289793225
per1b	27.8591586411439	27.3776332786431	29.4583341282063
usp12a	27.8591586411439	18.8255936714068	23.9397246079962
KLHL2	27.8591016695621	38.3576191378888	28.5828504261885
asns	27.8192784542726	25.7310324582313	27.8990472479774
CU695176.1	27.8094793223003	32.840665066926	33.2149722550623
PIDD	27.8077701748451	19.0727698328903	24.2052096418971
wdr46	27.802129978295	16.2329373577968	19.8445750103548
wash	27.785152417063	28.3195238187421	31.3317903204329
TMEM254	27.7843548049693	28.5890796619528	27.176507828014
carhsp1	27.7500578530141	25.8947429286437	29.0996486852282
tbcela	27.7492032693386	31.1016022653042	30.4554729889919
itfg2	27.7452152586098	20.6103043789588	25.6255017351527
hibch	27.745158287028	31.9869604960402	28.288799500561
ndufa8	27.7227114340435	24.4677185040669	23.6803529091709
NUP54	27.7157608911111	33.8903446327511	34.9921713706739
DIABLO (2 of 2)	27.7053350717385	47.2670118208525	35.9666353512577
hars2	27.7031701416807	10.1883668685219	16.5010864839322
gins2	27.7018028237165	30.9872603775909	30.6450972124123
scml4	27.7011191647344	32.5098010965763	39.6322960972813
BEND2	27.6972450872214	30.6160796543149	27.8275213519505
PTBP3	27.6936558676176	38.2657124817217	35.7379970063207
FAM188B	27.6930861517992	40.6696130666901	33.0111762327495
BX004964.3	27.6882435573949	45.8335456033711	44.6870153990965
fndc3ba	27.6649991122125	24.7125067566624	27.3485145632037
c2cd2l	27.6484773136873	18.4481932730212	21.5773135808086
kctd9	27.6435207761193	35.2156886376287	21.1896732045642
coro1b	27.6321834114373	34.606883378236	32.2501228649756
neurod6b	27.6313858092915	14.0004662847624	11.0076527618027
DNM2 (2 of 2)	27.6312718661278	27.6592397251912	18.5622773270515
otub1a	27.6312718661278	25.6162463145578	25.8861516710242
SLC25A24	27.6042672865961	24.4899315872627	30.5666243420168
kdelr3	27.5996525785191	30.9872048481422	24.9874929150984
tpcn1	27.5966330747337	28.2332259628227	24.8923473575407
TXNL4B	27.5954366715151	28.8472513061367	23.0188911653141
ZBTB3 (2 of 2)	27.5952657567696	40.7295884055781	30.6271462585948
ZEB2	27.5855235963791	16.7708828544986	22.8032019483065
stx5al	27.5854666247973	27.3761338918607	27.7729460327199
si:ch73-389b16.2	27.5766929812981	22.7721378172824	31.1277719943087
ppox	27.5743571464426	30.0616409233773	29.6925856147735
ENSDARG00000087861	27.5736734775127	39.591945008705	50.1688338161652
opa1	27.552650924022	40.3390267537693	66.11505270087
aar2	27.5315713989496	24.782089260551	25.4213722571227
dock8	27.5239941686169	26.5777954406184	23.9601764599532
si:dkey-266h18.3	27.5173284736458	19.4671077112868	16.8950069132411
orai1b	27.5110615896955	36.1185396734185	28.8693986376582
rpl5a	27.4871334755832	27.628141400569	21.3557889183595
ubxn6	27.4836012375091	24.7141172023423	26.5245495227484
bet1	27.4824048243425	26.5699098005653	24.1494116517035
ascc1	27.4765937130469	23.5702541405447	26.0369840767394
agk	27.4603567823788	15.7157610869572	15.7279176176521
cyp20a1	27.4603567823788	24.1625661758868	25.2996059464492
AL935296.1	27.4493612471879	22.3807987124507	23.8763683375616
wu:fb12e11	27.4242937014387	30.1918096308306	30.1814293076984
MAP3K13	27.4218439134717	24.2801289549598	29.3735256386632
PEX6	27.4033850911118	44.824571527169	38.8561261394163
COBLL1 (2 of 2)	27.3815649255275	35.7224247508108	31.3275109918018
zgc:173990	27.3765514163777	28.9087260318071	24.7135603857107
prdm1c	27.3618527184192	25.5892018739521	29.94617744411
ARHGEF17	27.3578647076904	16.5570818676279	18.2947915785868
cox7a3	27.3560985787054	20.8132209522118	23.7863913140111
ovol1	27.3540476017592	32.2270284603085	30.3998973026097
mtmr9	27.3513699274648	30.6097489203078	28.869898821234
rdh14a	27.3464133898968	31.3425587516781	26.7867555754304
alg2	27.3277836527914	10.970934029473	16.4805234899391
hmbsa	27.3129140400874	24.7875314622674	30.2460638250489
tax1bp3	27.299981461166	42.149226985696	32.3646643412555
CR848029.2	27.2894416986298	29.1546804639371	32.4470830746952
ITCH (2 of 2)	27.2894416986298	25.0505899831248	26.0094185324249
prkar1b	27.2762242617992	20.1894773951847	24.9052409095173
zgc:173856	27.2714386389767	76.5973978290906	27.9592912946607
mks1	27.25115671605	29.5296929534347	27.4836746192992
vps37a	27.2503591139042	49.6828519502608	50.1365999214192
SLITRK3 (1 of 2)	27.2448328605178	27.3851301921847	28.2880214372209
ADAMTS12	27.2435794857174	16.0489574367461	16.8988416342494
TANC2 (1 of 2)	27.2384520334038	21.0469026632094	19.8405179855352
DVL3 (1 of 2)	27.2326978936901	10.6067504139593	14.3941012826559
tmem127	27.2324700073627	23.2681561153781	27.8989916720245
zgc:110697	27.2324700073627	20.5679329142072	23.8955975185556
mical3a	27.2319002915443	28.9001739874434	35.6604689271239
FBXO11 (2 of 2)	27.2174864514951	18.7402954066756	24.6446465495987
NCOA7 (1 of 2)	27.2027307819548	31.0985479622907	25.302384724353
PMVK	27.1932165078917	34.6375929763468	32.0850075183318
LRRC45	27.1895133451242	30.8022253460883	26.810319670878
ndufaf2	27.1806827300431	25.9893151613128	26.4589702141993
XPO5	27.1763528798754	29.4979837743208	16.1739124581825
TMEM66	27.1754413345659	37.2906133655413	27.6211688456757
fbxw8	27.163021509829	26.3959257710268	26.1353530296935
sar1a	27.1416001552655	21.7384516799139	27.8531973138676
hs6st2	27.1286106047622	59.0179585038573	49.4222301171783
coro2a	27.1185266148807	42.002287386578	47.447292728507
ENSDARG00000087954	27.0760827068266	27.4398854573364	36.0112626242741
rab11fip1b	27.0726644019683	30.9421678068886	23.9018775716201
mtmr12	27.0662266032725	26.8343566289373	30.2887459397151
mrpl9	27.0641186447965	25.2849380780627	25.5467509948626
trps1	27.0572250734459	37.4408293854678	29.9272817188332
CLPX (2 of 3)	27.0245233158344	26.5857921599392	25.9432278982639
ITFG3	27.00555173929	34.1198613804643	31.3529090739546
sh3gl1b	27.0045832223988	23.710474268959	21.7856668115169
si:ch211-251f6.5	26.9908530512795	36.5434205513943	28.0166453917951
atp6v1h	26.9813387772164	35.4949071752889	23.4805027597721
DGKE	26.963449660727	24.7675952188769	27.7074778859461
scly	26.9476115311317	19.7695944629649	31.2891081958971
zglp1	26.9476115311317	25.7717379478543	23.9747372905157
dennd1b	26.9312036857181	29.1979404609794	30.0616081356358
camsap2	26.9088138043154	13.2723212020854	13.1776607876661
ephx1	26.9057943104778	23.088007960549	27.2493675469096
letm1	26.8987298144339	23.5000607719793	24.650593146946
nrg1	26.898331013361	19.6099378765691	18.4970314840891
commd8	26.8950836331961	22.2936678638745	24.7311223078581
sh3glb2a	26.893032646302	29.6764104143874	31.5845485104765
chrac1	26.8906398398647	18.9441005122193	27.3565730368902
rfx3	26.8863669612788	33.9216095559047	28.4547484864976
ptena	26.8565137927071	55.9358922835876	67.6934020342343
zgc:103508	26.855830133725	30.036651204782	31.73882660553
ppp1cbl	26.8452903711888	26.039183549791	24.6200265209163
si:ch211-126i22.5	26.8346936370707	29.2911799053975	28.5847955746691
fopnl	26.8337251102316	39.7352749695815	29.5662065197517
boc	26.8336681386497	25.5502734387255	33.0150109537577
fgd4a	26.8336111670679	10.5016825043691	36.1221361074044
traf6	26.8240399214229	34.2489194378319	33.069697424894
postna	26.8181148669637	9.10736685009441	12.6712551824634
cyb5r4	26.7998839309311	51.3899279051547	35.7488342677807
BX324142.1	26.7869513520097	0.0290151269639068	5.40734144090571
igsf9b	26.7806274964776	25.4339323788208	25.9590113899197
EXD1	26.7610292325329	27.6358049126419	26.5651753370284
adi1	26.7539077649071	16.0043091321892	20.1739720643494
syt13	26.721376931989	33.7639521518855	40.629379382114
APBB1	26.7198386992793	31.5425321011854	39.4370587322308
fam192a	26.7198386992793	20.8537598433033	22.190480068369
adh8b	26.7000125490073	21.5956770440802	27.8665354833368
rab1bb	26.6914667918355	19.0587200471764	20.1183963878369
itpr1a	26.6857696237036	28.439252378723	22.7288416786837
alkbh3	26.6816676598632	19.714061734605	28.0419878979951
RMI2	26.6734067606006	25.337971828452	21.7699388859443
FIG4 (1 of 2)	26.6715266983999	18.6091826476679	26.1381318075973
gtf2h1	26.6517575197098	27.7609756743391	27.5192430514777
CEP57	26.6473706979602	29.3401597717702	25.5352468318379
mrpl43	26.6469718968873	25.5251171114137	29.1212676223257
sqstm1	26.6377994523152	26.4246917162098	23.8706996199785
INPP5K (1 of 2)	26.6281712350884	14.9326386009632	14.2829499197613
trove2	26.6232716691023	19.2698554677303	39.2052525678503
ENSDARG00000094181	26.6110227591108	35.0966820114072	31.1335518637975
CU041386.1	26.6057813636337	18.949986980081	20.6987176451698
tmem5	26.6005399681565	36.651598303632	26.5735116904792
fggy	26.5788907272656	17.7818005836285	24.4491313047838
b3gnt2l	26.5689206805478	17.270677379182	23.8419669905236
treh	26.5530825410046	23.1016134699324	27.0919772182351
phyhd1	26.5487527007848	20.6913266215081	23.6342250952968
TRPM4 (2 of 3)	26.5255652172363	15.6009749432836	27.1118733106635
htatip2	26.5185577027221	26.9883488754515	25.8578080831089
swt1	26.5164497442461	43.0566872305452	29.9686300205004
bnip4	26.5080749117677	11.1620776670026	8.39192777517325
edem2	26.5047705500731	28.4028229112819	30.0108675374134
trub1	26.5038590047636	22.7684171303286	23.4183691504307
zgc:194209	26.5015231599603	28.4777365478042	30.6294804387454
zgc:171626	26.4908124826785	13.5113340457167	15.5486860480688
ppm1ab	26.4632381873284	28.2248960566243	27.6211132697228
ENSDARG00000040707	26.460560513034	15.9934247083862	37.1435059652023
BX005368.1	26.4533820837743	4.77581432422747	1.33381633499615
uchl5	26.4488243472792	20.9454999009391	20.5630018295457
CDSN	26.4394809879616	39.7747032105873	38.199721777661
usf1l	26.4348662798846	58.5575922099946	66.7475039552469
SSR3 (2 of 2)	26.4258647500581	27.9692789300448	23.0660749124229
clgn	26.4041585375854	16.1645765730765	21.452212722833
COX7A2 (2 of 2)	26.3994298863448	25.7671842580585	22.8612229568753
tulp4	26.3788631055089	25.8350452471846	26.5652864889341
psmd10	26.3755587438142	24.352987889842	22.8131499945207
CU929354.3	26.3674117976632	0.333025862566494	6.72148954290633
ppardb	26.3400084071107	28.791940705757	28.9184163912115
msto1	26.3334566652512	20.9913699348495	22.3978885078786
cyfip2	26.3316335646844	11.925486027401	20.0659329449454
plekhh2	26.3308359625386	23.7680061695102	30.1434711194165
SHKBP1	26.3283292129377	35.0501455833712	41.1636839774786
NBEA (2 of 2)	26.3251957659885	31.6791426015433	27.4552198696086
mlx	26.3208659158208	32.3996241721473	26.997554138195
dcp1a	26.2736363849442	22.3856300596754	22.0327007080246
PRSS16	26.2735224417805	26.8330793803202	19.6184375635574
vps8	26.268394989467	24.3897505543459	23.3418414383855
lace1b	26.2661730878274	23.6647708335799	23.2385818213188
fibpa	26.2649766846087	22.3572528308187	23.2316348666895
MNF1	26.2639511961356	28.3909944359246	24.3309218254846
nt5dc1	26.2512465035415	19.7141172640537	22.2653405018284
ENSDARG00000063169	26.2428146994813	34.7792569519095	34.3728359819547
HPDL	26.2360920329284	23.478236415295	35.5684356031872
mrpl46	26.2338701412366	27.4944741341419	26.4596371256336
zgc:136858	26.2286857173412	15.2714992906337	33.1341096384331
hhat	26.2247546682464	27.3497003159318	26.8980180902308
kifap3a	26.2158670815835	23.3494560255414	27.5099619166978
si:dkey-161j23.6	26.1747904914936	27.8391657520402	25.9538428559124
cd99	26.166472630597	31.660983402364	27.5749298798959
tfdp2	26.1642507289573	23.7877202849205	23.028116724141
wnt11	26.1621427804293	1.49938356692047	7.61770296874968
C13H10orf32	26.1618009509382	25.7870094425514	26.7661925814374
bri3bp	26.1578699018433	25.1262810828552	24.5644508345342
FAM72B	26.1571292712794	27.6094824057956	28.7377398468538
ENSDARG00000092464	26.1547364548942	17.1114650589316	17.8590782399878
gbgt1l1	26.1514890747294	23.5295486509217	18.4362316877469
snapc5	26.1501217468173	23.6268975189903	29.0128394712517
mapkapk5	26.1499508320718	38.0505787066	38.8749107226571
mfsd2aa	26.1234020251948	33.2552723959608	35.981251757773
cdk6	26.1227183662127	32.6040401321826	23.29626938404
PPID	26.1199267487546	20.9995332425166	23.5966003627321
slc24a4a	26.1171921128263	16.9374810293931	26.5651753370284
TMEM248	26.1153120406777	25.0679717190959	26.6341447589629
hibadha	26.1146853532774	26.1025463887552	21.952393850924
GZF1	26.1065384071264	30.6059726937201	27.1209321515015
bag1	26.1038037612502	19.38092092445	23.1684453142438
rab9a	26.0767991817184	29.4165727950748	25.0022204735195
epas1b	26.072355388387	24.5818382536149	28.3552680144863
slc6a6b	26.0489400185112	29.6544749886204	30.6432632059678
ENSDARG00000007129	26.0415906745059	27.8774278033265	31.536030940499
psmf1	26.0402803181757	29.7098966478977	30.9557652591189
CR381544.1	26.0391408865389	24.2711326546359	30.6951153232474
ENSDARG00000059269	26.0360644211195	19.9156455297921	18.8415451281748
tada3l	26.030936968806	25.1265587504692	22.4056135258479
gtpbpl	26.0101992732246	31.0095845400545	27.2652066145182
ddrgk1	26.0063821672934	30.4949627766342	14.9129558420819
lhx1a	25.9963551489937	18.0481355252944	26.6207510234105
fdx1l	25.9892906529498	30.0908511448909	26.7276786336269
ZDHHC24 (1 of 2)	25.9855875001302	41.3370608869049	27.1078162858438
atp5d	25.9839922858907	17.9370700787598	19.5152890983964
pik3c3	25.9817134226171	30.7837884792951	30.0157026255731
si:dkey-161j23.7	25.9715724611538	28.4013235244995	24.2809037146494
jam3b	25.9454224553497	24.2129898894079	32.5116620160929
neurlb	25.9416053494185	17.2151446610073	17.5858126220344
rnf144ab	25.9412635199274	41.8496834679487	29.2503699291681
MIIP	25.9379591582328	24.8382328434025	27.8643680310448
ergic3	25.9221210286375	51.6061168009134	39.9519118329203
tmem68	25.9221210286375	32.5977093981756	24.9221914961832
zgc:101583	25.9220640570557	30.3677928427457	31.5960526833709
orc5	25.8946037048692	19.2143227495555	21.0760209435301
tm9sf1	25.8752902988338	36.9425342475668	32.60119444189
si:dkey-20d21.12	25.874891497761	25.7291998743862	24.2865724322324
pion	25.8739229709218	24.3739237346059	24.7569094216809
si:dkey-157l19.2	25.8676560869715	19.8979861160218	26.186982833292
prmt2	25.8651493373705	16.1078221255483	17.8397934830409
TDRD12	25.8651493373705	39.0239562978327	26.6992794598892
map2k1	25.8422467117313	20.9824291639743	21.9386666596545
ZDHHC5 (2 of 2)	25.8199707834402	31.6052285460241	41.5611056720786
ssh1a	25.8164385354182	26.2197204311316	29.2425337592931
mrpl17	25.8132481168872	20.7305882639826	25.0749690405093
ube2r2	25.8103995377952	23.0126500476961	24.5701751379397
cntn4	25.8086334088103	21.2700331474668	27.4569982902306
phf21ab	25.8081776361556	39.071436777423	30.9175847670256
fkrp	25.8069812329369	25.0972929995069	26.8043730735307
triap1	25.7667022449927	33.8004926782241	29.0660809676136
si:dkey-87o1.2	25.76128993477	19.3086173146106	20.2788989501323
efcab11	25.7590680430782	70.9330599132346	34.2386207170579
brms1lb	25.7512059448885	26.6169460140102	26.8520570042153
PTPRM (2 of 2)	25.7512059448885	28.4548015410341	24.4532994815092
si:ch73-22b10.1	25.7512059448885	20.7193151136682	22.3414236161203
slc17a5	25.7511489733067	25.0098289640531	24.7311778838109
cops3	25.7195866572798	14.5571818555054	21.1477135674155
ddx49	25.6948609410217	16.0161931268101	24.3009665349363
kptn	25.6942342536215	25.3797324387119	22.1798651107205
dusp22a	25.6643810850498	22.0581535792169	22.5187100372231
eif2d	25.6571456742603	17.2807288001429	20.9582004959009
mcf2l	25.6557213847143	28.2582156916031	17.6748448642558
AP3B1 (1 of 2)	25.654069208841	18.1897439714084	21.5175141516179
im:7160594	25.6538982940954	26.1559133362072	22.9666500163644
FAM35A	25.644497963196	19.6093270118924	22.8519973881787
ndufs3	25.6372625524065	22.906471477835	18.183306759975
ube3b	25.6372625524065	14.7717047659503	17.5063393943571
slc35a5	25.6156133115157	32.2619585409673	25.9040470488887
znrf3	25.5932234400609	71.8948867069092	74.3524800870481
ENOX2	25.5802908611395	21.020024821135	24.897904923218
si:dkey-183c16.7	25.5545966279901	25.0568096480492	22.5526667766382
copeb	25.5509504368044	29.600663775023	47.8016988527235
PPP1R16A	25.5455381265817	25.6561188115239	29.1254357990511
zrsr2	25.5349413924636	32.1534476018521	29.9592377338149
GABARAP (1 of 2)	25.5233191698724	28.6548859494389	26.1212923827068
MRPL34	25.5232621982906	25.6465116465232	26.5752345351483
CLCN5 (1 of 2)	25.5230343119632	19.2142672099217	19.7909444823229
rpl35a	25.4910162133338	20.1583790705624	19.3636786490804
NPAS3	25.4893640374604	10.7189265207648	26.3428726211088
tysnd1	25.4740956236835	24.4386748912698	22.6193575943749
CNTROB	25.4663474686575	24.4456720092173	24.7331230322915
nrxn3a	25.4639546622202	11.2731431135371	26.5095996605159
creb3l2	25.4477747031339	23.9929692376127	19.6087673971075
tspo	25.4334178346665	17.9926028071197	20.2295477507315
HTRA2 (1 of 31)	25.4275497517891	21.2793071154047	21.083079050065
zgc:172007	25.4214537726364	43.1392643995107	41.2611637250566
dtwd1	25.4093757773904	31.3202901288484	31.530362222916
hpca	25.4093757773904	20.269444517097	28.1330764406028
RPTOR	25.4093757773904	37.8733182460679	30.1305219816174
ugt5g1	25.4093757773904	24.8231279370516	26.1925403989693
EPT1	25.3979244695448	33.905171871488	27.176507828014
zgc:66313	25.3859604075147	31.9288177308123	26.9590401903845
csad	25.3788389498367	31.078389580735	31.825858123318
polr2c	25.3783262056002	26.4218595513616	28.4547484864976
epc1	25.3679573578095	26.9555290360667	24.6807151653529
atf3	25.3671597556637	15.5491629120627	14.0050715174596
CASKIN1 (1 of 3)	25.3671597556637	28.72618996809	11.9743361484643
si:dkey-229d11.3	25.3627159623323	19.577728891676	30.3856699277644
immp2l	25.3524610577052	23.0478022665201	22.0788285218987
AVL9	25.3523471145416	34.2695220753479	29.2465352081599
macrod2	25.3464790217162	14.5571263260566	18.0136897907584
insig1	25.346194163807	24.0742136183273	24.6200265209163
EFR3A (2 of 2)	25.3442571300245	22.0700375840229	24.3703249885409
actr2b	25.3273365403742	27.6552969000721	24.4501316620657
top3b	25.3244309797525	23.1377097504959	28.0201466570862
zgc:113227	25.3076813048478	35.5941996861	34.1234679052965
rbm34	25.3072825037749	17.4561566768299	22.1678607641201
zp2.6	25.2973124570571	19.6921818382868	7.75102902629643
TARS2	25.2791954542403	28.3178023039796	23.0728551490632
FAM83H (1 of 2)	25.2785687668401	33.0377507119511	31.1527810546611
txndc17	25.2660349889916	21.0716702538246	21.2246303111308
RPUSD4	25.2508805183784	19.6030518175192	24.3235302632324
mettl1	25.2508235467965	21.6577626344273	20.4392347944388
BX470131.2	25.2406256137513	29.6547526562344	24.0317579418026
ILKAP	25.2390873810417	19.5041480332195	24.6288074721204
ATP9A	25.2384606936414	21.2137784955327	25.2888242609421
TPRA1	25.2043916180657	23.0460807517576	24.4021142756639
ENSDARG00000077967	25.2018848684647	15.3531879273085	10.2138653157071
si:ch211-246e12.3	25.1919148217469	22.6321953564822	27.4225969431927
ankzf1	25.1852491267758	24.8915997908545	25.8982115935775
abhd12	25.1849072972848	27.8218950749666	26.5823482275058
bcs1l	25.1814320307925	23.4393079698832	21.9078777298133
stk38b	25.1812041444652	14.9429676895381	23.2531426518813
macrod1	25.177728868025	20.8803044883149	23.0083317836184
si:dkey-10p5.10	25.1594979220446	24.6009970439824	22.8628902255916
RABL6 (1 of 2)	25.1382474822266	30.7767358217138	27.8463059351913
dock5	25.1368231926806	23.0547438550188	22.1374052899961
mfhas1	25.1283913786725	22.5462862270743	20.1764173964057
smx5	25.1245173011594	34.2806841565797	24.6756021974288
g6pd	25.0878845044009	30.7095967561619	44.9055389798303
zgc:171971	25.083611625815	23.9781419988758	28.1663107025003
chchd6a	25.0675456098924	14.9476324382315	19.7095261061651
cep70	25.0558664157194	22.1757163582899	27.3056101348564
urod	25.0318243584433	29.2102131922969	28.568734203249
PARL (1 of 2)	25.0252726165838	21.4454054947051	22.0635452138186
c1qtnf3	25.018492978449	24.7163940421476	24.1198453928253
ZFYVE1	25.015644399357	25.1563242868405	25.1202076490073
snapc4	25.0133655261355	24.1619553213952	23.4721664161909
ENSDARG00000062553	25.01319461139	31.3300638923805	30.0621083192115
tmprss4b	25.0115424355166	38.8233720938339	20.4663001453078
adck5	25.0112006060256	21.4923306492525	35.0743678003022
nrg2a	25.0105169470435	34.9572948756498	29.401091173108
slc7a6os	25.001857246708	55.8453739349351	32.1227434028022
mospd2	25.0004899287438	31.9923471683078	26.6150823058275
gadd45gip1	24.9961031069943	20.7136507839717	22.2849587243621
si:ch211-157c3.4	24.9949067037756	27.4590442477039	30.6311477074616
si:ch211-14a17.6	24.9943939495911	34.9258633437796	19.1553254183721
siah1	24.9683009153689	44.5372452112905	31.2335325095149
tfam	24.964369866274	18.0481355252944	18.4257278820041
zgc:63863	24.9624328324914	24.8286256784018	22.5081506555275
nhsl1b	24.9616352303457	19.7141172640537	21.8649733014659
fkbp1aa	24.9536591889922	19.1646209596086	18.4561277801752
ush2a	24.9536591889922	14.3864187275117	15.5096163407297
hspbp1	24.9536022174104	32.5462860934662	27.5655375932103
SMUG1	24.9536022174104	37.8785383198041	39.3073450899069
si:dkey-4c15.2	24.9377071162333	18.3386827427177	19.6752914869857
zgc:114123	24.9153742163604	33.7385736965935	20.785304555335
cux2	24.9044926243331	30.2993209889428	29.0872553069578
bmp1b	24.8966305261434	24.9140905416643	21.3457852961924
ORC4	24.8592001272391	21.2247739782331	21.4063072127704
rspry1	24.8557248507989	42.8865349672283	38.9182041826744
mettl21a	24.8531611196682	34.1248593262204	26.8323832155984
nxnl2	24.8531611196682	32.2765636517241	29.0728612042539
si:ch211-208n2.2	24.8439317134622	26.2313823079576	15.744479172648
si:ch211-219a4.3	24.8403424938584	27.0468248377422	38.2126709154601
fbxo3	24.8397158064582	28.6687691264362	24.7349570288663
kcmf1	24.8396588348763	17.270677379182	16.2361572194295
zswim7	24.8283214602464	23.7968276543271	22.8055916945404
C9H2orf15	24.8211430309867	20.1785929815669	8.4475034556336
RFC4 (1 of 2)	24.8131100180514	19.3253881960901	20.4518504765207
tbce	24.8042794129183	28.8269263260496	26.1836482958596
uxt	24.8008041364781	22.546341756523	17.7285865441934
gmppab	24.7826871336614	32.9969896928794	25.3425103649269
sfr1	24.7491308122701	16.8444081835064	18.3700966295387
PROSER1	24.7369958354945	27.7538119578603	24.9833247482427
si:ch211-241e1.5	24.7331787395112	25.1342222625422	21.8585265205428
TSPAN2 (1 of 2)	24.7301592357258	25.2673897333751	20.3807691782471
ENSDARG00000091628	24.7257154423943	18.7794459800675	22.786084633782
slc2a15b	24.7257154423943	15.4808021273425	16.728279873834
SLC25A28 (1 of 2)	24.710617943363	31.9268740880697	16.855937205902
cped1	24.7094785117262	15.7157610869572	20.1739720643494
astn1	24.6717632449648	34.4067989698313	29.0236211468891
fstl1b	24.6688007227091	17.4927527428024	27.0699692494677
