X3.3_bap_rep1	X3.3_bap_rep2	X3.3_bap_rep3
CU467646.4	9.87052054909242	8.52838880023146	17.51877785504
CHST6	26.9815443807151	20.9790271352017	22.6458648214589
srf	16.4805592439715	15.7651574323313	25.5205160318188
zfyve27	17.4705457748382	20.7772611946755	16.6696872538656
s100v2	18.9050150311576	16.8900037544562	29.757788949202
znf384l	18.6226220155579	23.4372221723366	35.8373448409735
rab14	26.2599229118601	41.1016834420127	17.3641525415466
SNX24	20.189638036011	13.1152075588659	20.8949774929698
CU694807.2	18.8804785127795	17.9695193996777	18.5951415664264
dyrk2	21.6615812428507	29.7203625203902	23.3463435627996
fitm2	33.7205113231852	20.6771501027011	19.6448426947811
HMGXB3	16.6207395970394	17.4960500907485	11.9414778692371
recql	28.1108190068515	20.6432807422386	29.2764032687948
CABZ01071162.1	13.6925664595344	25.7762663096587	16.2716939980179
im:7151068	17.5203127649541	17.0750221484314	18.1455918062032
PCYOX1L (2 of 2)	16.8334389837957	16.2023247780035	15.1102134098195
TXNDC12	14.2660270097075	19.3559176344993	17.7750570306565
socs5b	19.4360943148975	15.7188911420465	36.6216581796476
CABZ01030262.1	20.236530050271	22.2629752395936	14.8413325061984
lipeb	12.6450306467831	13.9433695242646	14.636344539135
ap1m3	17.1563296388039	28.7702427950271	30.8193843369652
cep170	25.3442399098827	15.7707711326268	24.2782075682157
psma4	11.3016687067754	7.48494121342113	13.839783216557
rab1a	15.2493217498558	20.2859683642997	22.0640633293667
si:ch73-387e10.3	18.8993146198634	19.8837931111462	27.2374892633758
si:dkey-88p24.9	13.4573133030508	8.8566034719623	7.3399489238287
CR847944.2	18.368929299681	15.6292121887924	4.46587253807483
rxrbb	15.0706265060302	16.282132968569	23.4348209056409
sbno2a	16.3265987923694	17.8749752408346	18.8801172923872
DCHS1 (2 of 2)	18.0956569319542	26.6659919096516	17.8192735924582
pars2	13.1855279942627	16.2359602326198	16.1832608842171
sepsecs	11.1033938111001	14.984290934938	9.86029283085335
TNFRSF1A (2 of 2)	18.788478959065	10.9467265202518	11.3194393016904
arpc3	17.4991964933525	6.92707918935079	15.5200124865998
nckap5l	11.6550936971249	19.4170134674046	17.6469174428483
MYO5C	23.2115951918384	23.8700389012801	40.207355872435
CASKIN2 (3 of 3)	19.5300766172628	23.7646883563635	31.4889114840645
TIMM21	24.4004018689056	14.7799520401067	13.839783216557
si:ch211-233h19.2	21.3720503382267	23.6237843328927	13.884043987794
oip5	11.8704697960895	15.0046874006861	13.1323182571381
BACE2 (1 of 2)	17.4882417996633	16.6144175710134	16.1054397405435
C18H7orf23 (2 of 2)	11.6048310070991	14.4611403323767	9.06439475567312
TAF4 (2 of 2)	11.1575228564059	16.17795194288	10.6058724599384
gpr19	13.4890868524747	14.6502286600665	15.7853118476072
fbxo7	11.1529625375683	20.8173991858009	12.2922036221167
PHKB	15.0688916022355	15.6715956640374	11.6289110052615
rrnad1	15.8157931138391	16.88976984861	17.3775059475826
dok6	14.1270858809199	16.7008218624272	22.2682111897254
nip7	16.6055220003795	17.5306679359139	19.4145186336001
ATG7	12.941203760917	12.6308382995238	10.9691115023467
nova1	13.0994766966983	8.56408261329002	21.2279723999303
si:ch211-127n13.3	9.96668387089457	11.8495507776094	12.2037704985134
mrps14	15.9842276275329	12.6361713168053	13.5160295617693
trpm3	15.2783194552476	20.0689986337998	4.33322285855138
MLF1IP (1 of 2)	9.14146378044508	7.56526398884547	9.54958306606117
FAM134B	11.9956308161451	19.7883133389218	20.0301015845158
spg20b	18.5882213249365	17.4613386712402	19.3226366250968
rbm5	13.7351955606259	15.822183331522	17.6599613240216
zgc:65997	17.0020717713349	6.7852863336679	8.67988755181204
PIGG	12.4115123940942	16.8411177326985	11.7173883383002
rims1a	12.2979504500768	19.5080490685648	19.7205414522713
zgc:172302	14.0279484279833	10.666134789713	10.7446240276764
MRPL49	13.8881646328038	12.1452527337827	16.5346940958903
poc1bl	20.037858606905	25.5448412838917	25.5571273356193
spcs3	17.6056701091587	13.6737712984742	14.6798978515784
si:dkey-242k1.4	1.58619911645416	6.63544716689209	0.309515918888064
tcf3	19.0076222814859	20.5835883344072	43.6390473014544
pld6	21.1756094883676	15.7183765531862	18.0403563916639
zgc:73349	16.3576783884336	21.3912602797222	22.4177958139775
zgc:173480	15.2233973145605	16.0270835923813	16.1892301186389
sdk1b	6.69177752050146	8.98192945610535	22.0197583388918
NFKBIL1	13.0365739801995	17.1685839067216	28.8096974735351
rbp1b	10.8312615256321	6.09625071431092	11.3814751380843
clk4b	10.2154692902343	12.2565912363519	15.873744961408
si:ch211-260p9.6	17.802904054399	18.7717647533683	15.6968787240039
CABZ01054396.1	7.53152124711271	8.46733974849545	12.3936364076554
COX18	13.8817206971392	16.8878986118436	12.9133578539183
crim1	12.9374365374606	13.9535677571387	14.4161902851098
tspan18a	9.1206449175719	5.85097854647627	6.33627723330009
TPMT (1 of 2)	11.6348696527283	10.3377329923048	11.5526816561268
mcee	24.1910235767065	15.0223705806258	12.2037704985134
trappc5	18.7152163908083	14.4973487312944	13.0630309068436
smpd2	10.6212884220948	15.0171311176799	14.8567640889825
ANGEL1 (1 of 2)	8.74347650932452	13.9421999950334	9.43249761625268
snrnp48	16.6055220003795	20.6921667639963	19.2065681540434
zgc:171570	19.0152062994093	17.5268786852133	26.7510186744894
PHLPP1	17.2251805910575	17.1256858426163	13.2226526903404
tmem231	16.9180527934321	12.7027872956705	15.2442780128117
zbtb20	18.7467916663869	33.1796216600871	27.4600754186446
AP1M1	8.77847202658074	19.7688057093872	13.5991124810711
trim3b	18.5481697940317	19.5544089231888	24.319107883226
mfsd6a	14.7877378109161	17.6849512897598	11.8058214619035
arsa	12.6757136849589	13.426955354055	14.9446223919008
abcc13	10.9546876418929	13.0518662418409	16.5389388878622
galnt10	12.5980395006993	17.0371296314221	8.75487883776531
ldb1a	15.6486473750409	27.2313388787867	40.7598860033003
VPS37B (2 of 2)	16.5639338395253	22.8436663402095	24.3191521024639
dscamb	16.7542281593889	12.3501530046458	13.8839997685562
SLC24A6	18.4870019915253	21.214943129208	21.5776811789561
TEP1	30.7069312806625	23.3904880703593	20.3465594963626
LENG9	27.2684481441416	22.2956282936571	15.3511936603656
pebp1	25.3388864854662	14.2373405851786	12.9563805649145
plekhh1	16.9053136249375	29.4254090489198	17.3908151245782
si:dkey-29p10.4	27.0144580123978	26.9926160346326	33.2346254852037
CABZ01006254.1	20.9327227531475	19.6479706814791	20.383834059324
ENSDARG00000059529	24.6356550253892	0.18712353058562	28.824598454872
NUPL2	10.459000418001	13.9407030156239	13.2695664590105
ryr1b	10.4097291073996	10.7619420421265	4.33322285855138
sowah1	16.5845544316125	18.0961084693883	21.2010445210764
SMARCAD1 (1 of 2)	18.7457507261496	31.0625060331968	31.9084382050293
CASS4	16.1594034927582	5.99875935480979	19.7205856617067
psmc1b	9.36848852951786	11.8840750684393	10.7446240276764
CINP	17.1518684517901	13.3793324158641	18.6235728111459
psmb2	13.383555045082	10.6696433573995	12.3099344582332
scmh1	20.1929095697552	13.9889340970107	16.8058300434084
ZDHHC20 (1 of 2)	22.9252366891348	19.881875097212	27.5027001859074
sgms1	13.2348488758749	18.4186626506511	12.5132864213225
BX649314.1	10.928168374864	9.82398534274027	21.0912990187429
pde6d	15.0817794735647	17.8299252469452	11.5405221008961
cluap1	12.5917442678692	15.5372409742508	15.026423031724
ccdc90b	13.792596139676	11.8355632940348	7.38801232504652
ALPK1	10.9075477929746	10.2971271894869	19.4643506955255
EDEM3	26.6159254825939	12.5855076226204	23.2673285781232
CABZ01021433.1	12.2141793170301	12.8872443136139	7.2957323649678
dhx34	20.4415462872801	14.0867061405262	25.7793155471547
rce1a	14.8623883062877	19.7305857221923	24.5247590996477
CABZ01034848.1	13.6366033684122	13.3793324158641	12.6066717956913
bpgm	18.0519868804276	12.2610354174198	14.9172081210351
ccnd1	10.1615880877449	267.371456339239	7.03043300592089
fzd8a	0.148706167167578	16.5604324378204	3.00680123308047
ppp4r4	16.6180628848311	18.0574674576724	23.9721847495444
SURF2	16.8434022980606	15.3560586181477	14.4648727154678
si:ch1073-296i8.2	13.27177757587	14.6117279898576	1.9178092690086
isca1	15.484376632494	21.9992714071164	26.7068021126877
CCDC90A	15.6786860206701	12.0694677097677	12.5644449819644
ENSDARG00000075908	12.9477963994161	17.9852377785117	31.1334103475684
snapc1a	28.0507417155932	20.7228550269578	15.25789671467
ZNF513	21.0546122394589	15.0653622090703	21.3123818179487
dhcr24	15.4853184409075	12.5895307791672	21.0149812311324
pip5k1bb	15.1680290449743	14.1746074213532	16.9445816111464
dctn3	16.9029343285961	13.4286394721466	13.9724328921595
ftr24	30.1919122497768	12.2098103572067	18.4242003442062
MANBAL	11.3656123533139	15.9825949745237	14.7683309653792
inppl1b	19.7296402980316	31.5771425309792	8.53379603855955
srp9	26.6928561424831	18.406218943661	25.6899096689355
ENSDARG00000090305	15.6640632557438	16.8487897984388	16.7476410454504
aldh2b	48.1743046433826	23.564512959586	28.613906549209
pgpep1	11.9460620896768	15.7183765531862	17.5981907932524
golph3l	6.29522774240769	13.5196750633031	27.9945209790953
jhdm1da	17.2065923288296	17.0319837328154	18.0882871439904
zgc:162160	10.5085691444693	26.8881075387581	22.518344263771
C2H5orf22	11.1529625375683	18.1977633279436	14.7241144035775
pctp	15.7718256566434	16.7007750852594	23.317956537318
rps6kb1a	18.5387021694789	16.4258906193553	17.6424073550541
si:dkey-177p2.6	9.96331319818817	17.8439595076876	16.7642664790398
mos	13.0007853726609	20.1028212070909	12.9703087818331
C24H11orf54	14.0607133568315	11.9076994188599	19.6226459803058
FBXL6	18.1015556068959	12.9091377687752	17.8143213416927
aes	13.8487575046434	17.6835946418537	27.8564326607156
EVI5L	15.1796777022209	21.0586481970887	25.7341262307371
sc:d808	20.0257638411547	23.7903710622253	14.5030316141743
C12H10orf2	10.810888778401	13.5664559524519	14.1935156913652
BX571706.1	10.0350391395547	18.2445442070888	15.2938889981527
ENSDARG00000070165	17.8271431569103	19.9286559863608	31.6468530345467
si:dkeyp-20g2.2	11.6486497614603	11.3209735834238	9.69527663067895
pir	14.8221880725483	9.26261475198378	10.9231704980951
CABZ01057940.1	20.4003546741165	19.0412694248232	18.7652426721392
FIG4 (2 of 2)	7.88142685784208	7.81657089049999	13.9282163303578
pcdh1b	10.8073693998007	48.3999689305385	19.0681261111682
pggt1b	11.0064869618681	14.461654921237	14.6990436150847
sirt3	14.2757920399293	15.919487563345	16.8022927200327
rrm2b	28.2937771638455	29.674610808962	19.6366184164622
fam116aa	15.784118696239	18.6232822385001	14.264969647081
ccni	10.2607255325233	18.2924946154652	10.3491069021127
mlycd	17.4428368545397	17.1707826136735	27.6514004744143
tsku	42.7958504254178	56.5688466468795	30.2981153154014
CCDC108	13.214426557633	12.1162018117451	3.27202542432423
impdh1b	22.8201510004434	19.1334277580395	4.51008909791598
KLHL29 (2 of 2)	11.1033938111001	14.9724553811474	10.6580480042367
si:ch211-284a16.4	14.3749294928659	17.6522514585286	23.1459983314416
GLYCTK	14.2850614008344	9.4497382825694	13.3167897427408
TRMT12 (1 of 2)	24.4844208468084	20.9939034549899	20.2426505805399
PARD3B (1 of 2)	18.9848206669026	22.1741383453853	25.9190398793111
acads	12.4417493135687	15.5342937725924	8.00319732144598
galk1	16.325310007276	12.6323820661047	12.822802334329
slc44a1b	25.4127438854565	19.6304746402216	24.2530483412471
slc44a5b	15.1266391681631	13.1934719728468	24.2085222643852
sdhc	11.3112850341627	15.167952681007	12.0040442972757
CU182823.1	0.136621808168299	43.7976656999167	4.04732742635628
ENSDARG00000086287	19.1068092952355	19.4187911398317	23.8379432794032
gtpbp3	20.338096360362	13.0986471209861	19.9506886365008
nup37	11.7532893314502	13.1454280101348	10.8333666663399
HEATR5B (1 of 2)	12.5408867665053	14.361730957941	9.46380294087117
prtgb	23.6573667125821	28.0319469015573	31.5939700314547
crebrf	16.8635767612487	16.8910797093446	23.2148877380026
daglb	12.0541714774539	13.4261133050129	12.3806367359175
mpzl1l	11.8649180978276	15.7870508874926	13.0248277987017
tpd52	14.5310709669641	14.689243909132	14.2836732574185
ppp2r3c	16.6702091814862	16.3890272800666	17.3985088112526
wdr83	14.0279484279833	18.6070024836343	11.7282214046169
cmc2	10.413992020568	10.4806953712167	7.70672528765224
zgc:113426	22.4370839121555	11.9291250623287	16.4181392426277
cxcr7b	0.19827488955677	39.483064899546	5.52706997328223
C25H1orf51 (2 of 2)	17.155189556545	16.4263584310479	38.5275245559282
ccdc75	16.0184796153198	21.3376493838788	15.2726650480958
esyt1a	16.8754732633514	27.9295903354668	43.6065923413474
fbxw4	10.2607255325233	10.5200380904677	12.5575029831241
higd2a	14.283326486842	10.7128221145225	11.9548754847085
msl2s	17.8596602409024	24.2351169092986	17.0682111111605
pank2	18.043014945587	10.9013490661805	12.3809020415423
si:ch73-70k4.1	14.7219105475507	11.8383233670147	15.758295520475
slc51a	14.5236356518753	13.0050853626958	14.3315597905071
atp8b3	4.78579074950498	7.9995309220314	14.2268549774149
si:ch211-67f13.7	16.7542281593889	8.89009858407118	15.6986916049296
RPAP3 (2 of 2)	8.34390303826353	10.878941022159	14.663626152287
taf11	10.5581378709376	15.2272240643174	11.3199699031375
slc35c1	7.66545593428224	15.2201601517765	10.9213133979314
HAUS8	10.5085691444693	12.0881332802565	16.5812099208269
CARD11	12.7887303682535	8.56146288381781	16.6270624964053
KLHL7	14.8706167167578	17.4960500907485	12.8779846005559
ulk4	16.7076335609957	10.6666026014055	17.5981907932524
nit2	13.4243005293465	12.7900336461301	12.2037704985134
pacsin1b	19.1175161440686	12.958304473547	9.28547755487888
znf277	11.6486497614603	15.2505677217203	12.3427431526383
si:dkey-226k3.4	10.3845481964748	13.9162833933289	13.119362804638
wibg	20.6218277320658	26.4739096031356	22.7673277160517
KLC4 (1 of 2)	11.7063477563771	25.9633430590751	16.2787686545718
MAP4 (3 of 3)	12.0029174182017	17.7418836246112	24.6224334852263
CR847931.2	20.9675695624703	15.9990618480643	22.7715282887857
zgc:101569	15.1680290449743	12.5372765312299	14.0295164679854
foxp2	8.13036098205588	14.8359955387445	14.989413764585
abcb10	19.639276516288	19.9286559863608	21.5909903559517
prkacab	21.9589440102542	37.0653353337256	21.7556970479277
ttll5	14.0279484279833	16.2807763206629	14.5583023090745
toe1	9.91374447579898	6.92357062266463	7.78211452224022
GPN2 (1 of 2)	15.0387042537717	14.2704614509345	12.9432040260276
LMCD1	9.02150747279351	12.7711809469629	5.96923557071349
ate1	15.0193228757672	12.163029468058	16.4262308730355
st6gal1	13.2903162772849	16.3265280220874	23.1700521460806
CU019646.2	9.76890466901039	14.5045997725137	10.1310750440734
FOXO4	21.882211634408	20.396464807823	23.3021270108005
nuak2	20.115086682661	26.6397946149294	13.9724771113974
PXMP4	4.21383708973419	10.3944782084814	6.73108689614918
ing1	25.3791362902163	24.1230766991944	23.7443368186474
ponzr1	10.1903875152124	14.5488544845252	15.7410952858056
zgc:174624	11.984923967312	12.580735971367	20.1719925220935
STRIP2	22.5537686768849	19.9754368655059	24.7830722425769
atp6v1c1b	19.6194985905928	16.3450532510692	19.2342035112961
rgmd	15.9236546465625	14.2861330526008	13.4880404800211
cdh2	24.0744875148116	22.0805765770914	9.59512612265834
rps26l	15.4158726569203	10.3006825343412	14.6356812897768
si:ch211-244b2.3	15.1243094326347	13.8271658061029	2.75404169118401
GEMIN6	17.3011198817201	15.2505677217203	13.593983353354
fam210a	21.8210438319016	10.5256985779347	13.9724328921595
ENSDARG00000059672	12.3488575326492	15.8122190044942	6.37788501690658
PDGFD	11.7973559306674	10.9935074094006	16.32143763127
tdp1	22.1649516266875	23.5905699128011	16.94528906994
si:dkey-253d23.7	14.1727882419103	15.8626020056614	17.3625165277699
CU633981.1	29.3909312638781	16.0633387784706	3.94564702582863
si:ch211-241n15.1	5.24595702688142	16.5124352522762	7.52419932892596
zgc:175136	19.390391953907	16.626159580472	17.5097576794516
ttll12	12.3028577557919	13.3470068319862	12.7808850356623
KCNS3 (2 of 2)	9.47099664700264	16.8878986118436	17.3335989008412
SLC35A2	15.784961362631	21.7935758643791	18.4826104187487
lrrc58b	17.2881824393801	23.2650217427085	17.7308404688549
socs3b	25.627029473173	15.2505677217203	17.7860227448843
WDPCP	10.6077065872081	10.2470716485015	6.01345213055465
ube2j2	12.0451995426133	14.689243909132	15.5293421772483
fam189a1	11.9971674460945	11.5548779991567	13.530267293748
inpp5e	10.9051189256224	13.1049625388203	18.3617665640788
ergic2	13.8166865393526	14.7359780111093	9.73219745836197
CDRT1	16.9179040803999	15.6293525302994	22.4620123659766
trpc5b	13.631398657028	15.3909103691593	12.1169291792514
aprt	9.13155003617119	9.31257673463214	12.8283736250174
dera	15.5274518522869	14.8862849855762	13.547025365446
fto	11.6115723586306	19.1375912560934	11.8509665688857
hint1	9.42881366461248	7.06391327010367	11.1867896260879
PLXNA4	13.5108970876337	14.1454629349763	13.95408301612
TRAF2 (2 of 2)	19.9468504326147	16.7244462128479	29.1885007466386
twsg1b	14.2757920399293	15.7487373459622	18.0403563916639
MANBA (2 of 2)	14.8882136097591	11.536773794696	14.1383776443762
rap2ip	20.99413840051	14.8342646534888	12.5135074979069
lphn3	17.6960338909022	34.1610377916075	5.26177061423531
GBE1 (1 of 2)	24.5142116475815	11.0881919097507	10.5235412284706
erbb4b	22.6248997936562	21.4204983304384	28.6511368929325
ppm1k	10.1128124648161	21.7062827367516	13.5744838555496
cdca9	7.93099558023127	16.6152128528914	9.02017819583197
agla	21.0456403046183	11.7146814889589	10.2023079232048
si:ch73-269g14.1	7.48953653856786	6.7832279752256	1.32649679327405
cpped1	7.63358324589612	11.3881041511493	6.37425925897608
si:dkey-192p21.6	21.3145506171551	12.0694677097677	12.0866408343683
CABZ01030119.1	18.4937929038698	12.7711809469629	16.87277391133
iqcc	12.587630067733	14.0810456630629	12.6017195351233
PDGFC	14.9860622674046	19.2717588272051	17.7008174295965
CCBL2 (1 of 4)	6.98542323916309e-17	12.2974777321874	1.88208682678392e-17
samd1a	17.4481902789563	13.6144063508247	14.2643948361985
commd7	20.3253076310543	14.6424162528191	14.5030316141743
tbc1d19	12.0451995426133	10.8087696984395	11.3636116442541
PLEKHJ1	14.685675811113	11.0870691776945	15.2645291984501
chst12	12.0149130521281	13.8939221264751	26.1167763324741
hspe1	13.2306851047279	13.5196750633031	12.4776478721378
THAP1	27.5460329858499	31.7661372943298	29.3780571407205
PTPRU (2 of 3)	21.7513502030583	7.71131390492072	5.92351564794753
pcyox1	14.1270858809199	19.9754368655059	16.4043436834228
gfpt1	21.9898748932861	17.6951962998017	11.7851281132938
C13H6orf203	13.4826924878208	16.9871208676044	16.1832166649792
rad21l1	13.8296735425057	17.3630520388643	14.7711166107234
ENSDARG00000070456	14.7996838738318	9.92100889354999	22.0636211663954
CABZ01115322.1	15.382810322403	14.8058686518148	13.6629169693504
CU683898.1	12.0474301259225	14.1278265422081	13.4916662418726
MRPL18	19.4134909843572	16.6517019348232	12.2038147177513
CABZ01044608.1	17.0169919623257	15.6387087041277	34.962343334799
acsl5	22.9131914841976	20.3968858323441	11.8143994745206
YARS2 (1 of 2)	11.8105907786764	14.1044360976337	16.9055383864972
YARS2 (2 of 2)	11.8105907786764	14.1044360976337	16.9055383864972
gbgt1l4	13.5350866293319	12.8816773904862	165.757712780497
CABZ01039580.2	17.8441947993864	11.8137166260449	16.585189407174
CU655961.4	3.12282950949936	43.3190972795523	7.16308268544434
trappc2	14.8284337343676	14.5488544845252	13.4418341701446
irak1bp1	14.5544178320726	6.54183862043003	6.40211569085259
pcdh15b	12.8878678211901	14.9762914090158	17.155980975603
ARHGAP6	13.3886110536317	15.6248147848923	19.9416684609125
CENPK	18.2469406713481	16.2390009886138	18.8804710266853
PPP1R35	8.97193875040432	14.9270311399047	9.7718597121513
mrpl27	11.556798920778	17.2906820081929	11.9234817274958
gli1	17.0102010499812	16.0466379990837	37.5472434257791
MAGI3 (2 of 2)	19.2839183381008	20.3546894757739	17.9442738104267
sepn1	20.1745195813726	17.0891967506809	7.79710393617145
BAIAP2L1 (1 of 3)	14.5946676368227	13.0921913616448	14.354861917312
polg	14.1309522362	14.3216865211512	21.6588185596185
zgc:66455	15.7628537116051	13.061924133208	27.6042214099219
CABZ01003826.2	39.917246014381	27.1068549516887	13.0438851335348
COPS6	12.1799768900562	12.2098103572067	12.5575029831241
flot2b	18.8375519958211	17.8702971439168	8.71106022655886
psmd9	6.4439339085555	9.49651916471562	12.3707322343865
tmem88b	8.22840791456643	8.79822093086775	11.6289552244994
ndufa10	12.1473606742403	12.30323177399	12.0711650421488
FIGLA (2 of 2)	29.0933206516185	19.2042072349586	28.8198672904934
si:ch1073-127d16.1	9.34529036724392	9.88451980561599	0.176866239364608
nnr	0.0991374447783852	38.8587740272896	3.80262414143781
ap3m2	14.8706167167578	8.84158680866632	22.3029654031648
GEN1	9.13333450995693	13.4261133050129	13.2207513709389
BX004999.3	17.8992656531058	15.5780339057472	22.6922922177223
FANCA	8.92355967720562	11.2414928630437	14.0175337799038
slc36a1	15.7132849953345	17.4130140255142	23.0001721169521
AKT3 (1 of 2)	12.130011626095	15.4348843981567	20.0185168401676
fzd8b	4.66144265221516	8.88836769181291	4.46812758295217
rhov	12.6459724551966	29.6796631432294	15.3616729825816
CREG1	13.383555045082	14.6944833720779	12.9996685815356
PITPNM2	14.8718063598297	20.8642736292852	21.3619043648139
mtss1l	17.9493796300993	18.1518244978406	27.7238272043511
ERO1LB	13.6331831318335	19.7512628709546	20.0060035604414
FAM82A1	14.0868856471805	17.0750221484314	21.4905745540693
MAN1B1 (1 of 2)	15.4171614420137	8.51412063064167	11.1881161248044
NISCH (2 of 2)	13.4966212993874	13.7033368093722	13.3442040136065
zbtb24	12.0606649841293	16.9670518620381	16.2671396909858
si:ch211-9d9.1	23.4460056819299	17.090693740094	14.1492991295636
tab1	15.6141475525957	11.9759059414738	11.5918575286871
dusp22b	16.803846456868	11.6952206465957	7.51831852611812
kdelc1	13.0365739801995	14.9698824268423	13.1480593549824
med1	13.4858648897412	10.1514515247664	11.5878338231022
rbm48	14.4244982091364	10.5256985779347	17.5981023645792
abcc4	30.7326078711017	23.2559462518942	33.1829805423525
sgsh	13.4319341182807	14.5673797135069	12.2773468600176
ACSL1 (2 of 2)	12.9440291759598	15.0634909723039	22.4177073755017
C3H17orf103	14.2831777840074	25.3579048759823	27.7292658373258
gpr161	17.0210070306381	11.1338500568396	14.0166494539611
qpctla	10.7215659470924	13.1454280101348	12.8670188961307
PIK3CA (1 of 2)	17.350886871836	15.9520470530692	24.6295081319777
znrd1	20.9827375983171	9.82398534274027	15.829484190171
socs5a	18.9537906520469	13.7095118856995	25.3052698191238
plekhg2	11.9630146003291	8.18665445261702	17.3391701915296
slc2a10	8.27797663695562	19.7883133389218	11.496305548897
FP236810.3	9.59224174178713	13.7387031592479	12.1874988090245
BX927212.2	0.0991374447783852	35.7946729953695	3.84684070127896
zgc:113279	19.702278354413	10.5724794670835	30.5035012360008
si:ch211-22i13.2	11.7970585148006	14.0471763026004	10.8449071816476
stag1a	12.0991798748869	18.2444506427495	19.3283847829343
FAM117A (1 of 2)	17.9934462191188	6.50254267934717	21.4288924519734
PBRM1 (1 of 2)	13.3843481404632	10.1992615816321	11.8500380237052
zgc:77880	36.6156221159753	18.3848868545278	18.9841146466858
znf511	10.9574634961227	8.93514857395913	10.3024584292649
PGBD4 (6 of 7)	19.042865648697	29.8657107149252	16.9519215537201
zgc:112958	13.3397362907209	16.6539941961106	25.29505579273
FAM195A	6.99508853283764	11.5548779991567	7.69368140255791
gli2a	17.450767849143	13.1480945187756	26.6183689890844
sp7	7.88142685784208	2.94719560322223	15.9637256603122
TRIM35 (38 of 41)	12.4417493135687	13.8736192250662	11.1515932398746
ubox5	5.95176606428361	8.7948059265201	17.0858535186038
zgc:112263	7.38683014621799	18.8572334314008	16.3718887233158
hdac11	13.5804915744556	13.7416971380741	12.2231815676445
CABZ01090951.1	15.6801235187957	12.817961826108	13.1765348189397
si:ch211-181p13.2	7.40705418449593	6.90598101106569	0.154945879932165
zgc:173552	3.29603253925618	9.53015461933188	9.43143641825971
C4H12orf45	15.9263313587707	16.1394044955033	17.395104135788
POLE4	35.503993953851	22.1740915682175	21.2122755213239
LRRC61	21.5373124601978	16.4026873034594	18.0845729534656
zgc:91985	11.7973559306674	10.3853559304957	10.9217555707053
gpc1	6.16461415795358	8.4025014450585	2.8136809870209
nif3l1	8.32754535934482	9.8316106273114	7.428382043511
SLC35E2	12.5904554827758	12.8647427152568	9.63921003262784
FAM98C	11.4172629602568	10.0111088773274	11.5853134833828
CROCC (2 of 2)	12.6400242092441	11.1806309359847	9.15282787535542
herpud2	17.3490528362174	12.1253708668985	13.839783216557
IFT74	37.0506867980837	39.5963682032207	35.8053762630758
MAP3K11	16.3576783884336	16.0517838976904	14.685380703791
mocs2	6.84811727150436	10.1046706356176	5.08490437487071
ppwd1	12.994985829543	12.0697483927818	13.709255927138
RFX7 (2 of 2)	20.8289258495496	22.7054288253795	24.0148537360452
rrp7a	6.95925034714988	12.1250901738808	11.1119752043429
SIKE1	17.4643992448427	13.8058337269734	14.1050825677619
rit1	17.3990181001786	19.4694548340167	17.5097576794516
MRPL1	12.1291689495053	15.0668124213157	12.7940173553114
BICD2 (2 of 2)	19.5300766172628	17.4523099575937	18.8927190105892
mecp2	11.157175879726	12.677619178669	17.0891697555926
CABZ01068600.1	18.3795370064925	13.4379956459749	14.7683309653792
azin1a	14.9771894643878	12.677619178669	24.1249087534388
brms1	15.9611286072805	17.2621456750155	14.4869810012699
CHST15	13.6366033684122	10.1982324039115	23.136668640793
gnal	18.4029830034248	12.4485799785286	14.5165618775568
C18H16orf70	19.183095562578	19.4780157359706	17.6460331169056
si:dkeyp-13a3.10	14.3754251723803	17.4492692015997	17.0871800173203
dip2a	11.3017182675885	12.2098103572067	22.1166810366364
aarsd1	15.031764628395	13.2570004085466	9.77601606858816
fam120b	16.974709837914	18.6187912702607	25.2476556418507
DNAJC13 (1 of 2)	20.0891126661573	11.7887824148897	13.3091844945422
zgc:114081	13.8099451878212	0.0467808821462214	12.2420620451311
si:ch211-255f4.5	10.0168969868502	8.18665445261702	8.71066227792416
VDAC3 (2 of 4)	11.6297145021571	10.0451653564647	13.4835303922269
zgc:153901	11.8191661658264	16.7925123939547	12.6901526587266
nsl1	14.9201854330283	14.4115525930801	17.501577610568
rsad1	6.1960902976293	8.6544632780807	10.2582418674632
zgc:162913	16.6206900260287	13.3471003963254	14.0166494539611
faua	12.3297735705114	7.76777843008036	10.2140253056616
KCTD17	18.3582720218587	23.4737580414399	25.59028975452
skila	22.9052109185835	26.5792601580559	21.1815008040341
slc35b4	17.2055513783946	16.4763671848618	44.3633587612447
EPN2	39.9805948393835	24.5899499072752	76.2342128882525
FAT3	22.8519741106804	21.9876697491685	16.050832285199
C7H4orf48	23.4532427129758	14.1375101862218	13.0881016953364
EPHB6	9.81500358075076	18.3429711809716	20.030190013189
utp23	9.17254336937086	13.7617661336368	13.3976176181455
sox11a	4.85435420621255	98.0040777849071	6.87739949284784
ppef1	10.1312520293083	13.2310370196707	15.7853118476072
FDXR	14.331061167494	16.8469185616724	17.6424073550541
atf7a	23.5506452621176	24.5791435212016	34.783354701409
capg	22.7753904376688	27.2968321155921	8.53379603855955
FBXL17	10.9051189256224	13.9332648457261	14.5284119177273
HDAC5	14.4244982091364	16.7510177549233	26.7952352264885
zgc:158642	9.21978236235028	13.0050853626958	17.912835833976
si:dkey-85k15.4	10.2549755604162	9.17083066011849	14.4526689508018
PDE4B (1 of 3)	10.1615880877449	18.1509824387949	6.85356676655628
CITED1	35.0779012167809	19.3205045074559	23.0276748164911
