X96_bap_rep1	X96_bap_rep2
SPSB3	18.0012291824702	20.9402962592001
TIAM2 (1 of 2)	15.5096645280781	12.2973484921835
uhrf1bp1l	14.8246259519816	13.2834566250228
USP15	14.7102659975153	11.3338048397486
cox6a2	9.78350692056279	18.2754840448123
PKNOX1 (3 of 3)	14.1512974374314	11.4994129909571
trim13	16.6307783068788	13.8635202374033
cyp2p9	19.2933845967304	30.1933549274684
cldn15lb	19.2293529864971	39.9662665958899
C25H11orf24	18.9981415719972	20.0160229033327
WNK3	13.2672501087773	8.87497320581311
pmelb	37.6232429395493	18.1563969809657
tmem237a	18.0011046047551	18.3747329256753
ANO2 (2 of 2)	13.7930816789289	9.33902409263967
wu:fd60h05	18.0069596404018	19.6641563201705
nup35	12.831237190057	16.8798510033149
zgc:101663	18.7010921947621	19.2581117894523
calb1	12.5199239714712	14.2115584007278
ccnd2b	14.582514206716	18.0399782178165
cog5	14.575288855191	12.8776441324959
FAM70A	18.562190937261	11.7172848900625
kcnc1b	15.6344265121965	11.800466011056
mgat1b	15.509602244094	18.7695822215361
picalml	14.5785900915392	11.3112403593442
ppih	13.6409754662879	18.7377367264525
PQLC2	20.8561171744679	30.8012035769036
prdm4	13.1427372800892	15.0816538192986
si:dkey-97i18.5	10.339734829396	23.0903020193956
smcr7b	16.5062031844596	17.2858955237737
swap70b	13.2049625475677	12.8199278000169
tspan13a	15.8210400403951	20.1862135651573
UBL4B	16.432641578833	16.5318128297309
wdr48	13.4541127826591	14.3855774823901
zgc:110191	12.5820869549656	12.065323053387
ugt2a4	20.8876346735975	30.3743347650104
ppp2r3c	15.3774903307355	17.4346238378702
wisp3	12.0116574887657	11.2474333654706
si:dkey-253d23.4	12.6603201323128	15.3706414997955
dpys	13.0180998736859	13.1094375433605
si:dkey-96n2.1	20.9358452454084	27.6016887286164
zdhhc4	11.3986233309712	19.2581117894523
CNNM3	13.3936938579354	8.26602242985734
MAP7D1 (2 of 3)	18.4406679152538	19.4805081819313
wdr18	15.3854631388043	18.1564549879487
IMPG2 (2 of 3)	13.4667571624484	8.62131139013202
nom1	13.7655505789601	14.8250916831959
FAM83H (2 of 2)	16.44391562325	18.7360545444655
epha2	15.6341773567662	16.8798510033149
ddx55	12.8935247512667	16.5321028646457
arl2	18.9800781736906	21.9264623990223
arl6	14.5843205494708	13.9797069726207
fam69c	14.5772820498979	16.5322768855946
heatr3	16.0701902754864	14.4435838497838
MUC13 (1 of 2)	20.990907445346	23.2229625736227
nova2	8.09738269602871	3.82841981401081
nudt4a	19.7645277000898	17.5820180016181
PARP4	16.6307783068788	26.5166797465525
plcd1a	15.0735270413897	9.51327520018189
plcxd3	13.6409754662879	12.2393421350492
psmg2	14.4507137327717	15.3143753316312
sall3a	11.3986233309712	9.22301137118952
SDR42E2	6.10418080165164	13.6314947986068
shbg	16.44391562325	19.6061499630363
si:dkey-119m7.4	11.3363357697616	7.30880146367114
vangl2	12.7066620773849	7.71484598925966
SMYD1 (1 of 3)	21.997162968567	18.6033940004979
wnt4b	16.7800193003011	15.6616594144367
gtpbp1l	18.4854526730014	14.9076347273769
cdk7	14.403686624887	15.3139692930099
TRIP6	15.8214760477774	15.029042050023
ino80c	12.5820869549656	14.4408575421035
rnf168	14.5130012939814	16.1257683092721
ENSDARG00000007177	16.3193405105778	10.9632021960197
cpeb4	13.7032630274976	9.22301137118952
epdr1	14.5148699207202	14.6756092885803
fkbp11	14.575413423159	25.0587478722195
gli3	11.0871855346702	9.74506861822819
ift52	12.3952242810839	14.1551762185976
IGLON5	13.8901257013793	12.6463147569759
MYOT	16.9422161031799	15.0236474519049
pnp6	12.7066620773849	14.3855774823901
ppfia2	17.40488808761	8.6429477629128
rpa3	12.6443745161753	19.3741245139803
s100s	22.23665863055	20.7344896894372
SLC25A24	19.5695676404242	23.78260793319
SLITRK5 (1 of 2)	14.9135725886481	11.1372212776819
ttc1	16.6002574002291	18.0399782178165
KIF20A	10.5983527758967	13.3338641597243
nudcd2	14.7042241001694	20.4762453713476
si:dkey-250d21.1	9.65457167558437	6.67073149518232
tomm40	29.2507360977343	19.1708122239658
VPS37B (2 of 2)	16.3000936580921	16.1834846417511
leprel2	14.886726651492	14.2695647578621
fam204a	12.6074379985284	12.7289158183993
lim2.5	14.638012423783	17.7503524605069
dennd2da	15.7588770471535	19.6668246106084
TMEM136 (3 of 3)	16.0701902754864	15.6037110642854
ndc80	13.2672501087773	18.4459647312923
tfdp1b	13.7655505789601	17.808706859539
C1H19orf53	15.8833275918576	21.8794192385542
CDCA2	11.2740482182991	15.7781361845689
col19a1	15.0113017641641	13.2855448558905
krr1	16.8887733745508	20.3057646746081
MYOF (1 of 2)	12.3329367198743	12.0073166859932
pard3	13.3918252311966	9.86137137151532
pyroxd2	18.6239801973571	21.6404910406015
si:ch211-166e11.5	13.830142784038	13.809574317779
brn1.2	14.2015634976803	11.793331223968
atg4b	17.7521412313628	20.9402962592001
fbxo7	13.3918252311966	15.6037110642854
pcdh1g22	15.3099083287237	8.47989188202049
SGTA (2 of 2)	15.1647783121775	16.6355862142271
MED17	17.9390661989757	14.1643992262938
znf236	15.5170144573182	11.3112403593442
ablim1a	13.7655505789601	13.5154820740788
FOLH1	11.8969238109011	13.2270744428925
FYCO1 (1 of 2)	18.6862677585667	18.0979845749507
MTMR11	14.4507760167558	15.3136792580951
nlk2	10.8380352995788	6.26468696856785
ppox	12.7068489390841	16.6478255542589
PYURF	18.7806956977346	20.7082708101441
SCML2	14.0147008237986	9.9190877009164
SHC3	11.2740482182991	13.5154820740788
zgc:158296	22.1125818189914	21.6154322907082
si:ch211-155e24.3	16.3825000962993	12.1265197638057
MYCBP	13.5235011274256	16.4158001154624
klhl12	16.3816280717875	16.7058319216527
stx3a	15.2704180117783	16.4738064725967
mag	13.5786879050783	7.4248141851213
wdr24	14.8244390902824	12.76865018109
CDC6	11.0871855346702	14.6756092885803
cyth1b	14.0061674208852	16.5318128297309
dgat1a	20.2434567400718	20.5342517284818
DIABLO (2 of 2)	18.3125424010561	19.7801690446985
ENSDARG00000061904	11.7100611272722	11.4852594410065
exosc4	14.4507137327717	12.5329123261623
GPT (2 of 2)	16.1324778366961	13.5162941615808
phf14	13.952537830557	11.3113563733101
prps1b	16.6307783068788	19.200105432318
SEMA4B (2 of 2)	14.7621515290728	16.8241648947207
si:dkey-49n23.1	13.5786879050783	11.0812451444324
tbrg1	14.1397742375842	13.3994693495508
yif1b	15.198164447793	12.065323053387
ZBTB41	11.4609108921808	12.2973484921835
zbtb46	13.0804497188796	15.0816538192986
gdap1	16.1732761855357	14.95380779336
GLT25D1 (1 of 3)	14.3463197810811	13.5479076287325
ATF5 (2 of 2)	25.6624743898612	19.08409270779
C5HXorf56	13.952413262589	19.0789881548462
ercc6l	11.6477735660626	16.1837746664064
CR926130.2	14.5543602279185	22.6905221812804
APP (3 of 3)	12.519799393756	4.17645797938722
rnd3b	12.9558123124763	16.2997873909344
gnl1	13.3918252311966	14.2695647578621
BX957322.2	11.0871855346702	13.9215265945376
cbwd	12.8935247512667	18.856881797282
CDK4	14.26385105889	19.7801690446985
CLDND1 (2 of 2)	11.2293880382666	6.38069969104395
cops3	19.6828687086794	16.7638382787869
CR626889.2	24.4790107658667	19.7923503777474
gpr27	12.8606369265117	13.1094375433605
GUCD1	13.8901257013793	18.7560667381385
jkamp	16.8799285419702	17.6919400544919
lhx2b	10.7757477383692	8.93297956705116
mmaa	14.0769883752611	17.6919400544919
nudcd1	14.5130012939814	16.018746574768
slc4a1ap	11.5271225685673	11.4007441799238
spryd7a	12.1140582360023	11.7172848900625
si:ch211-262h13.3	14.6375764066535	16.3581997969494
rnaseh1	14.0147008237986	19.4901372385083
hoxc5a	13.2672501087773	13.6314947986068
DTWD2	17.5028041345723	13.1674439107543
UNC5D (3 of 3)	14.9697559685278	9.68706225801609
caps2	15.9093015045018	17.73103634037
TTL	14.26385105889	14.7339636876124
arvcfa	14.3261386103525	9.45503681408983
RNF169	14.1781433745876	17.8660171431372
gpr144	12.2083616072021	11.462056894049
rab40b	16.0701902754864	18.3300100240067
C3H7orf55	17.068784420306	11.3054977295878
unc45a	15.8210400403951	16.0097555847442
xirp2b	13.1426749863581	8.12089051484818
zfyve26	12.2083616072021	10.2675319079919
9-Mar	15.6341773567662	9.10699864973936
arl6ip4	12.7748046644942	14.456171221454
cetp	10.6640661511696	20.7662771775378
GPR161 (2 of 2)	12.5820869549656	13.7486676422751
gucy1a3	16.1324778366961	13.2254502678885
PARD3B (1 of 2)	10.9003228607884	11.5432658084002
pld1b	15.9456151530672	17.9239654932885
ptbp2a	17.5028041345723	15.2556729009608
RNF144B	17.2615644138185	16.1257683092721
si:dkey-17e16.8	18.5616926361475	23.0865316065409
srgn	14.575288855191	23.4925761372592
tnfsf10	13.952413262589	21.4624695181528
trpc4apb	16.5085078283279	15.8357365030819
zgc:101859	15.3854008450731	14.1478094138371
zgc:77056	13.6409754662879	19.200163439301
gtpbp10	14.3261386103525	14.6176029314461
itgb1bp1	16.8176409807606	16.7058319216527
ca5	12.2083616072021	12.993424829092
siah2l	16.2787290234373	10.5739215089664
fktn	14.886726651492	15.8382307828303
PKP3 (2 of 2)	15.3850271216748	14.4018192632084
apoa1bp	15.0113017641641	13.8965838586102
bmp4	15.0757693915269	13.2255662818545
btbd11a	15.5718897955566	13.7475075128753
C9H2orf47	16.6755007708953	17.575869322981
clip1a	14.6998639678631	11.7753492541797
cox7a1	12.2707114523958	14.6756092885803
cpm	19.1093871518144	18.9680799935215
mxra5	8.22195781357441	8.7009541231249
nkd1	16.5691759084819	11.7752912471967
pag1	10.028297033095	8.12089051484818
parp12b	14.0147008237986	15.9537214445117
polr1b	13.9636873070059	13.5154820740788
rnaseka	18.562190937261	23.5910709376031
ttc21b	10.7161385444262	9.45503681408983
zgc:162193	18.5625646704064	25.8153248357512
BX927308.3	7.28328429723864	14.8670302804607
zgc:66350	23.2297091888842	23.924955550977
yrk	11.2740482182991	13.9889879975594
CCDC137	14.4507137327717	16.4738064725967
CU638692.2	12.718060699517	8.69526950035145
tmem178	15.7593130642829	14.5595965640523
tnk2a	12.8184682422996	11.4574743936923
fbxl14a	17.066791215852	17.8881175676779
nipsnap3	14.1392759364707	18.3300100240067
parp3	16.4440402009651	20.3602326468196
PRSS16	16.1366510975561	18.5042031266179
ammecr1	10.5265975032778	5.87969875208618
ENSDARG00000020924	14.5186071741978	16.8218446359212
FRMD1	16.655568755597	19.3209326851345
cables1	13.3918252311966	11.5432658084002
aar2	11.9592113623636	13.1674439107543
asb5	17.5763657401988	16.3847667078808
atp10d	16.6307783068788	16.7058899286356
cercam	13.7879740998259	12.3553548595772
esrra	12.831237190057	7.48282054635935
lamtor2	14.8829893980144	20.0630660638008
lmx1b.1	11.6556218061633	11.3692467164785
mrpl9	13.6409754662879	16.7638382787869
pank1b	27.8449681758046	22.2661476491356
polr1c	11.9854967144222	13.5734884312131
prr18	14.0180020601467	9.9190877009164
rgs7bpa	14.0563711971501	13.8635202374033
rpap1	14.220685782198	12.8194057371703
rreb1a	11.9592113623636	11.4272530838722
six4.3	13.5794976456061	16.4192804934022
sptlc2	12.7689496385945	11.6012721655345
tubgcp5	14.575288855191	14.3275711252558
vti1a	14.5432107612168	15.3718016291953
mpzl2	15.8784691681849	22.7873347996374
METAP2 (1 of 2)	16.611406876678	9.48502610315974
naa50	15.3560011183655	11.3112403593442
hoxc4a	12.2296639481258	12.0109130881585
tprg1	18.3590712078273	23.260898730101
urb2	11.9008479260779	13.4574757066851
utp3	15.9456151530672	20.4576253247467
gfod2	18.6274683051515	17.47743252962
ZDHHC5 (2 of 2)	17.9163935226796	21.1143153408623
ube2j2	14.9490142029545	15.7777301459476
CCK (1 of 2)	24.7851541213656	9.74506861822819
actr6	15.6341773567662	17.8079527687605
APCDD1L	16.0079027142768	17.4019082483017
dus2l	14.8244390902824	15.7197237785539
ethe1	24.7904485621678	27.0309641481576
SH2B2	12.6443745161753	9.63166618331075
surf6	15.3850271216748	17.5178629658467
tex261	14.26385105889	15.2556729009608
TSC22D1 (2 of 2)	17.5028041345723	7.01876965953278
zgc:158614	27.8880088747815	34.3717851145239
zgc:86811	17.0045036643895	22.1584298308359
si:ch211-269i23.2	12.6444990938904	13.7475075128753
cfhl2	7.83110337989893	22.3064620713964
KAT7 (2 of 2)	13.5164003438687	15.9517492276099
mtif2	15.9471723403917	15.1976665335671
zgc:162509	29.700514566439	23.9599913890856
ppil4	16.0980950988536	15.4876983397574
ppp6r2b	13.4541127826591	14.0955456761998
syt11b	10.9626104219981	8.17889687608623
si:ch73-131e21.5	14.2408669431795	10.0451935296775
zgc:175280	15.9183954925127	21.9862669521095
abcb8	16.4580549063798	16.5944597044643
adoa	13.3555738666152	20.4182390142133
baiap2a	14.3262009040836	11.021208553154
C10H21orf91	13.0815708988217	14.2696227648451
col5a2b	11.8972352405683	9.57760425485029
COPS6	14.5149944984353	14.6176029314461
ENSDARG00000040633	14.575288855191	14.7336156457146
ERO1LB	18.7521057115548	19.3741245139803
fbxo18	16.755353419551	17.8659591361542
mtus1a	13.7655505789601	15.1976665335671
rxrgb	13.3295376699869	11.3692467164785
si:ch211-67e16.4	16.1324778366961	13.6314947986068
si:dkey-51e6.1	11.7723486884819	16.0730985330136
slc35b3	17.4454995844976	20.5342517284818
tmem110	15.7587524791854	15.4298659933125
tnnt1	16.1947653881586	17.4019082483017
ROBO3 (3 of 3)	12.9386832324126	12.2200260149123
ypel1	13.3295376699869	8.71348349704562
si:dkey-175g6.2	13.2106307215153	9.51855377920434
prkca	13.4541127826591	9.62905589677804
ABHD12B (1 of 2)	10.4570845905432	22.528684432667
VPS9D1	13.9536590104991	22.3324489124982
C25H12orf4	13.3295376699869	11.8338196671776
aspg	26.4109216973623	16.908564152097
gem	13.0180998736859	12.181335777915
cnga3a	8.40919421670278	5.45259791739082
ch25hl1.1	12.7689496385945	22.1615621771374
cnep1r1	15.8210400403951	15.2556729009608
cryz	11.9925974979791	11.1372212776819
csgalnact2	14.1400856769985	11.8389822271044
cx32.3	14.0771129529763	17.7499464116262
derl2	14.5791506766367	18.7940609118592
dhrs13a.3	16.3193405105778	11.8339356811436
DTX2	14.8244390902824	14.6176029314461
itga6a	10.4643722357993	10.7891831143574
MEX3D	9.86186467562509	4.23446434062527
nudt4b	12.3983386557329	9.10699864973936
samsn1b	10.5888850644874	11.1210375038466
surf4l	16.0701902754864	11.5432658084002
TTC19	12.519799393756	11.3692467164785
ttll1	16.4046121777508	13.5172802700317
usp54a	15.2185947642049	7.88886507194787
zgc:136858	10.5888850644874	14.73779210745
zgc:110626	17.8777752399931	14.3787327302169
polr2j	16.2570529493682	18.0399782178165
si:ch1073-464p5.4	18.3378311508877	23.9725787710152
cldnj	16.9422161031799	17.0611788827546
glt8d1	13.3918252311966	17.0538700849772
prmt7	14.2024355221922	14.7916220131083
miox	13.8901257013793	17.4600306194019
pbx1a	13.2755966402444	10.7821643412353
prmt3	17.9388170532925	19.316118156846
zgc:153952	19.8697313825611	16.9378573604492
ecd	13.3295376699869	14.0375393190656
LARP4 (2 of 2)	11.3363357697616	4.58250250497573
ampd3b	16.6308405908629	19.0263763855706
arf3a	12.0214989235732	13.6314947986068
as3mt	10.651172625697	17.1614138720685
CT867948.2	14.3871181396679	13.2834566250228
cwf19l1	11.9596473794931	15.2556729009608
gle1	14.3263254817988	13.1736505861149
hsd20b2	17.378229012153	14.3275711252558
mrps23	13.1426749863581	18.388016381141
mybl2	9.84143434946614	18.272003656613
OAT	21.2400576901845	8.52693504146264
rab15	13.5786879050783	12.2973484921835
si:dkey-88p24.9	15.575377903351	21.8683980349051
slc2a1b	13.0181621576699	7.30880146367114
SMARCA1	9.65457167558437	13.805513880269
taf5l	9.21855876076295	11.0792149205477
zgc:174906	12.4578855656918	16.7641283137017
ntn1b	13.0803874348955	5.33658519594066
si:ch211-67e16.2	8.95109598168172	11.2893139557524
tnnt2c	15.1744328852859	15.2479000473197
NKIRAS2 (2 of 2)	6.26145688810135	11.4358960319983
GTF2A2	12.7066620773849	16.8798510033149
wdtc1	15.6341773567662	12.5293739412395
chchd4	16.3193405105778	16.9958637175834
gtpbp5	13.0180998736859	11.7752912471967
phf6	15.6343642184653	18.2139972994787
stc2a	17.8142419308733	19.8381754018328
ARHGAP23 (1 of 2)	12.3952242810839	5.68462336029113
CR749182.1	13.2049625475677	14.6176029314461
ENOX2	15.1358768865834	10.5101145150928
hccsa	14.4677182351203	16.8218446359212
kntc1	10.604892964609	14.6756092885803
ms4a17a.9	35.3883030369509	26.7159896060399
plekha8	12.0214989235732	14.0956616901658
sgcd	14.4507137327717	11.949310328859
si:ch211-126i22.5	13.2674369704765	11.021208553154
si:dkey-4e7.3	20.1811691788622	19.436191318884
smg6	13.8337554598005	11.8946683356986
tbc1d15	14.9490142029545	19.7288334085291
topbp1	10.6571522293118	12.1233294105212
zgc:153923	19.6205188634857	19.7223366982537
zgc:172079	20.119379918766	27.7851048389238
zgc:92630	16.8176409807606	16.9378573604492
dnajc15	17.3159414606905	15.7777301459476
GBF1 (2 of 2)	10.9622989825837	4.23040389490771
CR385054.2	20.5918933477508	44.7233102412708
TIMM44 (1 of 2)	14.1765238935319	16.6082072157937
aldh2b	30.5389673968177	38.750743307709
sntb1	15.5718897955566	15.4879883746722
BAHD1 (2 of 2)	16.0783499452544	22.2600569774814
ITFG3	14.3884261715621	12.5293739412395
sc5dl	17.9193833293606	23.4345697698655
KATNBL1	13.2672501087773	12.181335777915
nckap5l	10.7757477383692	6.84475057684458
foxm1	10.4644345197833	11.5432658084002
abcc4	23.6692724993829	15.1977245405501
abl1	10.339734829396	7.94687143318592
aff4	11.5917147638981	6.96076329932068
CAMK1 (2 of 2)	12.831237190057	13.5154820740788
CCDC174	13.5164003438687	16.4738064725967
commd7	12.9558123124763	16.7638382787869
coro2a	15.509602244094	18.9100736261278
ELMSAN1 (2 of 2)	14.0769883752611	16.2997873909344
elovl1a	12.519799393756	17.6919400544919
fam18b	15.8210400403951	14.4539669868798
FOXO6 (1 of 2)	10.0905845943046	7.07677602077083
gabpb2a	12.522726916453	14.5595965640523
nr2c2	14.0827811171767	8.12089051484818
pkp1	11.3363980634927	11.1372212776819
pold3	13.8278381401697	14.3276291322388
rfc2	12.3138767290877	18.8531693914103
sc:d173	17.6917845906232	20.7662771775378
sh3bp5la	16.6345155603565	17.1118764421114
snf8	12.2127217297613	14.8496283702426
syt16	11.2117606570894	10.7911553312592
use1	15.2604519992555	16.0097555847442
FKBP15	11.4985948663715	12.8030479526455
camk1gb	18.6862677585667	20.6502064460269
WSCD1 (1 of 3)	13.5786879050783	12.5293739412395
zgc:153981	17.2223232523033	14.9656410947706
sema3bl	9.21855876076295	7.03651960651894
eya3	14.9490764966857	10.6151640326952
ANKRD30B	14.2850288220985	13.1094375433605
scp2b	15.8211023243791	15.082697924473
slc1a8a	12.4575118422935	9.9190877009164
MRPS21	15.4473146828844	17.8769803398033
bckdhbl	16.1989386587657	17.3439018911674
KDM4A (2 of 2)	14.6998639678631	8.816966845601
jarid2b	14.7621515290728	16.5318128297309
ankzf1	13.3071141491211	13.9846955218581
bag4	14.8874118143047	16.5912693511798
FBXO38	16.3818149334866	15.8357365030819
ncaph	10.4059465057825	16.5905732776437
olig2	10.2151597069768	9.9190877009164
RYR2 (2 of 2)	17.7576848275953	21.1723216979966
SLC5A7 (1 of 2)	11.0871855346702	11.3112403593442
tfe3a	16.3413280143142	19.2583438173841
si:dkey-93h22.6	13.0895437068905	18.3178286806984
chchd7	16.3635023894968	18.2082546697223
si:ch211-202e12.3	13.9527247020033	16.0097555847442
CLIC5 (3 of 3)	17.770827498751	17.0731862051141
pvrl1b	14.8874740982887	9.54436660961671
ano2	15.4105650171896	9.69750340209507
atp9b	11.4609108921808	11.1372212776819
BTBD17 (1 of 2)	14.515741945232	13.7475075128753
daxx	10.9136523936433	10.6731703898294
ednrb1a	14.6858492721956	14.4443379303028
FRMPD3	10.5265975032778	6.43870605125606
GALNT6	19.0599931160773	18.6200418199375
raver2	17.066791215852	13.2840947018354
SHANK1 (1 of 2)	11.3986233309712	5.39459155615277
si:dkey-117m1.4	13.5846675086931	9.51304317532788
si:dkey-87o1.2	20.8935519932283	31.3243049373242
tac1	15.7985542257981	15.0737069447086
ttk	11.5854860146001	14.5390623177922
hibadha	13.8901257013793	16.9538091063527
AKAP13 (1 of 2)	13.7537159494456	13.3454074262201
tpcn1	16.44391562325	17.5179209728297
CU914772.1	12.7689496385945	9.80307497946624
SCARB2	14.1172261390033	10.9051958388854
glcci1	12.7689496385945	8.8751472247101
onecut3	11.867088067064	11.3577614569657
zgc:112962	16.320523974504	22.1974681199905
gas2l3	11.2117606570894	12.9354184616983
zfpm2b	11.8969238109011	13.2834566250228
acot13	14.0705104705328	14.7580363290548
arl13b	12.7066620773849	14.2115584007278
asah2	12.5820869549656	18.9682540042109
barx1	12.1460740459925	11.8913039717247
bcs1l	11.3986233309712	13.5734884312131
bmp2b	12.3329367198743	12.877412104564
C12H10orf88	15.0113017641641	16.1257683092721
ccdc104	14.8514096051536	11.4106052541731
dhx57	16.1325401206801	13.3994693495508
emp1	14.6998639678631	12.7216070206219
FASTKD2	13.8278381401697	16.938147395364
hmbsb	9.65457167558437	14.1535520435936
HOOK3	13.7657997343904	13.3414629924165
HPGD	13.7032630274976	17.5771454663467
pax9	17.4433195183444	17.1794538488397
RNPEPL1	17.0045036643895	16.0097555847442
senp7	11.772597834165	14.423339628179
shdb	15.2066355472282	15.3136792580951
stambpb	15.198164447793	14.3283252057749
syt9a	13.7655505789601	9.86108133967835
tnfrsf19	13.2674992544605	12.7033930229017
xirp1	16.5686776073684	17.1784097436653
ALDH1L2	18.5000902474976	8.6442239021747
meox1	14.8254356925094	15.0820598579199
smpd5	20.335206311973	19.9213565228263
znf362	11.0871855346702	9.33902409263967
mier1b	12.8312994837882	12.645386655508
scrt1a	12.2083616072021	12.7033930229017
lctlb	11.3363357697616	10.615396060627
CCDC23	15.198164447793	19.7801690446985
lpar2b	10.6628203935123	13.3414629924165
AL929434.1	16.2570529493682	13.748783656241
ATP6V0E1	19.9320189437708	23.2605506882032
bmp7b	15.1595461553594	12.1233294105212
camk4	13.4541127826591	16.0677619521379
CT583700.1	12.5555524572239	16.3578517550516
dnajc21	14.3507421973714	13.4574757066851
ESPL1	10.1528721457672	11.2058427998441
foxn4	9.77983196081628	12.065323053387
hemk1	9.90372191067576	13.1094375433605
jmjd6	11.2740482182991	13.7475075128753
lrp1bb	11.8969238109011	7.71484598925966
msmbl	20.3759423768287	35.786270230554
ngdn	15.1359391705674	18.1562229600168
pfkfb4	10.339734829396	10.8471894714917
psmg3	16.3193405105778	17.459914605436
rwdd	14.5130012939814	19.1420990751838
si:dkey-200c24.1	10.028297033095	4.64050886621378
si:dkeyp-104h9.5	15.0735893253738	15.7777301459476
ttc13	15.0307977720801	14.2695647578621
ZNF837	15.5814820846809	12.8402300286047
CD97 (1 of 3)	12.7054786134587	16.53645334733
MRPL49	16.5684907456692	17.9819718504227
lpcat4	8.7342107003143	17.450227541876
TUBB2A	10.5711331055951	14.220027327905
cyp2aa4	9.03748882684738	19.6707690444119
F8A2	14.88685121946	16.4158001154624
ANKRD13D	14.0769883752611	13.8082981846728
GRM2 (1 of 2)	14.4228089094046	9.68706225801609
CTBP2	9.84292925280661	6.67073149518232
fam172a	12.1141205297334	13.4574757066851
LMLN	10.8380352995788	9.80307497946624
nlrx1	13.3295376699869	15.9517492276099
tm7sf2	11.0871855346702	14.2695647578621
SLITRK3 (1 of 2)	11.7723486884819	9.39703045387773
bdh2	12.9558123124763	17.2858955237737
BX323449.4	17.578608090336	16.018804581751
CABZ01080370.1	16.1948276818897	9.80307497946624
dph1	12.7689496385945	17.0791608525429
gm2a	15.8833275918576	19.7221626773048
ints9	12.5202354108855	12.9461496406921
klhl32	11.7723486884819	11.4852594410065
osbpl2	13.2672501087773	11.4852594410065
rp2	11.7100611272722	13.8635202374033
samd1a	11.2663868496446	11.3112403593442
serac1	11.2740482182991	13.0536354310599
SLC44A2 (2 of 2)	10.5322033834942	10.0931647895616
slc9a8	15.6341773567662	15.9517492276099
tada2a	15.0735893253738	12.2999587858978
tbc1d7	14.26385105889	11.6592785226687
zgc:92518	11.2202317662717	10.2091195050548
ENSDARG00000091571	11.8952420458615	18.7740487079268
pnp4b	44.0310755930818	46.6345038174795
ACTN4	12.1560400487681	8.92665687362081
TMEM201	13.3920743768797	13.0514311862263
RELN (4 of 4)	11.0248979734606	3.88642617524886
tspan9b	11.8672749287632	12.5293739412395
ssrp1b	12.3329367198743	10.0931067836046
rbm19	12.5820869549656	13.1094375433605
cbx6a	10.5291512928293	7.65683962904756
coro1a	12.8686720185645	18.7940609118592
flvcr2b	15.2604519992555	13.7475075128753
INO80B	13.9644347635497	12.065323053387
keap1a	21.055686512123	23.3601476109639
med28	13.6424080758973	15.9517492276099
nedd1	13.4547979454717	15.4298659933125
phkg1a	22.548096426851	16.0097555847442
rdh12	15.8833275918576	14.3855774823901
scn1lab	10.651172625697	4.69924610722958
si:dkey-162b23.4	8.03509513676851	3.36436892821018
smpx	14.9490142029545	13.9215265945376
snapc5	15.2615108952136	14.484884370236
TIFA	16.8808628602132	16.7162730657316
vkorc1l1	11.6477735660626	15.3716856152294
xpnpep3	13.1426749863581	13.3414629924165
si:ch73-52f15.5	12.5220417536403	12.3553548595772
zgc:100832	20.1164524058162	19.0715053258604
arhgef1a	13.9622546973965	14.6755512815974
TACO1 (2 of 2)	14.3360423388912	12.9124479426726
tom1	14.3886130332613	15.3716856152294
zgc:92233	11.9242057554396	12.3270477494164
MAP7 (1 of 2)	14.0769883752611	11.4854334619554
ENSDARG00000089665	11.7682377116059	13.4776619213069
wu:fy63c09	15.0179665305916	14.8498603981744
rgp1	15.9458643084975	12.5873802983738
bpgm	18.528306510279	14.1731581883858
jam2a	12.7691365002937	14.4435838497838
slc2a12	14.3261386103525	18.6200418199375
adnp2a	13.5786879050783	13.9215265945376
ENSDARG00000074506	12.8935247512667	7.77285235049771
rgnef	11.0891164551401	13.2254502678885
actr8	14.6998639678631	12.8194057371703
adhfe1	12.1460740459925	14.501648213901
calca	12.2706491586646	8.75896048436295
DDHD1 (1 of 2)	12.7689496385945	10.5571576653014
ENSDARG00000076929	14.575288855191	5.16256611325246
fam222a	12.2712720374933	7.77285235049771
fam49bb	11.7100611272722	14.3855774823901
nle1	12.0837864847829	14.2115584007278
pdzk1ip1l	11.3986233309712	18.1559909423445
RASGRF1	11.3986856247023	6.49671241249411
slc15a2	13.3918252311966	18.6200418199375
thbs2a	11.9592113623636	8.94237659774818
LRIF1 (2 of 2)	12.9816616474054	12.7788592972371
lhfpl2b	14.090255624132	27.320705919433
ENSDARG00000077791	13.1426749863581	8.1342899842798
dis3l	9.90758374186854	11.4922782141286
thap11	12.14663463109	9.28101773140162
msxd	19.0768107567267	20.0858045548946
cbx7a	18.6315169980435	52.7053915304364
ccne2	8.28424537283461	13.0052581202431
ccrn4la	15.3850271216748	8.99098592726326
cox11	17.5650916957819	20.1635330810465
kctd7	12.831237190057	13.805513880269
stxbp5b	9.96600947188538	10.0351004223666
tyw1	12.6443745161753	11.8913039717247
wdr32	12.2083616072021	8.99098592726326
angptl3	12.3952242810839	13.7475075128753
CCDC132 (1 of 2)	12.737556707433	14.0175851323755
bmpr2a	8.72025828765603	4.23446434062527
fam217b	12.3538653373996	11.3692467164785
SPTBN4 (3 of 3)	11.3987479086864	5.56861063884097
si:ch211-24n20.3	14.3818236891187	12.0478051292029
rgn	17.0599395877254	20.2442779292745
snai1a	16.0704394211696	16.7638382787869
slc2a15b	19.0299082265571	16.8218446359212
